
Aspect ratio at max_mode 3: 5.999999836943246
Mean iota at 3: 0.41999659049473215
Quasisymmetry objective at max_mode 3: 2.167484344763954e-05
Squared flux at max_mode 3: 0.06415397191789753
fun_coils_simple#1 - J=5.9e-02, Jf=5.9e-02, ⟨B·n⟩=2.7e-02, C-C-Sep=0.15 Jf=5.9e-02, J_length=1.8e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-08, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.5, 4.5, 4.5, 4.5])=18.0, curvature=[4.1, 4.3, 4.6, 4.3], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#455 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.0e-11, J_ALS=5.2e-07, J_LENGTH_PENALTY=3.2e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#456 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.1e-09, J_ALS=5.1e-07, J_LENGTH_PENALTY=1.5e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#457 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-10, J_ALS=5.2e-07, J_LENGTH_PENALTY=6.6e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#458 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-10, J_ALS=5.2e-07, J_LENGTH_PENALTY=2.0e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.8, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#459 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-11, J_ALS=5.1e-07, J_LENGTH_PENALTY=3.5e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#460 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-09, J_ALS=5.1e-07, J_LENGTH_PENALTY=3.3e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#461 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.7e-10, J_ALS=5.1e-07, J_LENGTH_PENALTY=8.0e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#462 - J=8.1e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=5.1e-07, J_LENGTH_PENALTY=1.2e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#463 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-10, J_ALS=5.1e-07, J_LENGTH_PENALTY=8.1e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#464 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=5.1e-07, J_LENGTH_PENALTY=7.6e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#465 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.5e-10, J_ALS=5.1e-07, J_LENGTH_PENALTY=6.9e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.8, 4.5, 4.9, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#466 - J=8.0e-07, Jf=3.0e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=3.0e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-10, J_ALS=5.0e-07, J_LENGTH_PENALTY=1.5e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 5.0, 4.9], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#467 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=5.1e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#468 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=5.1e-07, J_LENGTH_PENALTY=3.2e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#469 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-09, J_ALS=5.0e-07, J_LENGTH_PENALTY=3.0e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#470 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.7e-10, J_ALS=5.0e-07, J_LENGTH_PENALTY=5.0e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#471 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=5.0e-07, J_LENGTH_PENALTY=1.3e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#472 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-11, J_ALS=5.0e-07, J_LENGTH_PENALTY=3.1e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#473 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=7.3e-10, J_MSC=1.8e-10, J_ALS=5.0e-07, J_LENGTH_PENALTY=4.2e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#474 - J=8.0e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=9.4e-09, J_MSC=1.3e-09, J_ALS=4.9e-07, J_LENGTH_PENALTY=2.8e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.1, 4.5, 5.1, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#475 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-09, J_MSC=1.7e-10, J_ALS=5.0e-07, J_LENGTH_PENALTY=3.1e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#476 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=6.9e-11, J_MSC=0.0e+00, J_ALS=5.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#477 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=0.0e+00, J_ALS=4.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#478 - J=7.9e-07, Jf=2.9e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=9.6e-10, J_MSC=4.8e-09, J_ALS=4.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#479 - J=7.8e-07, Jf=2.9e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=3.4e-10, J_ALS=4.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#480 - J=7.8e-07, Jf=2.9e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=4.5e-10, J_MSC=2.3e-12, J_ALS=4.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#481 - J=7.8e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-10, J_MSC=1.9e-09, J_ALS=4.9e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#482 - J=7.7e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.6e-10, J_ALS=4.8e-07, J_LENGTH_PENALTY=4.5e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#483 - J=7.7e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-10, J_ALS=4.8e-07, J_LENGTH_PENALTY=7.4e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[5.0, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#484 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.6e-11, J_ALS=4.8e-07, J_LENGTH_PENALTY=5.3e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#485 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-09, J_ALS=4.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#486 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=4.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#487 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.9e-14, J_ALS=4.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.4])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#488 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-10, J_ALS=4.8e-07, J_LENGTH_PENALTY=1.5e-09 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#489 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-11, J_ALS=4.8e-07, J_LENGTH_PENALTY=1.8e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.9, 4.6, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#490 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-10, J_ALS=4.7e-07, J_LENGTH_PENALTY=7.7e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#491 - J=7.6e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-10, J_ALS=4.7e-07, J_LENGTH_PENALTY=7.3e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#492 - J=7.5e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-10, J_ALS=4.7e-07, J_LENGTH_PENALTY=4.5e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#493 - J=7.5e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=4.7e-07, J_LENGTH_PENALTY=3.2e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#494 - J=7.5e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.5e-10, J_ALS=4.7e-07, J_LENGTH_PENALTY=4.9e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#495 - J=7.5e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.4e-13, J_ALS=4.7e-07, J_LENGTH_PENALTY=2.1e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#496 - J=7.5e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.9e-11, J_ALS=4.6e-07, J_LENGTH_PENALTY=2.4e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.8, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#497 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.2e-10, J_ALS=4.6e-07, J_LENGTH_PENALTY=3.4e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.7, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#498 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-13, J_ALS=4.6e-07, J_LENGTH_PENALTY=7.4e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.7, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#499 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.5e-11, J_ALS=4.6e-07, J_LENGTH_PENALTY=7.8e-12 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.7, 4.6, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#500 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=4.5e-07, J_LENGTH_PENALTY=4.7e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.7, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#501 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.9e-10, J_ALS=4.6e-07, J_LENGTH_PENALTY=1.5e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.8, curvature=[4.7, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#502 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-10, J_MSC=2.0e-11, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.7, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#503 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.7, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#504 - J=7.4e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-10, J_ALS=4.5e-07, J_LENGTH_PENALTY=8.0e-13 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.7, 4.5, 4.9, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#505 - J=7.3e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.1e-11, J_ALS=4.5e-07, J_LENGTH_PENALTY=1.6e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.6, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#506 - J=7.3e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-12, J_ALS=4.5e-07, J_LENGTH_PENALTY=2.6e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.6, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#507 - J=7.7e-07, Jf=2.9e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.9e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-08, J_MSC=2.3e-08, J_ALS=4.4e-07, J_LENGTH_PENALTY=4.5e-10 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.5, 4.5, 5.1, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#508 - J=7.3e-07, Jf=2.8e-07, ⟨B·n⟩=6.4e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=6.0e-11, J_MSC=2.2e-10, J_ALS=4.5e-07, J_LENGTH_PENALTY=3.2e-11 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.6, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#509 - J=7.3e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-09, J_MSC=0.0e+00, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.6, 4.4, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
fun_coils#510 - J=7.3e-07, Jf=2.8e-07, ⟨B·n⟩=6.3e-05, C-C-Sep=0.11 Jf=2.8e-07, J_length=2.2e-06, J_CC=0.0e+00, J_CURVATURE=4.0e-11, J_MSC=0.0e+00, J_ALS=4.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([5.5, 5.5, 5.4, 5.5])=21.9, curvature=[4.6, 4.5, 5.0, 5.0], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
