index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,1.113512532989901e-06,1.1073632612755498e-06,1.0786949119735346e-06,0.0,2.2348055735918758e-12,6.149271714351217e-09,0.0,2.3939088883216574e-07,10.786949119735347,11.927873232928055,10.55734157323714,0.00020164718047557673,0.2610800079975711
1,2,0.4469066074322483,0.2395403169238008,1.6991694578135493e-06,0.0002540014148652181,0.005766432155475144,0.19256314704836744,0.014549142045214862,2.524036953018674e-06,16.991694578135494,76.92060326180422,28.915557980117303,0.062492704327410865,0.021520952286046325
2,3,1.6507263834762928e-06,1.6403296546451456e-06,1.0787282125431552e-06,0.0,0.0,1.039672883114713e-08,0.0,2.393385734010556e-07,10.787282125431553,11.918348779343324,10.560551777347479,0.000263753813676896,0.2611222711497672
3,4,1.1115800259104384e-06,1.1052210947673181e-06,1.0786967866753245e-06,0.0,1.1757958534673787e-12,6.358931143120309e-09,0.0,2.3938794669755253e-07,10.786967866753246,11.92733835939955,10.557517674571015,0.0002012685240433479,0.26108239515420406
4,5,1.111224320358405e-06,1.1048204295142886e-06,1.0786971846456882e-06,0.0,0.0,6.403890844116422e-09,0.0,2.3938846589682813e-07,10.786971846456883,11.925694338324131,10.557141032979596,0.0002010482838773834,0.2610818332258126
5,6,1.1107048840537685e-06,1.1041414836115476e-06,1.0786985854272038e-06,0.0,0.0,6.563400442220939e-09,0.0,2.3939004283776436e-07,10.78698585427204,11.92287882419764,10.556486374904203,0.0002005425728880822,0.2610804971628774
6,7,1.110094310944514e-06,1.1031703059448109e-06,1.0787016907433488e-06,0.0,0.0,6.924004999703126e-09,0.0,2.393939318344133e-07,10.78701690743349,11.919624912694688,10.555898649489096,0.00019985043323970562,0.2610777458319344
7,8,1.1093876781627266e-06,1.1016236052129074e-06,1.0787086251567602e-06,0.0,0.0,7.764072949819218e-09,0.0,2.394033748181407e-07,10.787086251567603,11.917145662579884,10.556234353579402,0.00019935020045629611,0.2610710850361053
8,9,1.1088326865829404e-06,1.0991971087737382e-06,1.0787228337632723e-06,0.0,0.0,9.635577809202135e-09,0.0,2.39414328208404e-07,10.787228337632722,11.9200593589747,10.557559943926988,0.00019865004763006117,0.26106028581860313
9,10,1.108428883485511e-06,1.0985500856597127e-06,1.0787245748901388e-06,0.0,0.0,9.878797825798288e-09,0.0,2.394171213081787e-07,10.78724574890139,11.921764748623005,10.558188560877426,0.00019892791663121226,0.2610585146249692
10,11,1.1080883575445448e-06,1.0975822511652608e-06,1.078728969074753e-06,0.0,4.862182720056372e-15,1.0506106379283964e-08,0.0,2.394211341268332e-07,10.787289690747532,11.926016735078717,10.55916096783431,0.00019924711412361133,0.2610551044810485
11,12,1.1077328984355394e-06,1.0962606541739842e-06,1.0787354875577943e-06,0.0,1.965156631008901e-11,1.1472244261555279e-08,0.0,2.394263965120287e-07,10.787354875577943,11.931698945134496,10.560043629745092,0.00019944225799703094,0.2610502009401674
12,13,1.1072980014263403e-06,1.094689614232598e-06,1.0787428110796244e-06,0.0,9.087604042802206e-11,1.2608387193742283e-08,0.0,2.394318672939728e-07,10.787428110796245,11.938339987615482,10.560187853576167,0.00019940807558136334,0.2610429453597792
13,1,1.346820744760741e-06,1.094689614232598e-06,1.0787428110796244e-06,0.0,9.087604042802206e-11,1.2608387193742283e-08,0.0,2.394318672939728e-07,10.787428110796245,11.938339987615482,10.560187853576167,0.00019940807558136334,0.2610429453597792
14,2,1.0974703948533797,0.16238634200606292,2.4323756898859846e-06,0.0015028430533663196,0.008349350958263129,0.916375951965434,0.008852037561690881,3.869308562518307e-06,24.32375689885985,85.45205946234258,25.16300495296187,0.06698865259912805,0.035555456935809804
15,3,1.3471771843422513e-06,1.095939026688457e-06,1.078737744343641e-06,0.0,1.0159526320520461e-12,1.1816636045060901e-08,0.0,2.394205056561014e-07,10.78737744343641,11.927238348104911,10.555272805729187,0.00019862384228096195,0.26104549021850365
16,4,1.346691995786903e-06,1.0948837377858307e-06,1.0787410879333731e-06,0.0,4.401290443182134e-11,1.2336239796873705e-08,0.0,2.3942800529976664e-07,10.787410879333732,11.934564884893033,10.558515621864542,0.00019911174981693852,0.26104381054754044
17,5,1.3466039223357632e-06,1.0950795890276693e-06,1.0787394739897066e-06,0.0,1.496450201456432e-11,1.208403239314262e-08,0.0,2.3942533641293686e-07,10.787394739897067,11.930963109506582,10.557184097376798,0.0001990243875751208,0.261044312193874
