
fun_coils_simple#1 - J=2.7e-02, Jf=2.7e-02, ⟨B·n⟩=5.9e-02, C-C-Sep=0.18 Jf=2.7e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
fun_coils#33 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 8.9]
fun_coils#34 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 8.9]
fun_coils#35 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.6], mean squared curvature=[0.9, 8.8]
fun_coils#36 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 8.8]
fun_coils#37 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-09, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 8.8]
fun_coils#38 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.8]
fun_coils#39 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.6e-08, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 8.7]
fun_coils#40 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-10, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.8]
fun_coils#41 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-08, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=5.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 8.6]
fun_coils#42 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=3.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.7]
fun_coils#43 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-10, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.7]
fun_coils#44 - J=6.2e-06, Jf=5.8e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.8e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=8.2e-11, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.7]
fun_coils#45 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=4.3e-10, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.6]
fun_coils#46 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-10, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.6]
fun_coils#47 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-10, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.6]
fun_coils#48 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.3e-11, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.5]
fun_coils#49 - J=6.2e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.5]
fun_coils#50 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.4]
fun_coils#51 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.3]
fun_coils#52 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.9e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 8.2]
fun_coils#53 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=8.4e-09 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 8.1]
fun_coils#54 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 8.1]
fun_coils#55 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.1]
fun_coils#56 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.0e-13, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.1]
fun_coils#57 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-09, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 8.1]
fun_coils#58 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=5.1e-10, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.1]
fun_coils#59 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.9e-10, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.1]
fun_coils#60 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-10, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
fun_coils#61 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=8.6e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
fun_coils#62 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#63 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#64 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 7.8]
fun_coils#65 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 7.8]
fun_coils#66 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 7.8]
fun_coils#67 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 7.9]
fun_coils#68 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 7.9]
fun_coils#69 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 7.9]
fun_coils#70 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 7.9]
fun_coils#71 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 7.9]
fun_coils#72 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=2.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.6], mean squared curvature=[0.9, 7.9]
fun_coils#73 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.6], mean squared curvature=[0.9, 7.9]
fun_coils#74 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 7.9]
fun_coils#75 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#76 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-08, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 7.9]
fun_coils#77 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=5.1e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#78 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.7e-07, J_LENGTH_PENALTY=1.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 8.0]
fun_coils#79 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.6e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#80 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#81 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=8.1e-13, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 7.9]
fun_coils#82 - J=6.1e-06, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.24 Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
Aspect ratio at max_mode 2: 3.512047867562035
Mean iota at 2: -0.3297962897494857
Quasisymmetry objective at max_mode 2: 0.01205876355134059
Squared flux at max_mode 2: 5.689127269294309e-06

fun#1 - J=1.8e-02, Jf=5.7e-06, ⟨B·n⟩=4.3e-04, , C-C-Sep=0.24
Jf=5.7e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
 surface dofs=0.03357841625405446, -0.00010866857472895664, 0.0, 0.0, 0.001824439101337094, 0.01742078587925665, 0.06734946415335669, -0.049664595369948696, -0.0012485235381204873, 0.0, 0.0, 0.0006133454145089986, 0.0035918399124180425, 0.011687370303431211, 0.0035295388015206416, 0.002282190800777069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025488838399022922, -0.00020522430557968636, 0.0, 0.0, -0.0018726409671422598, -0.020358390749919953, -0.11354684538795964, -0.03173827243867061, -0.0030330185491494743, 0.0, 0.0, -0.0004052835875224678, -0.002780532299948609, -0.012743007821217525, -0.0016917576095596425, 0.0032338870732619347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
 Quasisymmetry objective=0.01205876355134059
 aspect=3.512047867562035
 mean iota=-0.3297962897494857

fun#2 - J=8.5e+02, Jf=1.6e+01, ⟨B·n⟩=7.5e-02, , C-C-Sep=0.24
Jf=1.6e+01, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-07, J_MSC=0.0e+00, J_ALS=3.7e-07, J_LENGTH_PENALTY=7.2e-09
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.6], mean squared curvature=[0.9, 8.0]
 surface dofs=0.03633193666052431, -0.02955120543418905, 0.13486040091240784, 0.1539396716823818, 0.014964774885929429, 0.010252764189390353, 0.07276022895050793, -0.04305328948061794, -0.0025164518277064367, -0.03345547014046436, 0.5925604131185351, -0.026959995126776607, 0.033040008455788104, 0.002428467690532064, 0.017191438199277955, 0.012760868583468652, 0.005935059859147886, 0.14961505252736854, 0.03338135091242631, -0.014285271555767049, -0.02823866009897198, -0.06209731366714133, -0.07967658632279823, -0.21152971217866112, 0.02824027549658351, -0.0037562498738196396, -0.5847216846401952, -0.03745369099323649, -0.017927758967213134, -0.019936562773616696, -0.11300619405870285, -0.030263072660723696, 0.0053077247039785905, -0.2906991384402627, -0.16663689917275012, -0.006292086200635865, 0.0019801953429507465, -0.01433028767927454, -0.0021606775841003785, 0.01559513144549312, 0.09642264749246228, -0.08678043739303319, 0.045732856766256484, 0.03760702906057308, -0.03156570996088778, -0.0767675931767739, -0.01593328453754588, 0.24429641572912456

fun#3 - J=1.8e+00, Jf=1.0e-03, ⟨B·n⟩=6.0e-03, , C-C-Sep=0.24
Jf=1.0e-03, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
 surface dofs=0.03358756802184962, -0.00020652557989410487, 0.00044823022593649747, 0.0005116432499974561, 0.001868113120083596, 0.017396961806661365, 0.06736744770012881, -0.049642621631827935, -0.0012527377016545369, -0.0001111946341432862, 0.001969469807713648, 0.0005217009838456805, 0.0036897156353901546, 0.011656596851906332, 0.0035749463207950046, 0.0023170183712000743, 1.9726125709357397e-05, 0.0004972696829026948, 0.00011094828697165564, -4.7479396870282986e-05, -9.385572718656823e-05, -0.00020639040627760328, -0.0002648179454287154, -0.0007030530091906333, 0.025497983242605958, -0.0002170267100067077, -0.0019434165332674063, -0.00012448336400065963, -0.001926002733234613, -0.020356988736817176, -0.11354504844633834, -0.03173336937501889, -0.0030052967478828734, -0.0009661853266123269, -0.0005538445270830211, -0.0004248493225155974, -0.0027647092561747374, -0.01274828340103627, -0.0016933161404902382, 0.0032749716564333888, 0.00032047617223837876, -0.000288428736651995, 0.00015200050261139796, 0.000124993007721885, -0.00010491371234172959, -0.0002551494389859895, -5.295683299068119e-05, 0.0008119584168288453
 Quasisymmetry objective=0.7784862534063074
 aspect=3.510743865328412
 mean iota=-0.33077725347674375

fun#4 - J=1.8e-02, Jf=5.3e-06, ⟨B·n⟩=4.1e-04, , C-C-Sep=0.24
Jf=5.3e-06, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.2e-11, J_MSC=0.0e+00, J_ALS=3.8e-07, J_LENGTH_PENALTY=1.9e-08
 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 8.0]
 surface dofs=0.03357855666896951, -0.00011016998772093755, 6.877164118029564e-06, 7.850105585278035e-06, 0.0018251091886655113, 0.017420420348224344, 0.06734974007362136, -0.049664258228465145, -0.0012485881957284906, -1.7060512740967438e-06, 3.021743360758934e-05, 0.000611939320600766, 0.0035933416125959895, 0.011686898148577814, 0.0035302354858229774, 0.002282725157685131, 3.026565279766578e-07, 7.629572979147662e-06, 1.7022715871606918e-06, -7.284729712722569e-07, -1.4400216717434935e-06, -3.166633159092145e-06, -4.063082689944896e-06, -1.0786891753622005e-05, 0.025488978707700283, -0.00020540538902193392, -2.981770009161656e-05, -1.909939300519719e-06, -0.0018734596928814227, -0.020358369238933756, -0.1135468178176136, -0.031738197211317654, -0.003032593215546504, -1.4824111974292286e-05, -8.497596744316891e-06, -0.0004055837831872213, -0.0027802895281260434, -0.012743088764059243, -0.0016917815219876149, 0.0032345174310665662, 4.91704286072284e-06, -4.425341361500951e-06, 2.332132779081394e-06, 1.917758727478861e-06, -1.6096835426445273e-06, -3.914739490991883e-06, -8.125128797083701e-07, 1.245781959010174e-05
 Quasisymmetry objective=0.012026697327771618
 aspect=3.5120361679082874
 mean iota=-0.3298294227249517

fun#5 - J=1.8e-02, Jf=5.1e-06, ⟨B·n⟩=3.9e-04, , C-C-Sep=0.24
