
fun_coils_simple#1 - J=2.7e-02, Jf=2.7e-02, ⟨B·n⟩=5.9e-02, C-C-Sep=0.18 Jf=2.7e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
fun_coils#166 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.6e-08, J_MSC=0.0e+00, J_ALS=7.7e-08, J_LENGTH_PENALTY=4.0e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 10.8]
fun_coils#167 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.4e-08, J_MSC=0.0e+00, J_ALS=7.9e-08, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 11.0]
fun_coils#168 - J=1.8e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-10, J_MSC=1.3e-05, J_ALS=8.3e-08, J_LENGTH_PENALTY=3.3e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 11.5]
fun_coils#169 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=2.4e-08, J_MSC=2.5e-09, J_ALS=7.9e-08, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.2], mean squared curvature=[0.9, 11.0]
fun_coils#170 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-07, J_ALS=8.2e-08, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 11.0]
fun_coils#171 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.8e-09, J_ALS=8.0e-08, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 11.0]
fun_coils#172 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-09, J_ALS=8.0e-08, J_LENGTH_PENALTY=8.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 11.0]
fun_coils#173 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.2e-10, J_ALS=8.0e-08, J_LENGTH_PENALTY=9.6e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 11.0]
fun_coils#174 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.3e-09, J_ALS=8.1e-08, J_LENGTH_PENALTY=8.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 11.0]
fun_coils#175 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=8.1e-08, J_LENGTH_PENALTY=5.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.7], mean squared curvature=[0.9, 11.0]
fun_coils#176 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.8e-08, J_ALS=8.3e-08, J_LENGTH_PENALTY=6.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.4], mean squared curvature=[0.9, 11.0]
fun_coils#177 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.24 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.3e-08, J_ALS=8.4e-08, J_LENGTH_PENALTY=4.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.1], mean squared curvature=[0.9, 11.0]
fun_coils#178 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-07, J_ALS=8.9e-08, J_LENGTH_PENALTY=6.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.4], mean squared curvature=[0.9, 11.1]
fun_coils#179 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-07, J_ALS=9.4e-08, J_LENGTH_PENALTY=2.1e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.8], mean squared curvature=[0.9, 11.0]
fun_coils#180 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.7e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=9.4e-08, J_LENGTH_PENALTY=1.4e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.8], mean squared curvature=[0.9, 11.0]
fun_coils#181 - J=1.7e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.9e-06, J_ALS=1.0e-07, J_LENGTH_PENALTY=4.9e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.4]
fun_coils#182 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.8e-08, J_ALS=9.6e-08, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.7], mean squared curvature=[0.9, 11.0]
fun_coils#183 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.5e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=2.2e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.0], mean squared curvature=[0.9, 11.1]
fun_coils#184 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-07, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.6e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.6], mean squared curvature=[0.9, 11.0]
fun_coils#185 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.0e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.6], mean squared curvature=[0.9, 11.0]
fun_coils#186 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.3e-07, J_ALS=1.1e-07, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.2], mean squared curvature=[0.9, 11.1]
fun_coils#187 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.8e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 8.8], mean squared curvature=[0.9, 11.0]
fun_coils#188 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.1], mean squared curvature=[0.9, 11.0]
fun_coils#189 - J=1.8e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=8.1e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.4], mean squared curvature=[0.9, 11.6]
fun_coils#190 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-07, J_ALS=1.1e-07, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.4], mean squared curvature=[0.9, 11.0]
fun_coils#191 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=9.3e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=8.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.4], mean squared curvature=[0.9, 11.0]
fun_coils#192 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=1.1e-07, J_LENGTH_PENALTY=6.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.8], mean squared curvature=[0.9, 11.0]
fun_coils#193 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.3e-08, J_ALS=1.1e-07, J_LENGTH_PENALTY=5.6e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.8], mean squared curvature=[0.9, 11.0]
fun_coils#194 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=2.8e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.6], mean squared curvature=[0.9, 11.0]
fun_coils#195 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.4e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=4.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.8], mean squared curvature=[0.9, 11.0]
fun_coils#196 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.4e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=6.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.8], mean squared curvature=[0.9, 11.0]
fun_coils#197 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.8e-08, J_ALS=1.1e-07, J_LENGTH_PENALTY=8.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.9], mean squared curvature=[0.9, 11.0]
fun_coils#198 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=6.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.0]
fun_coils#199 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-09, J_ALS=1.1e-07, J_LENGTH_PENALTY=5.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.0]
fun_coils#200 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=1.1e-07, J_LENGTH_PENALTY=5.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.1]
fun_coils#201 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=1.1e-07, J_LENGTH_PENALTY=5.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.0]
fun_coils#202 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-07, J_ALS=1.1e-07, J_LENGTH_PENALTY=5.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.8], mean squared curvature=[0.9, 11.1]
fun_coils#203 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=3.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.6], mean squared curvature=[0.9, 11.0]
fun_coils#204 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-07, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.4], mean squared curvature=[0.9, 11.0]
fun_coils#205 - J=1.8e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-05, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.1e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.6]
fun_coils#206 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.2e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=7.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.3], mean squared curvature=[0.9, 11.0]
fun_coils#207 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.6], mean squared curvature=[0.9, 11.1]
fun_coils#208 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.5e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 9.7], mean squared curvature=[0.9, 11.0]
fun_coils#209 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.9e-10, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.0e-07 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.0], mean squared curvature=[0.9, 11.0]
fun_coils#210 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.8e-07, J_MSC=3.5e-06, J_ALS=1.2e-07, J_LENGTH_PENALTY=9.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.4], mean squared curvature=[0.9, 11.3]
fun_coils#211 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.6e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=9.4e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.3], mean squared curvature=[0.9, 11.0]
fun_coils#212 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.1e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.6], mean squared curvature=[0.9, 11.0]
fun_coils#213 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.5e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.0]
fun_coils#214 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-08, J_MSC=4.3e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#215 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.2e-07, J_LENGTH_PENALTY=2.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 11.0]
fun_coils#216 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.5e-09, J_MSC=3.3e-10, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#217 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=3.1e-07, J_MSC=7.7e-07, J_ALS=1.2e-07, J_LENGTH_PENALTY=8.0e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.6], mean squared curvature=[0.9, 11.1]
fun_coils#218 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-08, J_MSC=1.3e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#219 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-09, J_MSC=2.1e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=7.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#220 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=9.6e-09, J_MSC=1.4e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=5.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#221 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=9.1e-09, J_MSC=3.1e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.1], mean squared curvature=[0.9, 11.0]
fun_coils#222 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=9.4e-10, J_MSC=1.4e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 11.0]
fun_coils#223 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.5e-07, J_ALS=1.2e-07, J_LENGTH_PENALTY=5.2e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 11.1]
fun_coils#224 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-10, J_MSC=2.1e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 11.0], mean squared curvature=[0.9, 11.0]
fun_coils#225 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.4e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.7e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.9], mean squared curvature=[0.9, 11.0]
fun_coils#226 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=5.9e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.0]
fun_coils#227 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.4e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=7.5e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.0]
fun_coils#228 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=7.3e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.0]
fun_coils#229 - J=1.6e-04, Jf=1.6e-04, ⟨B·n⟩=3.6e-03, C-C-Sep=0.23 Jf=1.6e-04, J_length=1.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=8.1e-08 Coil lengths=sum([6.8, 4.0])=10.8, curvature=[0.9, 10.8], mean squared curvature=[0.9, 11.0]
