
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.015939103994131388
fun_coils_simple#1 - J=1.9e-02, Jf=1.9e-02, ⟨B·n⟩=3.0e-02, C-C-Sep=0.14 Jf=1.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.5, 3.5, 3.5, 3.5])=14.0, curvature=[3.2, 3.5, 3.8, 3.9], mean squared curvature=[5.1, 5.1, 5.1, 5.1]
 Quasisymmetry objective=0.0035458757936224963
 aspect=6.002551714063376
 mean iota=0.4197838162653317

fun#286 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=3.2e-08, J_CURVATURE=0.0e+00, J_MSC=1.1e-08, J_ALS=1.0e-07, J_LENGTH_PENALTY=5.4e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.6, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03888093214187078, 0.002903281146142894, -0.0004220135166630607, -0.0005387070520694695, -0.0007973927148427131, 0.014589968016108193, 0.18277052593715087, -0.07894170020963161, -5.18844406637049e-05, 0.0002655646445334243, -0.0006159308893495388, -0.002879614396785248, 0.0018064503081235144, 0.01874350159100252, 0.03588842623533325, 0.0008386854632094657, 9.88017560386496e-06, -0.00019181835668311302, -0.0008074125490745823, -0.00010483675876954044, 0.0032699573733051004, -0.005212974984275197, 0.0013971692076217806, 0.00018887729421982984, -0.03852678095015462, 0.0018859504089739439, 0.0007851450012653278, -0.0007540674953927919, -0.002878922857442111, 0.010189141596947482, 0.18796159851432623, 0.054741170173981626, 0.004393600944133798, 0.00035037677783956517, -0.0007162858828958875, -0.002705037837253344, 0.002194514005194751, 0.018197348298587362, -0.020758993607798985, 0.0006191013375603692, 8.70756042296153e-06, -0.00022795953051219292, -0.0005318458572056996, 0.0008119213972675785, 0.001988976993224827, 0.0005567569421637872, 0.0014704099007268048, -0.00038958848734370094
 Quasisymmetry objective=0.0035397891782685863
 aspect=6.00242338404122
 mean iota=0.41977975130740536

fun#287 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=9.5e-09, J_ALS=9.9e-08, J_LENGTH_PENALTY=3.8e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.6, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03886658054930837, 0.0029130673373188825, -0.0004230948015580191, -0.0005356972380195465, -0.0007965754396248126, 0.014594866911474429, 0.18277936666658093, -0.07893494103608346, -5.6708861317497766e-05, 0.00026230225798787483, -0.0006139285563893129, -0.002873520436077342, 0.0018076912559164997, 0.018740520754433252, 0.03585829271487205, 0.0008381319935084231, 1.532086657366677e-05, -0.00019347005580776884, -0.0008076409806886561, -0.00010187751275069634, 0.0032770602272999684, -0.0052152773187948325, 0.001392245918293067, 0.00018229149591880372, -0.03855879823615178, 0.0018781595692564145, 0.0007819903420052994, -0.0007494536152181664, -0.002873321314387011, 0.01018510860475043, 0.18794753747163617, 0.05473844994700532, 0.0043974003262344605, 0.0003490254091047346, -0.0007157641206792277, -0.002704050551827061, 0.0022097355994866916, 0.018199484285537366, -0.020756972075749645, 0.000604722218637192, 8.820708156528033e-07, -0.00022909166473621383, -0.000532328728470442, 0.0008148966103460359, 0.001982179218905478, 0.0005501192858466716, 0.0014696723939828808, -0.0003887559850324532
 Quasisymmetry objective=0.0035190087043699995
 aspect=6.0023168131352715
 mean iota=0.41973576991476413

fun#288 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.2e-08, J_ALS=9.8e-08, J_LENGTH_PENALTY=4.0e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.6, 4.2, 4.2, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038866754891121645, 0.0029162942775291735, -0.0004242839465059044, -0.0005363525205661405, -0.0007986033134415791, 0.014604584579467178, 0.18282763896278445, -0.07894926726543958, -5.8902247066160336e-05, 0.00025819428352755, -0.000612251024656, -0.002866799251403167, 0.0018134686782328505, 0.01873091956390727, 0.0358078607750213, 0.000844353662462448, 1.773750523236846e-05, -0.00019279110096983662, -0.0008034596518874658, -9.789723191849187e-05, 0.0032717541804546343, -0.005217021205322304, 0.0013938838294877182, 0.00017944883742572514, -0.0386559571229469, 0.00188237647532695, 0.0007825358908626175, -0.0007417296290745723, -0.002853625386234709, 0.010179798929029418, 0.18791846515476884, 0.054740410056137744, 0.004398403624873998, 0.00035375149682617056, -0.0007119038750719324, -0.002702459154322196, 0.0021927500417406385, 0.018198505024480744, -0.02075992458365735, 0.0006018533706569744, -3.189966591273841e-06, -0.00022814040603070469, -0.0005326137483290077, 0.0008177833838044118, 0.001973733009004197, 0.000540120293815193, 0.0014738361925079198, -0.0003909161573669905
 Quasisymmetry objective=0.0034886612717717896
 aspect=6.001892670858394
 mean iota=0.41971366741640354

fun#289 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.5e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=9.7e-08, J_LENGTH_PENALTY=5.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.2, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038877987906219304, 0.002935985532610769, -0.00043693994911923667, -0.00053576307122734, -0.0007952242739391513, 0.014638612654528175, 0.1828964125161884, -0.07896961956705437, -6.407292433454473e-05, 0.0002474323605173247, -0.0006104613604306569, -0.0028816754971400316, 0.0018119159761608322, 0.018712201798317358, 0.035754752095208335, 0.0008704401045494491, 2.5776349468610736e-05, -0.0001932756600795333, -0.0008047244991569336, -9.577914692497108e-05, 0.003268913505891949, -0.005222560895426155, 0.001395818394400552, 0.00017767767429334737, -0.038793074575414976, 0.0019111643052046555, 0.0007788141779872765, -0.0007397935196784259, -0.002864868126325417, 0.010153041053180522, 0.18787658452325556, 0.05475927475603823, 0.004402629051384625, 0.0003564030616211041, -0.0007107363039931625, -0.0027141469768966575, 0.0021934763896275388, 0.01818935161063738, -0.02074792168911541, 0.000603230260285512, -2.779287713680365e-06, -0.00022618689577519972, -0.0005330840039666791, 0.0008246382731392171, 0.0019596914996748357, 0.0005244762899081505, 0.0014738265995579774, -0.0003905505723774941
 Quasisymmetry objective=0.0034936366730969398
 aspect=6.0013598672388255
 mean iota=0.41980350659139093

fun#290 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-08, J_ALS=9.6e-08, J_LENGTH_PENALTY=5.6e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038919429219103324, 0.002945150516231915, -0.00043817175385078177, -0.0005352633884724273, -0.0007990766421762148, 0.014657138314531732, 0.18295720985139932, -0.07898600138384518, -6.706638308801836e-05, 0.00024153644861391255, -0.0006115755836602209, -0.0028834348342449308, 0.0018016402868638118, 0.018699307679749786, 0.03572007853013457, 0.00089039168141219, 2.5820679938139056e-05, -0.00019279181156293693, -0.0008041798891336218, -9.352521325699428e-05, 0.0032690927520298545, -0.005223572357280462, 0.0013918437736358624, 0.00017908755961972995, -0.03885350831823736, 0.0019126231036477519, 0.0007732693189012566, -0.0007404305565364895, -0.0028682863253455685, 0.010130055541428207, 0.18783647685527527, 0.054764772472922635, 0.004395684885368901, 0.0003594863543764234, -0.0007106275597585745, -0.002715802692800686, 0.0021895698344737676, 0.018191505542001486, -0.02074668127086515, 0.0005998608892883028, -4.5422519102639956e-06, -0.00022500202290807843, -0.0005313999723664821, 0.0008227893057309157, 0.0019566137625834203, 0.0005207620714066903, 0.001481021883898256, -0.000391244590170819
 Quasisymmetry objective=0.003506781562024827
 aspect=6.001007629799157
 mean iota=0.4198243371474774

fun#291 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.7e-08, J_ALS=9.6e-08, J_LENGTH_PENALTY=5.5e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03892015807281815, 0.0029474924385515977, -0.0004380024648450292, -0.0005346975960294284, -0.0008001818514180621, 0.014657566165864236, 0.1829655905859814, -0.07898712210390783, -6.557912200641647e-05, 0.00024045808414952744, -0.0006118942054916895, -0.0028825471478954264, 0.0018026030393544893, 0.018696349185977883, 0.03571220051818045, 0.000891057144118833, 2.5937484091379297e-05, -0.00019289593340875556, -0.0008039393058524053, -9.234267899454102e-05, 0.00326768650144965, -0.005223546003761092, 0.001391100842499694, 0.00017887803919081486, -0.03885877802606611, 0.0019123275075181587, 0.0007721041089927575, -0.0007392720019186599, -0.0028680054516867664, 0.010126273144315027, 0.18782767029028152, 0.05476665656213354, 0.004394796749310073, 0.00035967050758398795, -0.0007106418807057526, -0.0027157715089179296, 0.002188729551056004, 0.01819076196486908, -0.020746458899378813, 0.0005989725125747116, -4.973673638688324e-06, -0.00022507156800790972, -0.0005307999328946151, 0.0008239193776637406, 0.0019559651399187, 0.0005191854548659468, 0.0014807960771140416, -0.0003908080150047584
 Quasisymmetry objective=0.003506637078942441
 aspect=6.001018345723226
 mean iota=0.41982345792190656

fun#292 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=9.6e-08, J_LENGTH_PENALTY=5.3e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.2, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03892307348767746, 0.0029568601278303296, -0.0004373253088220191, -0.0005324344262574326, -0.0008046026883854515, 0.014659277571194253, 0.18299911352430984, -0.07899160498415848, -5.963007768000892e-05, 0.00023614462629198703, -0.0006131686928175637, -0.0028789964024974095, 0.0018064540493172002, 0.018684515210890266, 0.03568068847036398, 0.0008937189949454045, 2.640470070434025e-05, -0.00019331242079203014, -0.0008029769727275392, -8.761254194472796e-05, 0.0032620614991288334, -0.005223440589683613, 0.0013881291179550206, 0.00017803995747515456, -0.038879856857381094, 0.0019111451229997856, 0.0007674432693587615, -0.0007346377834473417, -0.0028668819570515586, 0.010111143555862304, 0.18779244403030657, 0.05477419291897716, 0.004391244205074759, 0.00036040712041424626, -0.0007106991644944652, -0.002715646773386903, 0.002185368417384951, 0.01818778765633946, -0.02074556941343347, 0.0005954190057203467, -6.69936055238564e-06, -0.0002253497484072349, -0.0005283997750071465, 0.0008284396653950398, 0.0019533706492598185, 0.0005128789887029731, 0.001479892849977185, -0.0003890617143405161
 Quasisymmetry objective=0.003507102265483284
 aspect=6.001061355049533
 mean iota=0.41981996741899513

fun#293 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.5e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-08, J_ALS=9.5e-08, J_LENGTH_PENALTY=4.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038946785276162896, 0.0029592459741687536, -0.00044303827387035644, -0.0005315291351887685, -0.0008078361503130629, 0.01466144395291063, 0.1830220196637879, -0.07899832096157178, -5.917563598464359e-05, 0.00023124797992202283, -0.0006123745982801571, -0.0028803609755130534, 0.0018082935561229308, 0.01867841610558063, 0.03565808269943436, 0.0009032318103517624, 2.533022495001625e-05, -0.00019310341067410675, -0.0008029463415253902, -8.27902749255397e-05, 0.00325968606799711, -0.0052239715411206145, 0.0013877305264834792, 0.00018241628524561266, -0.03890495456085818, 0.001917693967491611, 0.0007674408044030503, -0.0007324013803456833, -0.002868065505987909, 0.010091672566992617, 0.1877636349923856, 0.05478373851121688, 0.0043862493176110426, 0.0003628096912489255, -0.0007086714377046361, -0.002716554257204391, 0.0021808497864563236, 0.018178154156376674, -0.02074492874117489, 0.0005953977619523619, -1.9064742504312497e-06, -0.0002250845922367353, -0.0005290894323981175, 0.0008312819858414652, 0.0019459602597951564, 0.0005127972357859604, 0.0014786839650650172, -0.00038670566385323973
 Quasisymmetry objective=0.00351369035918554
 aspect=6.001265846691326
 mean iota=0.4198258880343373

fun#294 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=9.5e-08, J_LENGTH_PENALTY=3.9e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03895775154398265, 0.0029587923779681355, -0.0004439773105871038, -0.0005314878593614082, -0.0008053436896958842, 0.014665357841509172, 0.18302762515753704, -0.07900445856971917, -6.1014416443338576e-05, 0.00023134335578672943, -0.0006130932954803439, -0.002878498045789124, 0.0018124410265320165, 0.018678532297638318, 0.035646120889790654, 0.0009069140479539601, 2.26444023896369e-05, -0.00019315097865739027, -0.0008031200959388602, -8.32560057787945e-05, 0.0032604521349876097, -0.0052240804841676225, 0.0013874802803567983, 0.000184740103389017, -0.03889428849517669, 0.001913536981311998, 0.0007698279695809954, -0.000732435227507871, -0.0028660722182056475, 0.010088063872945726, 0.18776074892492667, 0.0547873088802314, 0.004375900760370602, 0.0003627505650831575, -0.000708792103139767, -0.0027155655229612074, 0.0021807622606584967, 0.018176642428209606, -0.020746680999798737, 0.0005973603957931758, 9.726769197445524e-07, -0.00022515186290991273, -0.0005283799632154261, 0.0008305401533933126, 0.00194265042632479, 0.0005118063731802806, 0.0014794596956841004, -0.0003874982461553559
 Quasisymmetry objective=0.003513730123451161
 aspect=6.001261003916573
 mean iota=0.4198267134510704

fun#295 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=9.4e-08, J_LENGTH_PENALTY=3.4e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03894930086166918, 0.0029521457821552483, -0.00044183455305046556, -0.0005312935005673895, -0.0008023755062308153, 0.014671142009543442, 0.18303797722329226, -0.07901147275014805, -6.211559768620767e-05, 0.0002304880093642142, -0.0006151268625265178, -0.0028747228454013675, 0.0018146019738316803, 0.018678316113774768, 0.0356308263132518, 0.0009118665506027804, 1.8424661092612228e-05, -0.00019333091089894343, -0.0008033738458222504, -8.320841256687726e-05, 0.003259400034442417, -0.005223446120468268, 0.0013867999649867409, 0.00018743397441544087, -0.0388869558346131, 0.0019093942124328589, 0.0007704142117861154, -0.0007318225436751348, -0.002867193631286624, 0.010077952558730657, 0.18775359610442435, 0.05479245521629744, 0.00436317280467764, 0.0003622979132533291, -0.0007097787984361167, -0.0027149497106708984, 0.00218232009330135, 0.018176821785594852, -0.02074696856655315, 0.0005989707762807512, 3.754659589763602e-06, -0.00022538349822471345, -0.0005269544858621848, 0.0008306328640883794, 0.001939290422204605, 0.0005077418028416655, 0.001479997133802793, -0.00038865948009420264
 Quasisymmetry objective=0.0035204061484033077
 aspect=6.00123969892678
 mean iota=0.4198357672374108

fun#296 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=9.4e-08, J_LENGTH_PENALTY=3.4e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03895671830385087, 0.0029510700231423844, -0.00043963585224596387, -0.0005307401244920492, -0.0008027012264161237, 0.01467364478377009, 0.18304649939639653, -0.07901697464020095, -6.215947260789807e-05, 0.0002295133651748914, -0.0006165613794925151, -0.0028728176735910217, 0.0018156401840263832, 0.018677735410139614, 0.03562280679074479, 0.0009147029101863027, 1.622595821252251e-05, -0.00019340339009820185, -0.0008031098193385382, -8.306913940259677e-05, 0.0032582752027930408, -0.005222862089659795, 0.0013864006907062102, 0.00018842370178906307, -0.03888090190201369, 0.0019073794382605351, 0.0007704564990716312, -0.000731535266136939, -0.002868784560862828, 0.010074137117852695, 0.18774871387100103, 0.05479438345924424, 0.004358139977359607, 0.00036155506825005394, -0.0007104765062651468, -0.002714619153839077, 0.0021853793485189644, 0.018176883930009123, -0.020747521218978656, 0.0005998451801333714, 4.0214124009644176e-06, -0.00022546100753573626, -0.0005258053268156534, 0.0008309464751081266, 0.0019368136450659788, 0.000506676494117476, 0.001480550310286992, -0.00038938797173846437
 Quasisymmetry objective=0.003525619394927363
 aspect=6.001201525207467
 mean iota=0.4198370887675688

fun#297 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.4e-08, J_ALS=9.4e-08, J_LENGTH_PENALTY=3.4e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038957743996484766, 0.002949900808966858, -0.00043955881904425857, -0.0005305324179626091, -0.0008023020343905259, 0.014674928231520723, 0.1830477929126072, -0.07901849804790999, -6.257470670895721e-05, 0.00022919854365011853, -0.0006166483336650351, -0.0028724225420083687, 0.0018158201527594658, 0.01867735868307252, 0.035621274943278436, 0.0009157675863101898, 1.5601562846854873e-05, -0.00019341476835226619, -0.0008029940795171063, -8.30687979970236e-05, 0.0032582032668966414, -0.005222782417566065, 0.0013865318202328299, 0.00018879895736536236, -0.03888066266979045, 0.0019074090327819324, 0.0007703309906263875, -0.0007314036876518386, -0.002869135399759405, 0.010074059679031116, 0.18774861720083474, 0.05479479019109706, 0.004357071971410699, 0.00036120584736891096, -0.0007104629448451258, -0.002714285603239177, 0.00218565474221959, 0.01817601968585282, -0.02074790170472276, 0.0006002141705025076, 4.226864320870847e-06, -0.0002254487103735391, -0.0005256515584443171, 0.0008306507722260829, 0.0019357656713021795, 0.0005070888670342736, 0.00148061253819367, -0.00038946392195553486
 Quasisymmetry objective=0.0035267143621677387
 aspect=6.001191313980396
 mean iota=0.41983506574078877

fun#298 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=9.4e-08, J_LENGTH_PENALTY=3.3e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03896184676702034, 0.002945223952264753, -0.00043925068623743745, -0.0005297015918448488, -0.000800705266288135, 0.014680062022523256, 0.18305296697744988, -0.07902459167874613, -6.423564311319373e-05, 0.00022793925755102714, -0.0006169961503551149, -0.002870842015677756, 0.0018165400276917956, 0.018675851774804138, 0.035615147553413024, 0.0009200262908057382, 1.3103981384184334e-05, -0.00019346028136852357, -0.0008025311202313791, -8.306743237473093e-05, 0.0032579155233110444, -0.005222463729191143, 0.0013870563383393082, 0.00019029997967055952, -0.03887970574089749, 0.0019075274108675217, 0.0007698289568454128, -0.0007308773737114368, -0.002870538755345712, 0.0100737499237448, 0.18774823052016962, 0.054796417118508314, 0.004352799947615066, 0.00035980896384433896, -0.0007104086991650417, -0.002712951400839575, 0.0021867563170220932, 0.018172562709227614, -0.02074942364769916, 0.0006016901319790521, 5.048672000496563e-06, -0.0002253995217247504, -0.000525036484958972, 0.0008294679606979083, 0.0019315737762469827, 0.0005087383587014644, 0.0014808614498203825, -0.00038976772282381676
 Quasisymmetry objective=0.0035311350652791913
 aspect=6.001150464478446
 mean iota=0.419826973036197

fun#299 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.3e-08, J_ALS=9.4e-08, J_LENGTH_PENALTY=3.0e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.03896172457059335, 0.002941895991336296, -0.00043913220970875466, -0.0005289418818523764, -0.000799574484019423, 0.014683214146035416, 0.18305525957380278, -0.0790290878101106, -6.422918571610314e-05, 0.00022621964781854338, -0.0006174983886568906, -0.002870513594686168, 0.0018163231567365783, 0.01867438708620815, 0.03560913610111225, 0.0009229363669718159, 1.2589539565188093e-05, -0.00019367922314940403, -0.000802576408842845, -8.335661887018664e-05, 0.003256629986618874, -0.0052225791344234045, 0.0013872650527948724, 0.00019108251720198968, -0.03887812021546171, 0.0019081241294213879, 0.0007701596718328406, -0.0007307118816627633, -0.002872868754476968, 0.01007549631103671, 0.1877507129044192, 0.05480056074088511, 0.004353312956114768, 0.000358984585712157, -0.0007107936734970098, -0.0027123058798419475, 0.002187479868975037, 0.01817066619509376, -0.020750511620592507, 0.0006020804465467907, 5.625579428626578e-06, -0.00022535921468724724, -0.0005242410492748365, 0.0008286375299949253, 0.0019279651689495872, 0.0005093550751371976, 0.001480293409238995, -0.00038961591393604967
 Quasisymmetry objective=0.003533460107586635
 aspect=6.001110482340802
 mean iota=0.41982744036219494

fun#300 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.2e-08, J_ALS=9.3e-08, J_LENGTH_PENALTY=2.1e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.5, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038961235784885376, 0.002928584147622468, -0.00043865830359402343, -0.0005259030418824867, -0.0007950513549445754, 0.014695822640084058, 0.18306442995921435, -0.07904707233556847, -6.420335612774075e-05, 0.0002193412088886083, -0.0006195073418639931, -0.002869199910719815, 0.0018154556729157083, 0.0186685283318242, 0.03558509029190916, 0.0009345766716361264, 1.0531772289203126e-05, -0.0001945549902729259, -0.0008027575632887087, -8.451336485200947e-05, 0.0032514878398501924, -0.005223040755352448, 0.0013880999106171286, 0.0001942126673277103, -0.038871778113718614, 0.0019105110036368527, 0.0007714825317825522, -0.0007300499134680693, -0.002882188751001992, 0.010082481860204356, 0.18776064244141746, 0.05481713523039228, 0.004355364990113575, 0.0003556870731834293, -0.0007123335708248823, -0.0027097237958514375, 0.002190374076786812, 0.018163080138558337, -0.02075486351216589, 0.0006036417048177448, 7.933209141146638e-06, -0.0002251979865372345, -0.0005210593065382948, 0.0008253158071829933, 0.0019135307397600049, 0.0005118219408801306, 0.0014780212469134451, -0.00038900867838498137
 Quasisymmetry objective=0.0035433269228782233
 aspect=6.000950507690215
 mean iota=0.41982931893738523

fun#301 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=9.1e-09, J_ALS=9.3e-08, J_LENGTH_PENALTY=2.2e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.6, 4.1, 4.1, 3.7], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
 surface dofs=0.038942849377990314, 0.0029265668453125385, -0.0004364016535609005, -0.0005276364822162697, -0.0007944730696437769, 0.014701920307490079, 0.1830891790539327, -0.07905698655194109, -5.9290754412600054e-05, 0.00021228590805597036, -0.0006178503143042705, -0.0028633811835294272, 0.0018136713497646745, 0.018660410358180144, 0.035560895617591695, 0.0009345356485696107, 1.1623753993369432e-05, -0.00019325423080419652, -0.0008052141781303302, -8.066109778712526e-05, 0.003254128768512636, -0.005226251687393662, 0.0013865691489607986, 0.00019590285733418498, -0.03889647439112662, 0.0018989108871032842, 0.0007685651501931894, -0.0007269048114106415, -0.0028881187114193304, 0.010064593569998333, 0.1877636259433928, 0.054826360361334724, 0.004344502869267375, 0.0003565551682647863, -0.0007123743512580943, -0.002711837844155007, 0.0021919985812381255, 0.01815742492311239, -0.02075329155264451, 0.0006033264399754787, 9.582559289516807e-06, -0.00022427414974006464, -0.0005227266600421046, 0.0008213314276126595, 0.001906299530978362, 0.0005108170048568486, 0.001481701343328457, -0.000391064288167409
 Quasisymmetry objective=0.003560457087155168
 aspect=6.000480779105126
 mean iota=0.419838891988037

fun#302 - J=1.0e-02, Jf=1.2e-06, ⟨B·n⟩=2.4e-04, , C-C-Sep=0.10
Jf=1.2e-06, J_length=2.0e-06, J_CC=2.3e-08, J_CURVATURE=0.0e+00, J_MSC=1.2e-08, J_ALS=9.2e-08, J_LENGTH_PENALTY=3.7e-09
 Coil lengths=sum([5.0, 5.0, 5.0, 5.0])=20.0, curvature=[4.6, 4.1, 4.0, 3.8], mean squared curvature=[5.0, 5.0, 5.0, 5.0]
