index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,1.9870148882195454e-06,1.878797696981898e-06,1.3997720546409382e-06,0.0,3.418723194065835e-08,1.3188865408665905e-08,9.502832582898169e-08,5.580965557375263e-07,13.997720546409383,67.32697315305336,80.09018418010687,0.0003410744973908376,0.07226021856941765
1,2,7004.546601646777,0.25231336324961123,6.350304267460138e-06,4.283365954345926e-05,6.863960497973361,7.847034059759864,6996.447211390108,9.588628454629067e-05,63.50304267460139,9944.335529498861,14271.907393612011,0.19496836171891224,0.013426961011722246
2,3,3.4583273238673995e-06,1.878779050786137e-06,1.3997720159280825e-06,0.0,5.999879515549373e-06,1.3187080089960645e-08,1.5663611929913017e-06,5.580965263026921e-07,13.997720159280826,85.6683345016985,80.25039955494806,0.0003410705058510528,0.07225934133500103
3,4,1.9811093483943896e-06,1.8787931717187013e-06,1.399772044939113e-06,0.0,7.543373896747004e-08,1.3188431967992548e-08,8.912774470769574e-08,5.580965494368945e-07,13.99772044939113,68.58094855408764,80.07845584384816,0.0003410735289776331,0.07226000573703321
4,5,1.9799106091706815e-06,1.878791674320316e-06,1.3997720395660986e-06,0.0,8.06072924357256e-08,1.3187963702597247e-08,8.793097114776823e-08,5.580965342487339e-07,13.997720395660988,68.62949178844516,80.07813919527396,0.00034107320272285993,0.0722599973613968
5,6,1.975554642725271e-06,1.8787856860516488e-06,1.3997720180921704e-06,0.0,1.0562967148676347e-07,1.3186092643070702e-08,8.358286403055152e-08,5.580964734528813e-07,13.997720180921705,68.8720974526143,80.07759754821329,0.00034107189770666045,0.07225996385885124
6,7,1.9667342396198455e-06,1.8787218469471465e-06,1.3997717711554347e-06,0.0,4.826474455469558e-07,1.3165456233392319e-08,7.484693643930697e-08,5.580958637217229e-07,13.997717711554348,72.44091708321356,80.0823356627386,0.00034105893161139647,0.072259677213782
7,8,1.9637412135358727e-06,1.8787564932093065e-06,1.3997719051249206e-06,0.0,2.254326258871974e-07,1.3176648655023321e-08,7.180807167154292e-08,5.580961952063668e-07,13.997719051249206,70.09565186448506,80.07517985033633,0.000341065973901153,0.07225983290076797
8,9,1.9430428356731853e-06,1.8786619564859381e-06,1.3997715285226799e-06,0.0,3.9214428228287654e-07,1.3145395841617238e-08,5.1235483345629895e-08,5.580952750079313e-07,13.9977152852268,72.58367833038443,80.0662942936579,0.00034104703151101025,0.0722595472082285
9,10,1.9316814049041437e-06,1.8785929267450397e-06,1.3997712512189346e-06,0.0,2.195062670496473e-07,1.3122527844051303e-08,3.99659503150524e-08,5.580945885351381e-07,13.997712512189347,71.36835150603756,80.03937296546599,0.0003410330899823837,0.0722594212321525
10,11,1.928586048312847e-06,1.8785565952184988e-06,1.3997711046598386e-06,0.0,2.232737572593794e-07,1.3110562798855899e-08,3.691889029549189e-08,5.580942391109646e-07,13.997711046598386,71.63333374717243,80.0368863626982,0.0003410259052999679,0.07225932505067723
11,12,1.927751971075249e-06,1.878275361252126e-06,1.3997699433609591e-06,0.0,1.2555668468236702e-06,1.3019186352922394e-08,3.6457423470200317e-08,5.580916637053364e-07,13.997699433609592,81.72125329305844,80.05638954108268,0.00034097538175605866,0.07225893981814592
12,13,1.9188642759567987e-06,1.878479091823009e-06,1.3997707847451722e-06,0.0,2.6818146974073856e-07,1.308534693640523e-08,2.7299837197384777e-08,5.580935347446653e-07,13.997707847451723,69.5668629922561,80.03107781431792,0.00034101186326713107,0.0722592193496317
13,14,1.9109391855922234e-06,1.878286420491427e-06,1.399770032877234e-06,0.0,8.727781377357057e-07,1.3026265817451523e-08,1.9626499283344515e-08,5.580918738739582e-07,13.997700328772341,75.51793626558435,80.03695714555724,0.0003409790617375812,0.07225900843973951
14,15,1.9120801809468553e-06,1.8783961664451187e-06,1.3997704612881005e-06,0.0,4.3278246424484613e-07,1.3059908660565062e-08,2.062410584117175e-08,5.580928221755967e-07,13.997704612881005,70.31582400212665,80.03031484959304,0.00034099758114683465,0.07225912875833101
15,16,1.9965605862363244e-06,1.8781034764742861e-06,1.3997694696740286e-06,0.0,1.9390536476020565e-06,1.298738108992742e-08,1.054697286721109e-07,5.580906178190323e-07,13.997694696740286,81.09804097034439,80.06992169284648,0.00034095258580771093,0.07225879497928508
16,17,1.9094158092154055e-06,1.878344584019533e-06,1.399770286558147e-06,0.0,5.692232200363465e-07,1.3047108116450094e-08,1.802411707942232e-08,5.580924358580813e-07,13.99770286558147,72.12248214626524,80.0333253425329,0.00034098964423093345,0.07225907012573438
17,18,2.051074670152081e-06,1.877884352746939e-06,1.3997689708941138e-06,0.0,3.0657114609672144e-06,1.2946125323583845e-08,1.6024419208155815e-07,5.580897091421366e-07,13.997689708941138,85.84446712094493,80.05273176178571,0.0003409244894511616,0.0722591421845321
18,19,1.9079461568643634e-06,1.8782953260014165e-06,1.3997701459173142e-06,0.0,6.952749323830218e-07,1.3036291323955821e-08,1.661453953899123e-08,5.580921458862998e-07,13.997701459173143,73.43833412101705,80.0332194371182,0.0003409826514336188,0.07225907780534008
19,20,1.9023097350828136e-06,1.87810683681379e-06,1.399769665713196e-06,0.0,5.019122613046023e-07,1.2999485264835742e-08,1.1203413004187912e-08,5.580912245777834e-07,13.99769665713196,71.64510972271813,80.00878136481533,0.0003409580844358048,0.07225925079025304
20,21,1.8996312439790211e-06,1.8779182107958743e-06,1.3997691562430183e-06,0.0,4.5998710827694004e-07,1.296096367814936e-08,8.7520695049976e-09,5.580901934819428e-07,13.997691562430184,70.98061015807329,79.9962611094403,0.00034093246692693685,0.07225932671155032
21,22,1.9014031628512905e-06,1.8773738360649047e-06,1.3997682912534638e-06,0.0,6.44441462084448e-07,1.289456573674143e-08,1.1134761049644459e-08,5.580886851318534e-07,13.99768291253464,73.7569161950419,79.99093109619915,0.0003408666201141783,0.0722598003617384
22,23,1.8977541293093729e-06,1.8776745007891462e-06,1.3997687693642869e-06,0.0,5.205545064502883e-07,1.2931242176474417e-08,7.148386343752226e-09,5.580895198788371e-07,13.99768769364287,72.210416793905,79.99184757326432,0.0003409030406763344,0.07225953837935783
23,24,1.8958006389874688e-06,1.877322637761123e-06,1.3997682086716309e-06,0.0,4.742729666094229e-07,1.2887757356996546e-08,5.590243869349418e-09,5.58088562588698e-07,13.99768208671631,71.88259978488414,79.97975361961844,0.0003408607778824551,0.07225989436399242
24,25,1.891585337028919e-06,1.8766711992609702e-06,1.399767194222954e-06,0.0,3.1753332647483927e-07,1.2808729805105283e-08,2.1054079628434463e-09,5.580868651212461e-07,13.997671942229541,71.96981365871841,79.95634904139001,0.00034078282210305304,0.07226060682990186
25,26,1.890003551767165e-06,1.8763021600320665e-06,1.3997666098419883e-06,0.0,3.0202391994542226e-07,1.2763435645423017e-08,9.379560896753871e-10,5.580858696660316e-07,13.997666098419883,72.27816497838793,79.94665012700318,0.00034073834589037194,0.07226098786791824
26,27,1.8891399824920165e-06,1.8756757342202878e-06,1.399765622635669e-06,0.0,4.119817005559389e-07,1.2687245803270515e-08,7.770024684581363e-10,5.58084182419687e-07,13.997656226356689,73.07832926215059,79.9407011032074,0.0003406628628603647,0.0722616348164282
27,28,1.8877092834071207e-06,1.875091203485547e-06,1.39976472453652e-06,0.0,3.4208559851358554e-07,1.2618079921573737e-08,0.0,5.580826597534508e-07,13.9976472453652,72.7203566771729,79.93398187245587,0.00034059233988557527,0.07226222572500363
28,29,1.887241327542127e-06,1.8746626257842924e-06,1.3997640545317897e-06,0.0,4.186370108267281e-07,1.2566707659347523e-08,1.1994098486899819e-11,5.580815085781432e-07,13.997640545317898,74.99054912833186,79.94017665567941,0.0003405413308750131,0.0722626672688166
29,30,1.8925003348345196e-06,1.8737022709642421e-06,1.3997625495286806e-06,0.0,9.26703121184931e-07,1.2451868778222684e-08,6.346195092054723e-09,5.58078902214019e-07,13.997625495286806,81.62636415227006,79.97172108806214,0.0003404262478007976,0.07226365639430013
30,31,1.8871832627208267e-06,1.8745491852555797e-06,1.3997638772583743e-06,0.0,4.426162764475222e-07,1.2553143522114393e-08,8.093394313258725e-11,5.580812030467797e-07,13.997638772583745,75.60601373523401,79.94246373321833,0.0003405278102611008,0.07226278347493029
31,1,2.8878807422151287e-06,1.8745491852555797e-06,1.3997638772583743e-06,0.0,4.426162764475222e-07,1.2553143522114393e-08,8.093394313258725e-11,5.580812030467797e-07,13.997638772583745,75.60601373523401,79.94246373321833,0.0003405278102611008,0.07226278347493029
32,2,34.351472676706265,0.8818062259035414,6.11832949671139e-06,6.249880682407737e-05,0.3619266067217172,7.575164290163458,25.532420814394584,9.224071613833219e-05,61.1832949671139,612.3130454536516,805.7297950269437,0.4824185738115111,0.014709812277392747
33,3,77.17403103216033,5.6186714169160235e-06,1.4325061665037406e-06,3.719392333657106e-10,0.18356102057188095,0.00040339826619788087,76.99006047304752,5.212313744152271e-07,14.325061665037406,1471.73430759074,1540.4726508291947,0.0005831667249437861,0.05718270209207242
34,4,0.00013057421217512496,1.8745380269015333e-06,1.3997638576887727e-06,0.0,7.536554580995301e-05,1.25533544286385e-08,5.27634937393355e-05,5.580812445062789e-07,13.997638576887727,131.47556581969633,80.96031763762116,0.00034052545256342483,0.07226161955971802
35,5,2.6432515364896093e-06,1.8745476211116166e-06,1.3997638734745026e-06,0.0,1.9806953129957763e-07,1.255317239133742e-08,0.0,5.580812116870779e-07,13.997638734745028,71.31026691622351,79.92812312070971,0.0003405274801175403,0.07226262044571587
36,6,2.577647865112884e-06,1.8745476363329136e-06,1.399763874356905e-06,0.0,1.3246581959473052e-07,1.2553201559144843e-08,0.0,5.580812076260953e-07,13.99763874356905,71.17305676017982,79.9294073156183,0.000340527486330604,0.07226262034104748
37,7,2.4920083483446008e-06,1.8745475428764621e-06,1.3997638803474313e-06,0.0,4.6826293407716526e-08,1.2553328055951696e-08,0.0,5.580811840044701e-07,13.997638803474313,70.24343573502182,79.92799714890856,0.00034052748983645127,0.07226262739714259
38,8,2.4577707479769838e-06,1.8745465797302708e-06,1.3997638827942708e-06,0.0,1.2589630877855269e-08,1.25533618788874e-08,0.0,5.580811754899702e-07,13.997638827942708,68.28471839921174,79.91776716258948,0.00034052727916596956,0.07226259323037787
