
fun_coils_simple#1 - J=7.4e-01, Jf=7.4e-01, ⟨B·n⟩=3.6e-01, C-C-Sep=0.08 Jf=7.4e-01, J_length=1.6e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=6.5e-38, J_LENGTH_PENALTY=2.9e-03 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.1])=15.7, curvature=[2.0, 2.0, 2.0, 2.0, 2.0], mean squared curvature=[4.0, 4.0, 4.0, 4.0, 4.0]
fun_coils_simple#12 - J=7.1e-02, Jf=1.8e-02, ⟨B·n⟩=4.0e-02, C-C-Sep=0.01 Jf=1.8e-02, J_length=2.1e-06, J_CC=8.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.5e-04, J_ALS=1.9e-06, J_LENGTH_PENALTY=5.2e-02 Coil lengths=sum([3.8, 4.0, 4.2, 4.4, 4.6])=21.0, curvature=[4.1, 4.2, 4.1, 5.1, 14.7], mean squared curvature=[6.5, 5.5, 4.7, 5.3, 18.2]
fun_coils_simple#13 - J=8.6e-02, Jf=1.9e-02, ⟨B·n⟩=4.2e-02, C-C-Sep=0.01 Jf=1.9e-02, J_length=1.9e-06, J_CC=7.9e-06, J_CURVATURE=6.1e-05, J_MSC=3.6e-02, J_ALS=1.3e-06, J_LENGTH_PENALTY=3.1e-02 Coil lengths=sum([3.5, 3.7, 3.8, 4.1, 4.3])=19.4, curvature=[3.8, 3.8, 4.3, 14.8, 21.6], mean squared curvature=[5.8, 5.2, 5.2, 11.6, 42.9]
fun_coils_simple#14 - J=5.8e-02, Jf=1.8e-02, ⟨B·n⟩=4.0e-02, C-C-Sep=0.01 Jf=1.8e-02, J_length=2.0e-06, J_CC=9.7e-06, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.6e-06, J_LENGTH_PENALTY=4.0e-02 Coil lengths=sum([3.7, 3.8, 4.0, 4.2, 4.4])=20.2, curvature=[4.0, 4.0, 4.2, 8.7, 8.1], mean squared curvature=[6.2, 5.3, 4.9, 7.0, 15.5]
fun_coils_simple#15 - J=1.1e-01, Jf=1.9e-02, ⟨B·n⟩=4.3e-02, C-C-Sep=0.01 Jf=1.9e-02, J_length=1.9e-06, J_CC=7.4e-06, J_CURVATURE=2.4e-04, J_MSC=6.4e-02, J_ALS=1.2e-06, J_LENGTH_PENALTY=2.7e-02 Coil lengths=sum([3.5, 3.6, 3.7, 4.0, 4.3])=19.0, curvature=[3.8, 3.8, 4.6, 17.8, 23.9], mean squared curvature=[5.7, 5.2, 5.5, 13.8, 51.7]
fun_coils_simple#16 - J=5.5e-02, Jf=1.8e-02, ⟨B·n⟩=4.1e-02, C-C-Sep=0.01 Jf=1.8e-02, J_length=2.0e-06, J_CC=8.5e-06, J_CURVATURE=0.0e+00, J_MSC=8.0e-04, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.6e-02 Coil lengths=sum([3.6, 3.8, 3.9, 4.2, 4.4])=19.9, curvature=[3.9, 3.9, 4.2, 10.2, 10.6], mean squared curvature=[6.0, 5.2, 5.0, 8.0, 20.0]
fun_coils_simple#17 - J=5.6e-02, Jf=1.7e-02, ⟨B·n⟩=4.0e-02, C-C-Sep=0.01 Jf=1.7e-02, J_length=1.9e-06, J_CC=8.2e-06, J_CURVATURE=8.8e-07, J_MSC=8.2e-03, J_ALS=1.3e-06, J_LENGTH_PENALTY=3.0e-02 Coil lengths=sum([3.5, 3.7, 3.8, 4.1, 4.3])=19.3, curvature=[3.9, 3.8, 4.3, 13.7, 16.6], mean squared curvature=[5.8, 5.2, 5.2, 10.5, 28.8]
fun_coils_simple#18 - J=5.2e-02, Jf=1.8e-02, ⟨B·n⟩=4.0e-02, C-C-Sep=0.02 Jf=1.8e-02, J_length=2.0e-06, J_CC=8.1e-06, J_CURVATURE=0.0e+00, J_MSC=1.7e-03, J_ALS=1.4e-06, J_LENGTH_PENALTY=3.3e-02 Coil lengths=sum([3.6, 3.7, 3.9, 4.1, 4.3])=19.6, curvature=[3.9, 3.9, 4.3, 11.7, 13.3], mean squared curvature=[5.9, 5.2, 5.1, 9.1, 21.9]
fun_coils_simple#19 - J=4.9e-02, Jf=1.7e-02, ⟨B·n⟩=3.9e-02, C-C-Sep=0.01 Jf=1.7e-02, J_length=1.9e-06, J_CC=8.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.5e-03, J_ALS=1.3e-06, J_LENGTH_PENALTY=3.1e-02 Coil lengths=sum([3.6, 3.7, 3.8, 4.1, 4.3])=19.4, curvature=[3.9, 3.9, 4.3, 13.0, 14.9], mean squared curvature=[5.9, 5.2, 5.2, 9.8, 21.5]
fun_coils_simple#20 - J=4.5e-02, Jf=1.5e-02, ⟨B·n⟩=3.8e-02, C-C-Sep=0.01 Jf=1.5e-02, J_length=1.9e-06, J_CC=7.8e-06, J_CURVATURE=1.8e-05, J_MSC=2.5e-03, J_ALS=1.2e-06, J_LENGTH_PENALTY=2.7e-02 Coil lengths=sum([3.5, 3.6, 3.7, 4.0, 4.2])=19.0, curvature=[3.9, 3.8, 4.4, 14.7, 19.8], mean squared curvature=[5.8, 5.2, 5.5, 10.7, 23.1]
fun_coils_simple#21 - J=4.3e-02, Jf=1.5e-02, ⟨B·n⟩=3.7e-02, C-C-Sep=0.01 Jf=1.5e-02, J_length=1.9e-06, J_CC=5.8e-06, J_CURVATURE=1.0e-05, J_MSC=4.9e-03, J_ALS=1.1e-06, J_LENGTH_PENALTY=2.4e-02 Coil lengths=sum([3.5, 3.6, 3.7, 3.9, 4.1])=18.7, curvature=[3.9, 3.8, 4.5, 14.3, 19.3], mean squared curvature=[5.7, 5.2, 5.6, 10.5, 25.9]
fun_coils_simple#22 - J=4.2e-02, Jf=1.5e-02, ⟨B·n⟩=3.7e-02, C-C-Sep=0.01 Jf=1.5e-02, J_length=1.9e-06, J_CC=7.0e-06, J_CURVATURE=1.1e-05, J_MSC=1.7e-03, J_ALS=1.2e-06, J_LENGTH_PENALTY=2.5e-02 Coil lengths=sum([3.5, 3.6, 3.7, 4.0, 4.1])=18.9, curvature=[3.9, 3.8, 4.4, 14.5, 19.0], mean squared curvature=[5.7, 5.2, 5.5, 10.6, 21.9]
fun_coils_simple#23 - J=3.9e-02, Jf=1.5e-02, ⟨B·n⟩=3.7e-02, C-C-Sep=0.01 Jf=1.5e-02, J_length=1.9e-06, J_CC=6.7e-06, J_CURVATURE=0.0e+00, J_MSC=8.3e-04, J_ALS=1.1e-06, J_LENGTH_PENALTY=2.4e-02 Coil lengths=sum([3.5, 3.6, 3.7, 3.9, 4.1])=18.7, curvature=[3.9, 3.8, 4.4, 13.1, 15.9], mean squared curvature=[5.7, 5.2, 5.5, 9.9, 20.1]
fun_coils_simple#24 - J=3.7e-02, Jf=1.5e-02, ⟨B·n⟩=3.7e-02, C-C-Sep=0.01 Jf=1.5e-02, J_length=1.8e-06, J_CC=4.6e-06, J_CURVATURE=0.0e+00, J_MSC=3.3e-03, J_ALS=9.6e-07, J_LENGTH_PENALTY=1.9e-02 Coil lengths=sum([3.4, 3.5, 3.6, 3.8, 3.9])=18.2, curvature=[3.8, 3.6, 4.6, 13.6, 14.2], mean squared curvature=[5.5, 5.3, 5.7, 10.7, 24.2]
fun_coils_simple#25 - J=3.3e-02, Jf=1.4e-02, ⟨B·n⟩=3.6e-02, C-C-Sep=0.01 Jf=1.4e-02, J_length=1.8e-06, J_CC=4.8e-06, J_CURVATURE=0.0e+00, J_MSC=8.8e-04, J_ALS=9.3e-07, J_LENGTH_PENALTY=1.8e-02 Coil lengths=sum([3.4, 3.5, 3.6, 3.8, 3.8])=18.2, curvature=[3.8, 3.6, 4.6, 13.4, 11.2], mean squared curvature=[5.5, 5.3, 5.7, 10.3, 20.2]
fun_coils_simple#26 - J=3.1e-02, Jf=1.2e-02, ⟨B·n⟩=3.4e-02, C-C-Sep=0.01 Jf=1.2e-02, J_length=1.8e-06, J_CC=5.6e-06, J_CURVATURE=0.0e+00, J_MSC=9.9e-04, J_ALS=9.2e-07, J_LENGTH_PENALTY=1.8e-02 Coil lengths=sum([3.4, 3.5, 3.6, 3.8, 3.8])=18.1, curvature=[3.8, 3.6, 4.8, 14.1, 10.4], mean squared curvature=[5.5, 5.3, 5.7, 10.6, 20.4]
fun_coils_simple#27 - J=3.0e-02, Jf=1.2e-02, ⟨B·n⟩=3.3e-02, C-C-Sep=0.02 Jf=1.2e-02, J_length=1.8e-06, J_CC=5.0e-06, J_CURVATURE=0.0e+00, J_MSC=1.3e-03, J_ALS=9.1e-07, J_LENGTH_PENALTY=1.7e-02 Coil lengths=sum([3.4, 3.5, 3.6, 3.8, 3.8])=18.0, curvature=[3.8, 3.6, 4.9, 15.1, 10.7], mean squared curvature=[5.6, 5.4, 5.9, 11.4, 21.2]
fun_coils_simple#28 - J=2.8e-02, Jf=1.1e-02, ⟨B·n⟩=3.2e-02, C-C-Sep=0.01 Jf=1.1e-02, J_length=1.8e-06, J_CC=4.4e-06, J_CURVATURE=0.0e+00, J_MSC=6.3e-04, J_ALS=9.0e-07, J_LENGTH_PENALTY=1.6e-02 Coil lengths=sum([3.4, 3.5, 3.6, 3.8, 3.8])=18.0, curvature=[3.8, 3.5, 4.9, 14.5, 8.6], mean squared curvature=[5.6, 5.4, 5.8, 11.0, 19.5]
fun_coils_simple#29 - J=2.7e-02, Jf=1.1e-02, ⟨B·n⟩=3.3e-02, C-C-Sep=0.01 Jf=1.1e-02, J_length=1.8e-06, J_CC=3.2e-06, J_CURVATURE=0.0e+00, J_MSC=7.6e-04, J_ALS=8.6e-07, J_LENGTH_PENALTY=1.5e-02 Coil lengths=sum([3.3, 3.5, 3.5, 3.8, 3.7])=17.8, curvature=[3.8, 3.5, 4.9, 14.1, 9.6], mean squared curvature=[5.5, 5.4, 5.9, 11.2, 19.9]
fun_coils_simple#30 - J=2.5e-02, Jf=1.1e-02, ⟨B·n⟩=3.2e-02, C-C-Sep=0.01 Jf=1.1e-02, J_length=1.8e-06, J_CC=2.5e-06, J_CURVATURE=0.0e+00, J_MSC=4.3e-04, J_ALS=8.1e-07, J_LENGTH_PENALTY=1.4e-02 Coil lengths=sum([3.3, 3.4, 3.5, 3.7, 3.6])=17.6, curvature=[3.8, 3.4, 4.8, 12.4, 9.8], mean squared curvature=[5.5, 5.4, 5.9, 10.5, 18.9]
fun_coils_simple#31 - J=2.4e-02, Jf=1.0e-02, ⟨B·n⟩=3.2e-02, C-C-Sep=0.01 Jf=1.0e-02, J_length=1.7e-06, J_CC=2.6e-06, J_CURVATURE=0.0e+00, J_MSC=9.1e-04, J_ALS=7.9e-07, J_LENGTH_PENALTY=1.3e-02 Coil lengths=sum([3.3, 3.4, 3.5, 3.7, 3.6])=17.5, curvature=[3.8, 3.4, 4.8, 11.8, 15.0], mean squared curvature=[5.5, 5.4, 5.9, 10.6, 20.3]
fun_coils_simple#32 - J=2.2e-02, Jf=9.9e-03, ⟨B·n⟩=3.1e-02, C-C-Sep=0.01 Jf=9.9e-03, J_length=1.7e-06, J_CC=2.8e-06, J_CURVATURE=0.0e+00, J_MSC=7.0e-04, J_ALS=7.6e-07, J_LENGTH_PENALTY=1.2e-02 Coil lengths=sum([3.3, 3.4, 3.5, 3.7, 3.5])=17.3, curvature=[3.8, 3.4, 4.8, 9.7, 10.8], mean squared curvature=[5.5, 5.4, 5.9, 10.0, 19.8]
fun_coils_simple#33 - J=2.1e-02, Jf=9.6e-03, ⟨B·n⟩=3.1e-02, C-C-Sep=0.01 Jf=9.6e-03, J_length=1.7e-06, J_CC=2.8e-06, J_CURVATURE=0.0e+00, J_MSC=1.6e-04, J_ALS=7.6e-07, J_LENGTH_PENALTY=1.1e-02 Coil lengths=sum([3.3, 3.4, 3.5, 3.7, 3.5])=17.3, curvature=[3.8, 3.4, 4.7, 9.1, 10.0], mean squared curvature=[5.5, 5.4, 6.0, 9.8, 17.8]
fun_coils_simple#34 - J=2.2e-02, Jf=9.0e-03, ⟨B·n⟩=3.0e-02, C-C-Sep=0.00 Jf=9.0e-03, J_length=1.7e-06, J_CC=3.1e-06, J_CURVATURE=0.0e+00, J_MSC=3.0e-03, J_ALS=7.4e-07, J_LENGTH_PENALTY=1.0e-02 Coil lengths=sum([3.2, 3.4, 3.4, 3.6, 3.5])=17.1, curvature=[3.8, 3.3, 4.7, 7.7, 15.5], mean squared curvature=[5.6, 5.5, 6.1, 10.2, 23.7]
fun_coils_simple#35 - J=2.1e-02, Jf=9.4e-03, ⟨B·n⟩=3.0e-02, C-C-Sep=0.01 Jf=9.4e-03, J_length=1.7e-06, J_CC=2.9e-06, J_CURVATURE=0.0e+00, J_MSC=5.8e-04, J_ALS=7.5e-07, J_LENGTH_PENALTY=1.1e-02 Coil lengths=sum([3.3, 3.4, 3.4, 3.6, 3.5])=17.2, curvature=[3.8, 3.3, 4.7, 8.5, 11.7], mean squared curvature=[5.5, 5.5, 6.0, 9.9, 19.4]
fun_coils_simple#36 - J=2.0e-02, Jf=9.0e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.00 Jf=9.0e-03, J_length=1.7e-06, J_CC=3.3e-06, J_CURVATURE=0.0e+00, J_MSC=1.1e-03, J_ALS=7.3e-07, J_LENGTH_PENALTY=9.7e-03 Coil lengths=sum([3.2, 3.4, 3.4, 3.6, 3.4])=17.1, curvature=[3.8, 3.3, 4.7, 7.1, 14.1], mean squared curvature=[5.6, 5.5, 6.1, 10.0, 20.6]
fun_coils_simple#37 - J=1.9e-02, Jf=8.9e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.01 Jf=8.9e-03, J_length=1.7e-06, J_CC=3.5e-06, J_CURVATURE=0.0e+00, J_MSC=5.8e-04, J_ALS=7.2e-07, J_LENGTH_PENALTY=9.0e-03 Coil lengths=sum([3.2, 3.3, 3.4, 3.6, 3.4])=16.9, curvature=[3.8, 3.4, 4.6, 6.4, 13.0], mean squared curvature=[5.6, 5.6, 6.2, 9.7, 19.4]
fun_coils_simple#38 - J=1.8e-02, Jf=9.0e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.01 Jf=9.0e-03, J_length=1.7e-06, J_CC=3.7e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-04, J_ALS=7.0e-07, J_LENGTH_PENALTY=8.4e-03 Coil lengths=sum([3.2, 3.3, 3.4, 3.6, 3.4])=16.8, curvature=[3.7, 3.4, 4.6, 6.3, 11.2], mean squared curvature=[5.6, 5.6, 6.3, 9.6, 18.0]
fun_coils_simple#39 - J=1.7e-02, Jf=8.7e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.00 Jf=8.7e-03, J_length=1.7e-06, J_CC=4.5e-06, J_CURVATURE=0.0e+00, J_MSC=1.6e-03, J_ALS=6.8e-07, J_LENGTH_PENALTY=6.9e-03 Coil lengths=sum([3.2, 3.3, 3.3, 3.5, 3.3])=16.6, curvature=[3.7, 3.5, 4.4, 6.9, 13.9], mean squared curvature=[5.7, 5.7, 6.4, 9.8, 21.6]
fun_coils_simple#40 - J=1.7e-02, Jf=8.9e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.00 Jf=8.9e-03, J_length=1.7e-06, J_CC=4.0e-06, J_CURVATURE=0.0e+00, J_MSC=3.6e-04, J_ALS=6.9e-07, J_LENGTH_PENALTY=7.8e-03 Coil lengths=sum([3.2, 3.3, 3.4, 3.5, 3.3])=16.7, curvature=[3.7, 3.4, 4.5, 6.5, 11.3], mean squared curvature=[5.6, 5.6, 6.3, 9.6, 18.7]
fun_coils_simple#41 - J=2.4e-02, Jf=8.3e-03, ⟨B·n⟩=2.8e-02, C-C-Sep=0.01 Jf=8.3e-03, J_length=1.6e-06, J_CC=5.2e-06, J_CURVATURE=4.4e-06, J_MSC=1.0e-02, J_ALS=6.7e-07, J_LENGTH_PENALTY=5.8e-03 Coil lengths=sum([3.1, 3.2, 3.3, 3.4, 3.3])=16.4, curvature=[3.6, 3.6, 4.2, 7.7, 17.9], mean squared curvature=[5.8, 5.8, 6.6, 10.2, 30.1]
fun_coils_simple#42 - J=1.6e-02, Jf=8.6e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.00 Jf=8.6e-03, J_length=1.7e-06, J_CC=4.4e-06, J_CURVATURE=0.0e+00, J_MSC=3.4e-04, J_ALS=6.8e-07, J_LENGTH_PENALTY=7.0e-03 Coil lengths=sum([3.2, 3.3, 3.3, 3.5, 3.3])=16.6, curvature=[3.7, 3.5, 4.4, 6.7, 11.3], mean squared curvature=[5.7, 5.7, 6.4, 9.7, 18.6]
fun_coils_simple#43 - J=1.6e-02, Jf=8.2e-03, ⟨B·n⟩=2.8e-02, C-C-Sep=0.01 Jf=8.2e-03, J_length=1.6e-06, J_CC=5.1e-06, J_CURVATURE=0.0e+00, J_MSC=1.5e-03, J_ALS=6.8e-07, J_LENGTH_PENALTY=5.8e-03 Coil lengths=sum([3.1, 3.3, 3.3, 3.4, 3.2])=16.4, curvature=[3.6, 3.6, 4.2, 7.7, 14.3], mean squared curvature=[5.8, 5.8, 6.6, 10.1, 21.5]
fun_coils_simple#44 - J=1.5e-02, Jf=8.4e-03, ⟨B·n⟩=2.9e-02, C-C-Sep=0.01 Jf=8.4e-03, J_length=1.7e-06, J_CC=4.7e-06, J_CURVATURE=0.0e+00, J_MSC=3.2e-04, J_ALS=6.8e-07, J_LENGTH_PENALTY=6.5e-03 Coil lengths=sum([3.2, 3.3, 3.3, 3.5, 3.3])=16.5, curvature=[3.7, 3.5, 4.3, 6.9, 12.1], mean squared curvature=[5.7, 5.7, 6.5, 9.8, 18.5]
fun_coils_simple#45 - J=1.4e-02, Jf=8.1e-03, ⟨B·n⟩=2.8e-02, C-C-Sep=0.01 Jf=8.1e-03, J_length=1.6e-06, J_CC=5.2e-06, J_CURVATURE=5.3e-07, J_MSC=3.8e-04, J_ALS=6.8e-07, J_LENGTH_PENALTY=5.5e-03 Coil lengths=sum([3.1, 3.2, 3.3, 3.4, 3.2])=16.3, curvature=[3.6, 3.7, 4.2, 9.2, 17.2], mean squared curvature=[5.9, 5.8, 6.7, 10.3, 18.8]
fun_coils_simple#46 - J=1.3e-02, Jf=7.7e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.7e-03, J_length=1.6e-06, J_CC=5.0e-06, J_CURVATURE=0.0e+00, J_MSC=3.8e-05, J_ALS=6.8e-07, J_LENGTH_PENALTY=5.4e-03 Coil lengths=sum([3.1, 3.2, 3.3, 3.4, 3.2])=16.3, curvature=[3.6, 3.7, 4.2, 10.1, 9.8], mean squared curvature=[5.9, 5.8, 6.7, 10.3, 16.9]
fun_coils_simple#47 - J=1.3e-02, Jf=7.6e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.6e-03, J_length=1.6e-06, J_CC=5.2e-06, J_CURVATURE=0.0e+00, J_MSC=5.9e-04, J_ALS=6.7e-07, J_LENGTH_PENALTY=4.9e-03 Coil lengths=sum([3.1, 3.2, 3.2, 3.4, 3.2])=16.2, curvature=[3.6, 3.7, 4.3, 11.1, 10.4], mean squared curvature=[6.0, 5.9, 6.8, 10.9, 19.4]
fun_coils_simple#48 - J=1.3e-02, Jf=7.7e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.7e-03, J_length=1.6e-06, J_CC=5.1e-06, J_CURVATURE=0.0e+00, J_MSC=1.4e-04, J_ALS=6.7e-07, J_LENGTH_PENALTY=5.1e-03 Coil lengths=sum([3.1, 3.2, 3.3, 3.4, 3.2])=16.2, curvature=[3.6, 3.7, 4.3, 10.5, 9.6], mean squared curvature=[5.9, 5.9, 6.8, 10.5, 17.6]
fun_coils_simple#49 - J=2.0e-02, Jf=7.6e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.6e-03, J_length=1.6e-06, J_CC=5.6e-06, J_CURVATURE=3.6e-05, J_MSC=8.3e-03, J_ALS=6.5e-07, J_LENGTH_PENALTY=4.2e-03 Coil lengths=sum([3.1, 3.2, 3.2, 3.3, 3.2])=16.0, curvature=[3.6, 3.8, 4.4, 12.7, 23.4], mean squared curvature=[6.1, 6.0, 7.0, 11.9, 28.9]
fun_coils_simple#50 - J=1.3e-02, Jf=7.6e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.6e-03, J_length=1.6e-06, J_CC=5.2e-06, J_CURVATURE=0.0e+00, J_MSC=1.7e-04, J_ALS=6.7e-07, J_LENGTH_PENALTY=4.8e-03 Coil lengths=sum([3.1, 3.2, 3.2, 3.4, 3.2])=16.2, curvature=[3.6, 3.7, 4.3, 11.0, 10.1], mean squared curvature=[6.0, 5.9, 6.8, 10.8, 17.8]
fun_coils_simple#51 - J=1.2e-02, Jf=7.6e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.6e-03, J_length=1.6e-06, J_CC=5.3e-06, J_CURVATURE=0.0e+00, J_MSC=3.6e-04, J_ALS=6.6e-07, J_LENGTH_PENALTY=4.4e-03 Coil lengths=sum([3.1, 3.2, 3.2, 3.4, 3.2])=16.0, curvature=[3.6, 3.8, 4.3, 12.7, 11.3], mean squared curvature=[6.0, 5.9, 6.9, 11.5, 18.7]
fun_coils_simple#52 - J=1.2e-02, Jf=7.5e-03, ⟨B·n⟩=2.7e-02, C-C-Sep=0.01 Jf=7.5e-03, J_length=1.6e-06, J_CC=5.4e-06, J_CURVATURE=0.0e+00, J_MSC=2.4e-04, J_ALS=6.6e-07, J_LENGTH_PENALTY=4.1e-03 Coil lengths=sum([3.1, 3.2, 3.2, 3.4, 3.1])=16.0, curvature=[3.6, 3.8, 4.4, 12.3, 12.1], mean squared curvature=[6.1, 6.0, 7.0, 11.6, 18.2]
