index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,1.764685722870979e-06,1.7477459887931711e-06,1.3999771579167367e-06,0.0,9.488659136075625e-09,5.675533132657034e-10,1.6372180764542113e-08,5.58521144030368e-07,13.999771579167367,70.04828053756198,80.03550502874035,0.00032113488342877105,0.07080078876200886
1,2,190.157870665657,0.6798680366455753,7.325273754199536e-06,0.00010364366404001728,1.5865025837630868,9.941344557660212,179.53655442768718,7.780984546897856e-05,73.25273754199536,2672.336723832821,3092.4948111099716,0.26300620511901485,0.014933964829049243
2,3,8.173155598055045,1.7477997217442918e-06,1.399978055291801e-06,0.0,0.05497838269926013,5.626578829447033e-10,8.173153849692666,5.585127810676448e-07,13.999780552918011,2962.7735660370063,485.8637991645809,0.0003211387978237077,0.07076021020066248
3,4,0.0011954341965711886,1.747750332879319e-06,1.3999770401726487e-06,0.0,0.0005453411355400701,5.668695934336063e-10,0.0011936858793687158,5.585208285832915e-07,13.999770401726488,369.14319362480364,84.86995570962736,0.0003211353075620146,0.07079654641307777
4,5,2.4469774355136806e-06,1.7477467246962373e-06,1.3999771337978874e-06,0.0,4.621052483780549e-06,5.674312367217895e-10,6.986632795807215e-07,5.585210985389129e-07,13.999771337978874,96.13847270712718,80.13444822831698,0.0003211349577001501,0.07080004922200642
5,6,1.761694733562289e-06,1.7477461479587441e-06,1.3999771525459448e-06,0.0,1.457249875406272e-08,5.675266786892767e-10,1.338105892485546e-08,5.585211344849389e-07,13.999771525459447,70.00141783133441,80.03023607508035,0.0003211348995821194,0.07080062803861618
6,7,1.7601283020841596e-06,1.74774635476902e-06,1.399977149950447e-06,0.0,1.4449608223389598e-08,5.675057642830058e-10,1.1814441550856703e-08,5.585211256380346e-07,13.99977149950447,69.75477927421393,80.02373992781153,0.0003211350236838203,0.07080062322543801
7,8,1.759848159385519e-06,1.747746353331436e-06,1.3999771483568334e-06,0.0,1.5202868674614485e-08,5.674876207383821e-10,1.1534318433344504e-08,5.585211208720617e-07,13.999771483568335,69.62710048845307,80.02206260615867,0.0003211350335592355,0.07080060810089761
8,9,1.7593536089399155e-06,1.7477458825989673e-06,1.399977140487197e-06,0.0,1.77018018848597e-08,5.673687455498462e-10,1.1040357595398518e-08,5.585211049231868e-07,13.999771404871971,69.19066317679153,80.01768303410381,0.00032113498876951683,0.0708005619282868
9,10,1.759014069778145e-06,1.7477448813447133e-06,1.3999771306868156e-06,0.0,1.979916955228636e-08,5.67196002831523e-10,1.0701992430600125e-08,5.585210906970059e-07,13.999771306868157,68.82921009635159,80.01515145358744,0.00032113484883437057,0.07080052658977498
10,11,1.757914251989872e-06,1.7477350864616938e-06,1.3999770616600507e-06,0.0,3.3810985221724614e-08,5.65878089816564e-10,9.613287438361638e-09,5.58520992637396e-07,13.999770616600507,67.97731873336917,80.00768764083254,0.0003211331926858979,0.07080034413620447
11,12,1.7584195808646413e-06,1.7477124400996535e-06,1.3999769554106815e-06,0.0,5.912437756867437e-08,5.636352617790529e-10,1.0143505503208843e-08,5.585208081704495e-07,13.999769554106816,68.36144022034614,80.00903425723914,0.00032112868214566006,0.07080011833507562
