
Aspect ratio at max_mode 3: 3.4999672887756104
Mean iota at 3: -0.22999971505212466
Quasisymmetry objective at max_mode 3: 5.3236988549950675e-05
Squared flux at max_mode 3: 0.033433560268673085
fun_coils_simple#1 - J=3.4e-02, Jf=3.4e-02, ⟨B·n⟩=5.7e-02, C-C-Sep=0.18 Jf=3.4e-02, J_length=9.3e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=2.0e-37, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([6.8, 2.5])=9.3, curvature=[0.9, 2.5], mean squared curvature=[0.9, 6.1]
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#205 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#206 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#207 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#208 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#209 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#210 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#211 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#212 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#213 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#214 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#215 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#216 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#217 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#218 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#219 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#220 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.9e-10, J_MSC=3.4e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.9e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.020896892568285176, -0.0025335796354904916, -0.0009901965791547132, -0.0005717381399263953, 0.00011097945578232731, 0.014040949270809611, 0.06783088858251324, -0.03484036959267629, -0.0008845388911450356, -0.001577386759194532, -0.00010275220015544141, 0.00036960875578046176, 0.002582389538488813, 0.005810421496687767, 0.012340151590737798, 0.0038381482288278954, -0.0006428100187754072, -1.0706422033997066e-05, 0.00018264906201446014, 0.0015256119531257817, -0.0008567077958076912, -0.0024316947621924674, 0.0010718099726029868, 0.00029037074810244086, 0.026384668445510316, -0.003370679802734879, -0.0008133518633149216, 0.0003855764511956086, 0.0016569649535866779, -0.014963218320634334, -0.10637387750332951, -0.01965107111232656, -0.005920775001377289, -0.0010280602807524201, 2.8885963442295028e-05, -0.00031840955946835236, -0.004371008043869108, -0.004409561352736798, 0.0058839672884964484, -0.0024724985589308934, -0.000578582165276193, -3.8525540738785706e-05, -7.222987195649324e-06, -0.001047730250215528, 0.0006636201123714535, -6.992937617272302e-05, -0.0020244687542002497, -8.694209673809646e-05
 Quasisymmetry objective=0.004960781088458836
 aspect=3.4961816409838415
 mean iota=-0.23090684480033594

fun#221 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.4e-10, J_MSC=3.6e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.4e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
 surface dofs=0.02092194716463904, -0.0025366283819464974, -0.00098877056984096, -0.0005715973760949521, 0.00010887786424460634, 0.014046428432908474, 0.06780402862809509, -0.03483212872619958, -0.0008960265384848428, -0.0015791745177359037, -0.00010309974390724899, 0.0003672890565874633, 0.00257922000250309, 0.00583904149357788, 0.012328799859361484, 0.0038495922097964573, -0.0006463977442764809, -1.0732652583082656e-05, 0.00017900793293437463, 0.0015255150388524884, -0.0008346514012170636, -0.0024421230454258606, 0.0010784279894724973, 0.0002901145994410657, 0.026382741968978194, -0.003375590079675276, -0.0008146509858948329, 0.00038539927721607017, 0.0016565461109588847, -0.014955824465596812, -0.10642353077714958, -0.019681203843989532, -0.005928723313961705, -0.00103150490161958, 2.9029745410999994e-05, -0.0003196151082738786, -0.004358570458784672, -0.004398732592024696, 0.005866421664698711, -0.002476241229760287, -0.0005818686284375661, -3.850463619467087e-05, -4.0404847894539e-06, -0.001040930843275709, 0.0006376819205864506, -5.8595304256715055e-05, -0.002026901352312411, -8.811354963842412e-05
 Quasisymmetry objective=0.004976992145257025
 aspect=3.496191130021224
 mean iota=-0.230901512607082

fun#222 - J=1.2e-02, Jf=1.0e-06, ⟨B·n⟩=2.6e-04, , C-C-Sep=0.15
Jf=1.0e-06, J_length=1.1e-06, J_CC=1.8e-09, J_CURVATURE=3.6e-10, J_MSC=3.5e-09, J_ALS=3.5e-07, J_LENGTH_PENALTY=8.6e-09
 Coil lengths=sum([7.0, 3.8])=10.8, curvature=[3.5, 8.8], mean squared curvature=[4.5, 12.0]
