
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.009720398841985436
fun_coils_simple#1 - J=1.5e-02, Jf=1.5e-02, ⟨B·n⟩=1.9e-02, C-C-Sep=0.14 Jf=1.5e-02, J_length=1.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.4e-08, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.0, 4.0, 4.0])=12.0, curvature=[3.4, 3.8, 4.0], mean squared curvature=[5.1, 5.3, 5.4]
fun_coils#274 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=5.8e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#275 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=5.9e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#276 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.0e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#277 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#278 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#279 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#280 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.4], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#281 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#282 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#283 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#284 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#285 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#286 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#287 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#288 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#289 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.9, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#290 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.9, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#291 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.4e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.9, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#292 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.1e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.9, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#293 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#294 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#295 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#296 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#297 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.8e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#298 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#299 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#300 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#301 - J=6.9e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#302 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=3.0e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.2, 5.3]
fun_coils#303 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#304 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#305 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#306 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#307 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#308 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#309 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#310 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#311 - J=6.9e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#312 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.9e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.6, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#313 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#314 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#315 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#316 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#317 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.7e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#318 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#319 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#320 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.8e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#321 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#322 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#323 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#324 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.5e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#325 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#326 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#327 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#328 - J=6.8e-05, Jf=5.6e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.6e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#329 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.2e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#330 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#331 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.7e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
fun_coils#332 - J=6.8e-05, Jf=5.5e-05, ⟨B·n⟩=1.2e-03, C-C-Sep=0.09 Jf=5.5e-05, J_length=1.5e-06, J_CC=6.3e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=2.6e-07, J_LENGTH_PENALTY=2.6e-07 Coil lengths=sum([5.0, 5.0, 5.0])=15.0, curvature=[3.7, 3.8, 3.5], mean squared curvature=[5.3, 5.3, 5.3]
