
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 1.4950781826898709e-05
fun_coils#20 - J=1.3e-05, Jf=1.2e-05, ⟨B·n⟩=5.5e-04, C-C-Sep=0.11 Jf=1.2e-05, J_length=4.4e-06, J_CC=5.7e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.9, curvature=[4.7, 5.5, 6.2, 8.3, 8.7, 9.8, 8.1, 8.5, 7.3, 6.7], mean squared curvature=[10.0, 10.0, 9.6, 8.9, 8.7, 9.7, 8.8, 9.9, 10.0, 9.2]
fun_coils#21 - J=1.2e-05, Jf=1.1e-05, ⟨B·n⟩=5.3e-04, C-C-Sep=0.11 Jf=1.1e-05, J_length=4.4e-06, J_CC=2.1e-08, J_CURVATURE=0.0e+00, J_MSC=4.8e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.9, curvature=[4.8, 5.6, 6.2, 8.3, 8.7, 9.8, 8.3, 8.4, 7.3, 6.8], mean squared curvature=[10.0, 10.0, 9.6, 8.9, 8.7, 9.7, 8.9, 9.9, 10.0, 9.2]
fun_coils#22 - J=1.2e-05, Jf=1.0e-05, ⟨B·n⟩=5.1e-04, C-C-Sep=0.12 Jf=1.0e-05, J_length=4.4e-06, J_CC=6.3e-09, J_CURVATURE=2.1e-09, J_MSC=1.3e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[4.7, 5.7, 6.2, 8.3, 8.7, 10.1, 8.8, 8.2, 7.4, 6.8], mean squared curvature=[9.9, 10.0, 9.6, 9.0, 8.7, 9.7, 9.2, 9.8, 10.0, 9.3]
fun_coils#23 - J=1.1e-05, Jf=9.5e-06, ⟨B·n⟩=4.9e-04, C-C-Sep=0.12 Jf=9.5e-06, J_length=4.4e-06, J_CC=4.4e-09, J_CURVATURE=0.0e+00, J_MSC=3.2e-09, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[4.7, 5.7, 6.2, 8.3, 8.7, 9.8, 8.7, 8.2, 7.4, 6.9], mean squared curvature=[9.9, 10.0, 9.6, 8.9, 8.7, 9.7, 9.2, 9.8, 10.0, 9.3]
fun_coils#24 - J=9.6e-06, Jf=8.3e-06, ⟨B·n⟩=4.6e-04, C-C-Sep=0.12 Jf=8.3e-06, J_length=4.4e-06, J_CC=5.5e-10, J_CURVATURE=0.0e+00, J_MSC=1.4e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[4.8, 5.8, 6.2, 8.3, 8.7, 9.4, 8.5, 8.1, 7.3, 7.0], mean squared curvature=[10.0, 10.0, 9.7, 8.9, 8.7, 9.7, 9.1, 9.7, 10.0, 9.4]
fun_coils#25 - J=9.3e-06, Jf=7.5e-06, ⟨B·n⟩=4.4e-04, C-C-Sep=0.12 Jf=7.5e-06, J_length=4.4e-06, J_CC=4.5e-10, J_CURVATURE=0.0e+00, J_MSC=6.1e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[5.0, 5.6, 6.2, 8.3, 8.7, 8.9, 8.1, 8.0, 7.3, 7.0], mean squared curvature=[10.1, 10.0, 9.7, 8.9, 8.7, 9.7, 8.9, 9.8, 10.0, 9.5]
fun_coils#26 - J=8.5e-06, Jf=7.3e-06, ⟨B·n⟩=4.3e-04, C-C-Sep=0.12 Jf=7.3e-06, J_length=4.4e-06, J_CC=2.5e-09, J_CURVATURE=0.0e+00, J_MSC=3.9e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[4.7, 5.6, 6.2, 8.3, 8.7, 9.0, 8.4, 8.1, 7.3, 7.0], mean squared curvature=[10.0, 10.0, 9.7, 8.9, 8.7, 9.7, 9.0, 9.8, 10.0, 9.5]
fun_coils#27 - J=8.0e-06, Jf=6.8e-06, ⟨B·n⟩=4.2e-04, C-C-Sep=0.12 Jf=6.8e-06, J_length=4.4e-06, J_CC=4.9e-09, J_CURVATURE=0.0e+00, J_MSC=4.3e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[4.7, 5.6, 6.2, 8.3, 8.7, 8.9, 8.4, 8.0, 7.4, 7.1], mean squared curvature=[10.0, 10.0, 9.7, 8.9, 8.7, 9.7, 9.1, 9.8, 10.0, 9.5]
fun_coils#28 - J=7.3e-06, Jf=5.9e-06, ⟨B·n⟩=3.9e-04, C-C-Sep=0.12 Jf=5.9e-06, J_length=4.4e-06, J_CC=2.5e-08, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=1.2e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[5.1, 5.5, 6.1, 8.4, 8.7, 8.9, 8.5, 8.0, 7.5, 7.2], mean squared curvature=[10.1, 10.0, 9.8, 9.0, 8.7, 9.7, 9.2, 9.9, 10.0, 9.7]
fun_coils#29 - J=7.0e-06, Jf=5.8e-06, ⟨B·n⟩=3.9e-04, C-C-Sep=0.12 Jf=5.8e-06, J_length=4.4e-06, J_CC=3.0e-08, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.2e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.6, 4.6, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=44.0, curvature=[5.1, 5.5, 6.1, 8.4, 8.7, 9.1, 8.8, 8.0, 7.5, 7.2], mean squared curvature=[10.0, 10.0, 9.8, 9.0, 8.7, 9.7, 9.4, 9.9, 10.0, 9.8]
