
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.003553105236718188
fun_coils_simple#1 - J=6.3e-03, Jf=3.6e-03, ⟨B·n⟩=6.0e-03, C-C-Sep=0.26 Jf=3.6e-03, J_length=1.9e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-05, J_MSC=2.8e-03, J_ALS=5.5e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.1, 3.1, 3.1, 3.2, 3.2])=18.8, curvature=[4.8, 3.5, 3.4, 10.8, 15.0, 15.4], mean squared curvature=[8.3, 5.4, 5.0, 7.7, 14.4, 16.0]
fun_coils#397 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.19 Jf=2.3e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.2, 8.1, 5.2, 9.9, 7.8, 8.8], mean squared curvature=[10.1, 5.9, 5.0, 9.5, 9.9, 10.0]
fun_coils#398 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.19 Jf=2.3e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=2.3e-09, J_MSC=3.4e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.3, 8.0, 5.0, 10.1, 8.1, 8.9], mean squared curvature=[10.0, 5.9, 4.9, 9.6, 10.0, 10.1]
fun_coils#399 - J=2.3e-04, Jf=2.3e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.19 Jf=2.3e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-08, J_MSC=1.9e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.1e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.3, 7.9, 4.9, 10.1, 8.1, 9.0], mean squared curvature=[10.0, 5.8, 4.9, 9.6, 9.9, 10.1]
fun_coils#400 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=9.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.2e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.7, 5.0, 10.4, 8.9, 9.2], mean squared curvature=[10.0, 5.7, 4.9, 9.8, 10.0, 10.1]
fun_coils#401 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=9.3e-08, J_MSC=6.2e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.5, 5.0, 10.4, 9.2, 9.2], mean squared curvature=[10.0, 5.7, 5.0, 9.9, 10.0, 10.1]
fun_coils#402 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-08, J_MSC=2.3e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.4, 5.0, 10.1, 9.1, 9.2], mean squared curvature=[10.1, 5.6, 5.0, 10.0, 9.9, 10.0]
fun_coils#403 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.0e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.2e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.4, 5.1, 9.8, 9.4, 9.2], mean squared curvature=[10.0, 5.6, 5.0, 9.9, 9.9, 10.0]
fun_coils#404 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=8.5e-08, J_MSC=1.9e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.1, curvature=[6.6, 7.2, 5.4, 9.7, 10.4, 9.2], mean squared curvature=[10.2, 5.6, 5.2, 10.0, 10.0, 10.1]
fun_coils#405 - J=2.3e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.0e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.1, curvature=[6.5, 7.3, 5.2, 9.7, 9.9, 9.2], mean squared curvature=[10.1, 5.6, 5.1, 9.9, 9.9, 10.1]
fun_coils#406 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-07, J_MSC=2.8e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.2, 5.5, 9.6, 10.7, 9.1], mean squared curvature=[10.1, 5.6, 5.3, 9.9, 10.0, 10.1]
fun_coils#407 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.8e-08, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.0e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 7.1, 5.5, 9.4, 9.4, 9.1], mean squared curvature=[10.0, 5.6, 5.3, 9.9, 9.9, 10.0]
fun_coils#408 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.3e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.2e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.5, 6.9, 5.8, 9.2, 9.2, 9.1], mean squared curvature=[10.1, 5.5, 5.5, 9.9, 10.0, 10.0]
fun_coils#409 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.7e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.4, 6.6, 6.4, 8.9, 9.0, 9.0], mean squared curvature=[10.1, 5.5, 6.0, 10.0, 10.2, 10.0]
fun_coils#410 - J=2.2e-04, Jf=2.2e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.2e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.0e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.2e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.4, 6.8, 6.1, 9.0, 9.1, 9.0], mean squared curvature=[10.1, 5.5, 5.7, 9.9, 10.0, 10.0]
fun_coils#411 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.0e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.3, 6.5, 6.5, 8.8, 8.5, 9.0], mean squared curvature=[10.1, 5.5, 6.0, 10.0, 10.0, 10.0]
fun_coils#412 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.1e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.1e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.2, 6.3, 6.9, 8.6, 8.5, 9.2], mean squared curvature=[10.1, 5.4, 6.5, 10.1, 10.2, 10.0]
fun_coils#413 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.4e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.6e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=3.0e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.2, 6.5, 6.6, 8.7, 8.4, 9.1], mean squared curvature=[10.1, 5.4, 6.2, 10.0, 10.0, 10.0]
fun_coils#414 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.8e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 6.4, 6.8, 8.6, 8.3, 9.2], mean squared curvature=[10.0, 5.4, 6.4, 10.0, 10.1, 10.0]
fun_coils#415 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.0, 6.3, 6.8, 8.6, 8.0, 9.4], mean squared curvature=[10.0, 5.4, 6.5, 10.2, 9.9, 10.1]
fun_coils#416 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.3e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.1, 6.3, 6.8, 8.6, 8.2, 9.3], mean squared curvature=[10.0, 5.4, 6.4, 10.1, 10.0, 10.0]
fun_coils#417 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.0, 6.4, 6.8, 8.4, 8.2, 9.5], mean squared curvature=[10.0, 5.5, 6.4, 9.9, 10.0, 10.1]
fun_coils#418 - J=2.2e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[6.0, 6.4, 6.6, 8.4, 8.0, 9.4], mean squared curvature=[10.0, 5.5, 6.2, 9.9, 9.9, 10.0]
fun_coils#419 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.2e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.8e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.9, 6.2, 6.7, 8.3, 8.1, 9.5], mean squared curvature=[10.0, 5.4, 6.3, 9.9, 10.0, 10.0]
fun_coils#420 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.8, 5.9, 6.9, 8.0, 8.7, 9.6], mean squared curvature=[10.1, 5.4, 6.5, 9.9, 10.1, 10.1]
fun_coils#421 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.8, 6.1, 6.8, 8.2, 8.3, 9.5], mean squared curvature=[10.1, 5.4, 6.4, 9.9, 10.0, 10.1]
fun_coils#422 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.7, 5.9, 6.9, 7.9, 8.7, 9.6], mean squared curvature=[10.1, 5.4, 6.5, 9.9, 10.1, 10.1]
fun_coils#423 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.7e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.8, 6.0, 6.8, 8.0, 8.5, 9.6], mean squared curvature=[10.1, 5.4, 6.4, 9.9, 10.0, 10.1]
fun_coils#424 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=6.3e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.7, 5.8, 6.7, 7.9, 8.5, 9.6], mean squared curvature=[10.1, 5.4, 6.4, 9.9, 10.0, 10.1]
fun_coils#425 - J=2.1e-04, Jf=2.1e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.1e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.6, 5.6, 6.7, 8.1, 8.5, 9.6], mean squared curvature=[10.0, 5.4, 6.4, 9.9, 10.0, 10.0]
fun_coils#426 - J=2.1e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.8e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 5.3, 6.6, 8.5, 8.5, 9.5], mean squared curvature=[10.1, 5.4, 6.3, 9.9, 10.0, 10.1]
fun_coils#427 - J=2.1e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.3e-08, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.2e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.3, 5.0, 6.6, 8.9, 8.5, 9.4], mean squared curvature=[10.0, 5.4, 6.3, 9.9, 9.9, 10.0]
fun_coils#428 - J=2.1e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.3e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 4.7, 6.7, 9.4, 8.6, 9.3], mean squared curvature=[10.1, 5.4, 6.4, 9.9, 10.0, 10.1]
fun_coils#429 - J=2.1e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.18 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.5e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.3, 4.9, 6.6, 9.1, 8.5, 9.4], mean squared curvature=[10.1, 5.4, 6.4, 9.9, 9.9, 10.1]
fun_coils#430 - J=2.1e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=8.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 4.5, 6.9, 9.6, 8.5, 9.3], mean squared curvature=[10.1, 5.4, 6.5, 10.0, 10.0, 10.1]
fun_coils#431 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-08, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.4e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.3, 4.5, 6.9, 9.5, 8.6, 9.3], mean squared curvature=[10.0, 5.4, 6.5, 10.0, 9.9, 10.0]
fun_coils#432 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.1e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 4.5, 7.1, 9.8, 8.8, 9.2], mean squared curvature=[10.0, 5.4, 6.6, 10.0, 10.0, 10.0]
fun_coils#433 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.8e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=1.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.5, 4.5, 7.2, 9.9, 9.1, 9.2], mean squared curvature=[10.1, 5.4, 6.5, 10.0, 9.9, 10.1]
fun_coils#434 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=1.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.5, 4.5, 7.1, 9.9, 9.3, 9.2], mean squared curvature=[10.0, 5.4, 6.4, 9.9, 9.9, 10.0]
fun_coils#435 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=5.9e-09, J_MSC=5.2e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.5, 4.6, 7.1, 10.1, 9.7, 9.2], mean squared curvature=[10.1, 5.5, 6.4, 9.9, 10.0, 10.1]
fun_coils#436 - J=2.0e-04, Jf=2.0e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=2.0e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=5.6e-11, J_MSC=1.2e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.5e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 4.6, 6.9, 10.0, 9.9, 9.2], mean squared curvature=[10.0, 5.5, 6.4, 9.9, 9.9, 10.0]
fun_coils#437 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=7.6e-08, J_MSC=2.7e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.4, 4.7, 6.7, 10.0, 10.4, 9.3], mean squared curvature=[10.1, 5.5, 6.3, 9.8, 9.9, 10.0]
fun_coils#438 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-09, J_MSC=3.0e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.8e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.2, 4.7, 6.4, 10.1, 9.4, 9.4], mean squared curvature=[10.0, 5.5, 6.0, 9.7, 9.9, 10.1]
fun_coils#439 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=8.8e-12, J_MSC=0.0e+00, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.1e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.2, 4.6, 6.4, 10.0, 9.4, 9.3], mean squared curvature=[10.0, 5.5, 6.0, 9.6, 9.9, 10.0]
fun_coils#440 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.2e-08, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.0e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.2, 10.0, 9.3, 9.2], mean squared curvature=[10.0, 5.5, 5.9, 9.6, 9.9, 10.0]
fun_coils#441 - J=2.1e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=4.4e-07, J_MSC=2.0e-05, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.3, 4.8, 6.1, 10.8, 10.1, 9.1], mean squared curvature=[10.5, 5.5, 5.8, 9.4, 10.2, 10.4]
fun_coils#442 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=5.9e-09, J_MSC=2.1e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.1e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.2, 10.1, 9.5, 9.2], mean squared curvature=[10.1, 5.5, 5.9, 9.5, 10.0, 10.0]
fun_coils#443 - J=2.0e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=6.5e-08, J_MSC=1.3e-06, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.6e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.2, 10.3, 10.1, 9.1], mean squared curvature=[10.1, 5.5, 5.9, 9.5, 10.1, 10.1]
fun_coils#444 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-08, J_MSC=2.2e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=2.3e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.2, 10.2, 9.7, 9.1], mean squared curvature=[10.0, 5.5, 5.9, 9.5, 10.0, 10.0]
fun_coils#445 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=8.9e-08, J_MSC=4.4e-07, J_ALS=1.5e-06, J_LENGTH_PENALTY=1.9e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.0, 10.5, 9.9, 9.0], mean squared curvature=[10.1, 5.5, 5.8, 9.4, 9.9, 10.0]
fun_coils#446 - J=1.9e-04, Jf=1.9e-04, ⟨B·n⟩=1.3e-03, C-C-Sep=0.17 Jf=1.9e-04, J_length=2.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=0.0e+00, J_ALS=1.5e-06, J_LENGTH_PENALTY=1.7e-06 Coil lengths=sum([4.5, 4.5, 4.5, 4.5, 4.5, 4.5])=27.0, curvature=[5.1, 4.7, 6.0, 10.0, 10.0, 8.9], mean squared curvature=[10.0, 5.4, 5.7, 9.3, 9.8, 10.0]
