
Aspect ratio at max_mode 3: 7.0005969980925915
Mean iota at 3: -0.46675452068156176
Squared flux at max_mode 3: 0.00776731652366406
fun_coils_simple#1 - J=1.2e-02, Jf=9.4e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.20 Jf=9.4e-03, J_length=9.6e-07, J_CC=0.0e+00, J_CURVATURE=2.5e-05, J_MSC=2.7e-03, J_ALS=4.2e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.1, 3.2, 3.3])=9.6, curvature=[13.7, 15.8, 10.2], mean squared curvature=[13.8, 15.9, 12.1]
fun_coils#1265 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1266 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1267 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1268 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1269 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1270 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1271 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1272 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1273 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1274 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1275 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1276 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1277 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=3.0e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1278 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1279 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1280 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1281 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1282 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1283 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1284 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1285 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1286 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1287 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1288 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.6e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1289 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1290 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1291 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1292 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1293 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1294 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.9e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1295 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1296 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1297 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1298 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1299 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1300 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1301 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1302 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1303 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1304 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1305 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1306 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1307 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1308 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1309 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1310 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1311 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1312 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1313 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1314 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1315 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1316 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.6e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1317 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.4, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1318 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1319 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1320 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.7e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1321 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.7e-07, J_LENGTH_PENALTY=3.4e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1322 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.7e-07, J_LENGTH_PENALTY=3.7e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.3], mean squared curvature=[10.1, 10.0, 10.0]
fun_coils#1323 - J=8.9e-05, Jf=8.7e-05, ⟨B·n⟩=5.2e-04, C-C-Sep=0.10 Jf=8.7e-05, J_length=1.7e-06, J_CC=1.9e-06, J_CURVATURE=0.0e+00, J_MSC=2.7e-07, J_ALS=2.7e-07, J_LENGTH_PENALTY=3.5e-07 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.9, 6.5, 9.4], mean squared curvature=[10.1, 10.0, 10.0]
