
Aspect ratio at max_mode 3: 6.000164613385855
Mean iota at 3: 0.41999630252553016
Quasisymmetry objective at max_mode 3: 0.0002308731908214546
Squared flux at max_mode 3: 0.009807367661565593
fun_coils_simple#1 - J=2.6e-02, Jf=1.6e-02, ⟨B·n⟩=1.3e-02, C-C-Sep=0.10 Jf=1.6e-02, J_length=1.2e-06, J_CC=9.1e-11, J_CURVATURE=1.6e-10, J_MSC=5.8e-09, J_ALS=2.2e-08, J_LENGTH_PENALTY=1.0e-02 Coil lengths=sum([6.0, 6.0])=12.0, curvature=[4.9, 5.0], mean squared curvature=[5.0, 5.0]
fun_coils_simple#2 - J=1.0e+00, Jf=6.7e-01, ⟨B·n⟩=8.9e-02, C-C-Sep=0.03 Jf=6.7e-01, J_length=2.1e-06, J_CC=2.0e-04, J_CURVATURE=1.0e-02, J_MSC=5.3e-02, J_ALS=8.2e-06, J_LENGTH_PENALTY=2.9e-01 Coil lengths=sum([9.7, 11.0])=20.7, curvature=[33.2, 51.3], mean squared curvature=[25.8, 30.0]
fun_coils_simple#3 - J=2.0e-02, Jf=1.3e-02, ⟨B·n⟩=1.2e-02, C-C-Sep=0.07 Jf=1.3e-02, J_length=1.2e-06, J_CC=4.5e-06, J_CURVATURE=6.6e-06, J_MSC=3.3e-07, J_ALS=2.3e-08, J_LENGTH_PENALTY=7.1e-03 Coil lengths=sum([5.8, 5.8])=11.7, curvature=[4.9, 6.1], mean squared curvature=[5.0, 5.1]
fun_coils_simple#4 - J=1.6e-02, Jf=1.0e-02, ⟨B·n⟩=9.9e-03, C-C-Sep=0.06 Jf=1.0e-02, J_length=1.2e-06, J_CC=5.5e-06, J_CURVATURE=9.5e-06, J_MSC=4.8e-06, J_ALS=2.7e-08, J_LENGTH_PENALTY=6.0e-03 Coil lengths=sum([5.8, 5.8])=11.6, curvature=[5.0, 6.5], mean squared curvature=[5.3, 5.2]
fun_coils_simple#5 - J=1.3e-02, Jf=8.6e-03, ⟨B·n⟩=8.9e-03, C-C-Sep=0.05 Jf=8.6e-03, J_length=1.1e-06, J_CC=1.1e-05, J_CURVATURE=1.7e-05, J_MSC=9.1e-05, J_ALS=4.8e-08, J_LENGTH_PENALTY=4.1e-03 Coil lengths=sum([5.7, 5.6])=11.3, curvature=[5.0, 7.4], mean squared curvature=[6.3, 5.5]
fun_coils_simple#6 - J=9.5e-03, Jf=7.3e-03, ⟨B·n⟩=8.1e-03, C-C-Sep=0.07 Jf=7.3e-03, J_length=1.1e-06, J_CC=3.6e-06, J_CURVATURE=2.7e-05, J_MSC=1.5e-04, J_ALS=8.9e-08, J_LENGTH_PENALTY=2.1e-03 Coil lengths=sum([5.5, 5.4])=10.9, curvature=[6.1, 7.7], mean squared curvature=[6.5, 5.9]
fun_coils_simple#7 - J=3.9e-01, Jf=4.5e-03, ⟨B·n⟩=6.3e-03, C-C-Sep=0.07 Jf=4.5e-03, J_length=1.0e-06, J_CC=5.0e-06, J_CURVATURE=2.1e-02, J_MSC=3.8e-01, J_ALS=2.1e-07, J_LENGTH_PENALTY=4.2e-04 Coil lengths=sum([5.2, 5.2])=10.4, curvature=[85.2, 175.9], mean squared curvature=[32.3, 88.0]
fun_coils_simple#8 - J=9.5e-03, Jf=7.2e-03, ⟨B·n⟩=8.1e-03, C-C-Sep=0.07 Jf=7.2e-03, J_length=1.1e-06, J_CC=3.6e-06, J_CURVATURE=2.6e-05, J_MSC=1.5e-04, J_ALS=9.0e-08, J_LENGTH_PENALTY=2.1e-03 Coil lengths=sum([5.5, 5.4])=10.9, curvature=[6.1, 7.6], mean squared curvature=[6.5, 5.9]
fun_coils_simple#9 - J=2.5e-02, Jf=5.6e-03, ⟨B·n⟩=6.9e-03, C-C-Sep=0.07 Jf=5.6e-03, J_length=1.1e-06, J_CC=3.4e-06, J_CURVATURE=3.8e-03, J_MSC=1.9e-02, J_ALS=1.5e-07, J_LENGTH_PENALTY=7.3e-04 Coil lengths=sum([5.3, 5.2])=10.5, curvature=[10.4, 86.6], mean squared curvature=[8.9, 23.9]
fun_coils_simple#10 - J=8.2e-03, Jf=6.6e-03, ⟨B·n⟩=7.7e-03, C-C-Sep=0.07 Jf=6.6e-03, J_length=1.1e-06, J_CC=3.3e-06, J_CURVATURE=3.0e-05, J_MSC=1.3e-04, J_ALS=1.1e-07, J_LENGTH_PENALTY=1.5e-03 Coil lengths=sum([5.4, 5.3])=10.8, curvature=[6.2, 9.5], mean squared curvature=[6.5, 5.6]
fun_coils_simple#11 - J=3.7e-01, Jf=4.3e-03, ⟨B·n⟩=6.1e-03, C-C-Sep=0.06 Jf=4.3e-03, J_length=1.0e-06, J_CC=5.6e-06, J_CURVATURE=2.0e-02, J_MSC=3.7e-01, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.8e-04 Coil lengths=sum([5.2, 5.1])=10.3, curvature=[22.9, 241.9], mean squared curvature=[11.0, 90.6]
