
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 1.4950781826898709e-05
fun_coils_simple#1 - J=1.1e-02, Jf=1.9e-05, ⟨B·n⟩=6.8e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=3.5e-08, J_CURVATURE=4.1e-06, J_MSC=2.0e-03, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.0e-03 Coil lengths=sum([4.5, 4.5, 4.4, 4.2, 4.3, 4.4, 4.4, 4.5, 4.5, 4.5])=44.1, curvature=[6.9, 6.2, 7.8, 11.1, 8.3, 9.1, 11.2, 8.9, 10.2, 9.8], mean squared curvature=[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]
fun_coils#9 - J=1.7e-03, Jf=2.4e-04, ⟨B·n⟩=2.3e-03, C-C-Sep=0.13 Jf=2.4e-04, J_length=4.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-04, J_ALS=9.2e-07, J_LENGTH_PENALTY=1.4e-03 Coil lengths=sum([4.2, 4.2, 4.1, 4.1, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2])=41.6, curvature=[5.5, 6.3, 7.1, 6.6, 8.5, 7.6, 7.3, 6.9, 8.2, 7.6], mean squared curvature=[11.2, 10.9, 9.4, 7.6, 7.3, 7.4, 6.1, 7.6, 9.8, 10.0]
fun_coils#10 - J=7.2e-02, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.12 Jf=2.0e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=9.0e-04, J_MSC=7.1e-02, J_ALS=8.6e-07, J_LENGTH_PENALTY=3.4e-04 Coil lengths=sum([4.1, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.1, 4.0, 4.2])=40.7, curvature=[17.1, 6.4, 7.2, 4.3, 5.0, 10.0, 12.6, 11.4, 10.7, 23.5], mean squared curvature=[23.5, 11.3, 8.1, 5.3, 5.3, 7.2, 8.8, 8.8, 10.9, 45.0]
fun_coils#11 - J=1.6e-03, Jf=2.3e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.3e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.1e-04, J_ALS=9.1e-07, J_LENGTH_PENALTY=1.1e-03 Coil lengths=sum([4.2, 4.1, 4.1, 4.1, 4.1, 4.2, 4.2, 4.2, 4.1, 4.2])=41.5, curvature=[5.4, 6.2, 7.1, 6.0, 7.9, 7.3, 6.4, 6.8, 8.1, 9.3], mean squared curvature=[11.2, 10.8, 9.2, 7.1, 6.6, 6.8, 5.5, 7.2, 9.8, 11.4]
fun_coils#12 - J=1.4e-03, Jf=2.1e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.1e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.4e-04, J_ALS=8.9e-07, J_LENGTH_PENALTY=8.3e-04 Coil lengths=sum([4.1, 4.1, 4.1, 4.1, 4.1, 4.1, 4.2, 4.1, 4.1, 4.1])=41.3, curvature=[7.5, 5.9, 7.1, 5.2, 7.1, 6.8, 5.1, 6.7, 7.9, 9.1], mean squared curvature=[12.5, 10.8, 8.8, 6.4, 5.8, 6.1, 4.9, 6.9, 9.8, 10.3]
fun_coils#13 - J=9.3e-04, Jf=2.0e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=1.5e-07, J_MSC=2.2e-04, J_ALS=8.8e-07, J_LENGTH_PENALTY=5.1e-04 Coil lengths=sum([4.1, 4.1, 4.1, 4.0, 4.1, 4.1, 4.1, 4.1, 4.1, 4.1])=41.0, curvature=[6.1, 5.8, 7.1, 4.8, 5.9, 8.0, 7.2, 8.3, 7.8, 10.5], mean squared curvature=[11.4, 11.1, 8.5, 5.7, 5.1, 5.8, 5.2, 7.3, 10.1, 11.1]
fun_coils#14 - J=8.0e-04, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=8.8e-07, J_LENGTH_PENALTY=4.5e-04 Coil lengths=sum([4.1, 4.1, 4.1, 4.0, 4.1, 4.1, 4.1, 4.1, 4.1, 4.1])=40.9, curvature=[5.7, 5.9, 7.1, 4.7, 5.8, 8.0, 7.3, 8.8, 8.1, 7.1], mean squared curvature=[11.4, 11.1, 8.4, 5.6, 5.1, 5.7, 5.2, 7.5, 10.1, 9.2]
fun_coils#15 - J=6.4e-04, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=4.0e-07, J_MSC=1.5e-04, J_ALS=8.7e-07, J_LENGTH_PENALTY=2.9e-04 Coil lengths=sum([4.1, 4.1, 4.0, 4.0, 4.1, 4.1, 4.1, 4.1, 4.0, 4.1])=40.7, curvature=[5.6, 6.0, 7.2, 4.5, 5.4, 8.6, 9.2, 10.8, 9.3, 6.8], mean squared curvature=[11.3, 11.1, 8.2, 5.3, 5.1, 6.0, 6.2, 8.5, 10.3, 9.5]
fun_coils#16 - J=6.3e-04, Jf=2.1e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.1e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=6.7e-06, J_MSC=3.0e-04, J_ALS=8.5e-07, J_LENGTH_PENALTY=1.2e-04 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0])=40.4, curvature=[5.6, 6.4, 7.3, 5.4, 6.0, 10.2, 11.7, 10.3, 12.0, 8.5], mean squared curvature=[11.3, 10.9, 8.0, 5.4, 6.2, 7.5, 8.9, 10.2, 11.2, 11.4]
fun_coils#17 - J=5.5e-04, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.1e-06, J_CC=0.0e+00, J_CURVATURE=2.0e-07, J_MSC=1.3e-04, J_ALS=8.6e-07, J_LENGTH_PENALTY=2.2e-04 Coil lengths=sum([4.1, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.1, 4.0, 4.1])=40.6, curvature=[5.6, 6.1, 7.2, 4.4, 5.1, 9.1, 10.0, 10.6, 10.0, 7.1], mean squared curvature=[11.3, 11.0, 8.1, 5.3, 5.3, 6.3, 6.8, 8.9, 10.0, 9.9]
fun_coils#18 - J=6.3e-04, Jf=2.1e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.1e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=1.4e-05, J_MSC=3.1e-04, J_ALS=8.5e-07, J_LENGTH_PENALTY=9.8e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0])=40.3, curvature=[5.4, 6.4, 7.3, 5.8, 6.5, 10.4, 11.8, 9.5, 13.1, 9.0], mean squared curvature=[11.2, 10.6, 8.0, 5.5, 6.5, 7.7, 9.3, 10.4, 10.7, 11.9]
fun_coils#19 - J=4.8e-04, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=1.7e-06, J_MSC=1.3e-04, J_ALS=8.6e-07, J_LENGTH_PENALTY=1.5e-04 Coil lengths=sum([4.1, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.1, 4.0, 4.0])=40.5, curvature=[5.5, 6.2, 7.3, 4.9, 5.1, 9.6, 10.8, 10.1, 11.2, 7.9], mean squared curvature=[11.2, 10.8, 8.1, 5.3, 5.7, 6.8, 7.8, 9.4, 10.2, 10.6]
fun_coils#20 - J=3.8e-04, Jf=2.0e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=2.0e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=6.0e-06, J_MSC=8.2e-05, J_ALS=8.5e-07, J_LENGTH_PENALTY=9.1e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0])=40.3, curvature=[5.2, 6.2, 7.3, 5.6, 6.2, 9.9, 10.7, 8.5, 12.3, 7.9], mean squared curvature=[11.1, 10.5, 8.0, 5.4, 6.3, 7.3, 8.5, 9.7, 10.4, 10.1]
fun_coils#21 - J=3.3e-04, Jf=1.9e-04, ⟨B·n⟩=2.2e-03, C-C-Sep=0.13 Jf=1.9e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=1.6e-07, J_MSC=6.3e-05, J_ALS=8.4e-07, J_LENGTH_PENALTY=7.3e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.1, 4.1, 4.0, 4.0, 4.0])=40.2, curvature=[5.1, 6.3, 7.4, 5.8, 6.4, 9.8, 9.9, 8.5, 10.5, 8.0], mean squared curvature=[11.0, 10.4, 8.0, 5.4, 6.4, 7.3, 8.3, 9.6, 9.9, 10.1]
fun_coils#22 - J=3.0e-04, Jf=1.9e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.12 Jf=1.9e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-09, J_MSC=5.7e-05, J_ALS=8.4e-07, J_LENGTH_PENALTY=5.0e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.1, 4.1, 4.0, 4.0, 4.0])=40.1, curvature=[5.3, 6.4, 7.5, 6.3, 6.9, 9.8, 9.5, 8.8, 10.0, 8.3], mean squared curvature=[11.0, 10.4, 8.0, 5.6, 6.7, 7.5, 8.5, 10.0, 9.9, 10.3]
fun_coils#23 - J=2.7e-04, Jf=1.8e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.12 Jf=1.8e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=5.0e-05, J_ALS=8.4e-07, J_LENGTH_PENALTY=3.5e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.1, 4.0, 3.9, 4.0])=40.1, curvature=[5.5, 6.5, 7.5, 6.4, 6.9, 9.2, 8.5, 8.7, 9.2, 7.9], mean squared curvature=[10.9, 10.4, 8.1, 5.6, 6.7, 7.2, 7.9, 9.7, 9.9, 10.0]
fun_coils#24 - J=2.5e-04, Jf=1.8e-04, ⟨B·n⟩=2.1e-03, C-C-Sep=0.12 Jf=1.8e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.7e-05, J_ALS=8.4e-07, J_LENGTH_PENALTY=2.8e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.1, 4.0, 3.9, 4.0])=40.0, curvature=[5.5, 6.4, 7.6, 6.6, 7.0, 9.0, 8.0, 8.8, 8.9, 7.9], mean squared curvature=[10.9, 10.4, 8.1, 5.6, 6.8, 7.1, 7.7, 9.8, 9.9, 10.1]
fun_coils#25 - J=2.2e-04, Jf=1.7e-04, ⟨B·n⟩=2.0e-03, C-C-Sep=0.12 Jf=1.7e-04, J_length=4.0e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.0e-05, J_ALS=8.4e-07, J_LENGTH_PENALTY=1.2e-05 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.9, 4.0])=39.9, curvature=[5.6, 6.0, 7.7, 6.8, 6.8, 8.0, 6.9, 9.2, 9.3, 8.2], mean squared curvature=[10.8, 10.2, 8.2, 5.7, 6.6, 6.7, 6.8, 10.0, 10.1, 9.8]
