
Aspect ratio at max_mode 3: 5.999999836943246
Mean iota at 3: 0.41999659049473215
Quasisymmetry objective at max_mode 3: 2.167484344763954e-05
Squared flux at max_mode 3: 0.06422646722819887
fun_coils_simple#1 - J=5.9e-02, Jf=5.9e-02, ⟨B·n⟩=2.0e-02, C-C-Sep=0.17 Jf=5.9e-02, J_length=1.4e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.8e-07, J_ALS=2.8e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.7, 4.7, 4.7])=14.0, curvature=[3.2, 4.5, 4.7], mean squared curvature=[3.9, 5.0, 5.1]
 Quasisymmetry objective=0.0011197454089533598
 aspect=6.009507808041317
 mean iota=0.4191714183816825

fun#67 - J=3.3e-02, Jf=6.2e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.14
Jf=6.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.1e-10, J_MSC=2.4e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.5e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16285972211561167, 0.01327289388821696, 0.0018965088626945667, 0.00045177826063200937, 0.0036006907355399815, 0.03622689705485147, 0.16928595595402088, -0.11164950637428447, -0.012648108343872021, -0.0031020824638894953, -0.0006243852196324516, 0.0011601113616888782, 0.002593574241087722, 0.004436324593965506, 0.027716461674328917, 0.006958249072835323, -0.00040802117423780973, -0.00031299876907430786, -0.00024306249047318875, 5.3308086155392796e-05, -0.0022015599398218524, -0.0021317754389419984, -0.00015351968544750972, 0.00024925349696987514, -0.1314582740272106, -0.009799807330613109, 0.00012464221225453735, 0.0002796712372042846, 0.0026706528762542522, 0.03702621295549215, 0.21283130919740623, 0.07503089568113976, 0.017199251225596526, 0.0020549409059159845, -0.0006827360641801795, 0.0003053198288675121, 0.0035680902112620585, 0.003753899581563783, -0.012608884397506433, -0.002013513283493029, -0.0003712206983072121, -0.000186035823413918, -0.00011795763060992454, -0.00019751096464059573, -0.002158889962281121, 0.001385198136774657, 0.0012118256459314604, -7.425315000145971e-05
 Quasisymmetry objective=0.0011394466763981178
 aspect=6.009516751575035
 mean iota=0.41918491672734093

fun#68 - J=3.3e-02, Jf=6.2e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.14
Jf=6.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=3.8e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16271073822785223, 0.013315060160939089, 0.0019320132217285505, 0.00043357992780157934, 0.0035260159295730092, 0.036223600037364696, 0.16944065878248152, -0.11170740479086057, -0.012537136439598763, -0.0031299604858411696, -0.000633041178160889, 0.001184792253267859, 0.0026049216917854445, 0.004476711337910847, 0.02767582908481142, 0.006892969742305753, -0.0003510595020698176, -0.0003149456850035805, -0.00024597837553317633, 7.560898558546949e-05, -0.0022195253184841566, -0.0021365526523957107, -0.00017179052063269465, 0.00023224656387057347, -0.13156551508790484, -0.009855510826195747, 0.0001347738662057943, 0.00026962971098475595, 0.00258722237429904, 0.036927206121708, 0.2126993365188337, 0.07501606541984054, 0.017205221780965455, 0.002074685305622962, -0.0006982719523981424, 0.00030708725930421086, 0.003615144290127988, 0.00385024762253637, -0.012609038193710303, -0.0020516768945453598, -0.0003848244742045185, -0.00018558137523283608, -0.00011229242623986532, -0.00017883069010436487, -0.0021850070940159995, 0.0014786872614014175, 0.001207572936232955, -6.73585575086714e-05
 Quasisymmetry objective=0.0011638941632253635
 aspect=6.009461617219302
 mean iota=0.4191327203872036

fun#69 - J=3.3e-02, Jf=6.1e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.14
Jf=6.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.9e-09, J_MSC=9.3e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=4.9e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16252331629107042, 0.01332787645943755, 0.0019814891309583396, 0.0004072774451033256, 0.003495337148999169, 0.03618077188687473, 0.169609261448974, -0.11178999486918074, -0.012434716375107995, -0.0031272493986268207, -0.0006511944771070189, 0.001207508091634837, 0.0026432390189664087, 0.004492794238776411, 0.02759797513419049, 0.006898388620355161, -0.00034648167584607506, -0.00032066802912197846, -0.00026818448964733877, 9.815215988000475e-05, -0.0022188582320757503, -0.0020872544224297177, -0.00024647056811899476, 0.0002566997466365053, -0.13167642645376712, -0.00985275984681057, 0.0001534005342935704, 0.0002552877925827124, 0.002521736670504013, 0.03681835961969594, 0.21253993578489241, 0.07503437987388441, 0.017130078598295972, 0.0020809202939273633, -0.0007223391569899196, 0.0002935443113404333, 0.003659017495849039, 0.003887557966863481, -0.0126118733543772, -0.002051692986667122, -0.0003830256066536534, -0.00018922038376096916, -0.00012592849805746021, -0.0001623036117218152, -0.002181716654915946, 0.0015478696028088353, 0.0011820860981474168, -7.190905120605973e-05
 Quasisymmetry objective=0.0011693672067116707
 aspect=6.01010084248371
 mean iota=0.4191311330634513

fun#70 - J=3.3e-02, Jf=6.1e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.14
Jf=6.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-09, J_MSC=8.2e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=5.4e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16235821888872587, 0.013321853535133849, 0.002005814723513934, 0.00039249044336428117, 0.0034526114080666724, 0.036151524448300346, 0.16974908047637857, -0.11176412492399967, -0.012394044461752882, -0.0031022906602343647, -0.0006663949656732284, 0.0012075550106881118, 0.0026683238685696535, 0.004467314381168945, 0.027591522074179368, 0.006929676172114303, -0.0003660108320246774, -0.00032720323455334856, -0.00028610738154961766, 5.963271697307527e-05, -0.0022329997593762106, -0.0020731973736955686, -0.00022828923619780904, 0.0002544570843574905, -0.13178007647501172, -0.009790138195933261, 0.00018107573670338335, 0.0002444829648502653, 0.002490408731350772, 0.0366660011691647, 0.212420948468526, 0.07501075905064784, 0.01706995608376858, 0.0020811156896983576, -0.0007424245676804232, 0.000253203463299658, 0.0036559066360641276, 0.003869649844464392, -0.012684882996466012, -0.002027893762453044, -0.0003690316800903066, -0.0001939649516357626, -0.0001362521691712664, -0.00018547218531450468, -0.0022066870998738945, 0.0015114149561445461, 0.001203988168540948, -6.700308099276217e-05
 Quasisymmetry objective=0.0011686523390423442
 aspect=6.009790139220607
 mean iota=0.41916394468976814

fun#71 - J=3.2e-02, Jf=5.9e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.14
Jf=5.9e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=3.9e-09, J_MSC=5.0e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=7.6e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.0, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16209974536837668, 0.01321929869452823, 0.0020825883643676006, 0.0003744173505622049, 0.0033349679745733624, 0.03606582346520099, 0.16986163264043566, -0.11170586782076902, -0.012280864585346758, -0.0031429439239005997, -0.0006760295612232598, 0.0012842050460663479, 0.0026711634769493015, 0.00441116765184457, 0.027471141215851754, 0.007013805590256926, -0.0004063030622695748, -0.0003295900151102646, -0.0002911584763118589, 5.97004053857706e-05, -0.002204177434627784, -0.0020017974586269546, -0.0002754218315166075, 0.0002869941204543349, -0.1319164054427894, -0.009755548414302434, 0.00018684408069315114, 0.00022666936923586528, 0.0023934254376352915, 0.03642693099165874, 0.2121278539862952, 0.07502109410294505, 0.01702898977610498, 0.0021118407640920945, -0.000756419391247176, 0.00030769666620706026, 0.0037320912669633866, 0.0038477600258518875, -0.0126260029906824, -0.001918799255650228, -0.00034832143454118896, -0.00019540128905284456, -0.0001321966663828463, -0.00020732145945870026, -0.002231545616788697, 0.0015647186061511504, 0.0012026454817479215, -7.508448589752376e-05
 Quasisymmetry objective=0.0011749879733825754
 aspect=6.012648126413135
 mean iota=0.4190353928031683

fun#72 - J=3.2e-02, Jf=5.9e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.13
Jf=5.9e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-09, J_MSC=1.3e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=8.2e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.0, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16184630762361987, 0.01316343072831205, 0.002137500879348683, 0.0003670630974567356, 0.0032296681263103916, 0.03593692795914081, 0.17010705204276153, -0.1116857100116608, -0.012178663827792006, -0.0031713457757733664, -0.0006936442965783957, 0.0013176632378443802, 0.002641768274362211, 0.00440860763234558, 0.02746321995999436, 0.006973527335105837, -0.00039740907036597795, -0.0003336247791407365, -0.00028708247311186476, 6.279072359429185e-05, -0.0022619435560996192, -0.0019025366082787766, -0.0003025556918382342, 0.00029731485567061967, -0.13196409298398695, -0.009755039483428471, 0.00019419135654393278, 0.00021178804196472605, 0.0022980542174097056, 0.03616736057039296, 0.21184900576166096, 0.07507130073097157, 0.016994427193518513, 0.002127909581731692, -0.0007757340309653504, 0.0003177792431867626, 0.0037394515893083946, 0.0038853152762704773, -0.012551556343233218, -0.001877830558198251, -0.00034703765084272175, -0.0002001099582145856, -0.00012417387886042713, -0.0001996664264188818, -0.0023000002079776225, 0.0016107640540778552, 0.0011934537108835859, -7.503645434254355e-05
 Quasisymmetry objective=0.0011956148702360323
 aspect=6.013393236587236
 mean iota=0.419000903851749

fun#73 - J=3.2e-02, Jf=5.8e-06, ⟨B·n⟩=2.3e-04, , C-C-Sep=0.13
Jf=5.8e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.1e-09, J_MSC=1.5e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=8.5e-08
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.0, 4.9, 5.0], mean squared curvature=[4.7, 5.0, 5.0]
 surface dofs=0.16159404697313223, 0.013125933569600085, 0.0021816045744279373, 0.00036865309356851457, 0.0031127018543732742, 0.03581185444326914, 0.1703895781597122, -0.1116454240354572, -0.012121804509304205, -0.0031809073366232256, -0.000712508549359091, 0.0013357066229234907, 0.0026111888646292414, 0.004393645641141777, 0.027478341008537837, 0.0069245493887940416, -0.00039103326619883164, -0.00033672885868541146, -0.0002806408622967037, 1.914597023361778e-05, -0.002329113960655772, -0.0017921930083718593, -0.00030586700388699975, 0.00029371930683735035, -0.13202488259544412, -0.0097466402135289, 0.0002031436128285951, 0.00019903947827372157, 0.0022204329606174645, 0.035848408733842624, 0.2115837560570464, 0.07513816446522387, 0.016954627396158738, 0.0021320717294747017, -0.0007936633684391039, 0.0003178999578563481, 0.0037368073733993934, 0.003918656774542917, -0.012489266186175333, -0.0018503625576509922, -0.0003471299423299297, -0.0002061091692530747, -0.00011550814763714877, -0.00023452366513811818, -0.0024303493131209433, 0.001634000420059799, 0.0011984955233139665, -7.219216509926099e-05
 Quasisymmetry objective=0.0012194891368347042
 aspect=6.013332671023461
 mean iota=0.41899621170054735

fun#74 - J=3.1e-02, Jf=5.7e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.7e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-09, J_MSC=8.6e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.0e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.0, 5.0, 5.0], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.16130797501965444, 0.01302276564835058, 0.0022309114733521838, 0.0003618861861613319, 0.003045264215608056, 0.03560588263515866, 0.17061214135511335, -0.11157709387354041, -0.012075573275845955, -0.0032020237255201726, -0.0007434369187713397, 0.0013468360126319718, 0.002618050837016014, 0.004389429570854874, 0.027401574382323098, 0.00695812298590683, -0.00043081587088415795, -0.00033883829017345037, -0.00026950210864652924, 8.023644611769354e-05, -0.0023171374125250843, -0.001739973108989725, -0.00033886830513487503, 0.00032679962472924654, -0.13208871145207185, -0.009670730050111785, 0.0002125619768103181, 0.00018148896054084334, 0.00212715900062885, 0.03555629620729968, 0.21134237667173855, 0.0752685973941529, 0.016906784502105508, 0.0021393685905760607, -0.0008183051261546819, 0.00031158600810531344, 0.0037577439170356527, 0.0040204695908840895, -0.012371684461038437, -0.0017695869087552517, -0.00033444724211977603, -0.00021366640946109594, -0.0001068967933161627, -0.00016860759826318214, -0.0024020149590744284, 0.0016891460366537537, 0.0011837493585977585, -8.056114466510287e-05
 Quasisymmetry objective=0.0012259294948748776
 aspect=6.014753967825987
 mean iota=0.4189652153343133

fun#75 - J=3.1e-02, Jf=5.7e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.7e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=5.2e-09, J_MSC=8.9e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.1, 5.0, 5.0], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.16106842523540268, 0.013019036919150689, 0.002259474663328722, 0.00035219763469913787, 0.0030114392079155275, 0.03549535244675875, 0.17086910052486154, -0.11156101846056156, -0.01209912422910456, -0.003169487434789087, -0.000768189272747113, 0.001327561642206873, 0.002642919336265131, 0.004363733869756569, 0.027400887224909465, 0.006960970901590352, -0.0004509506811061284, -0.0003421815102977611, -0.00027578683258418826, 5.833478617616062e-05, -0.002323635543679884, -0.0016993615648648241, -0.00034172639458721933, 0.0003273893334877637, -0.13218722277366862, -0.009623028370976425, 0.00022486844170205755, 0.00016954829114730545, 0.002093841168935301, 0.03529509571585693, 0.21121744347758237, 0.07537655507867856, 0.016836082404502524, 0.002126932466987424, -0.0008408719128079874, 0.0002771112451372914, 0.0037624814101140324, 0.004055148195145856, -0.012362601943397212, -0.0017661288046571222, -0.0003310818860662932, -0.00021915645353404363, -0.00011244174234981919, -0.00018152822682467225, -0.00245798581781827, 0.0017061102114131466, 0.001194635299036149, -7.862547690985805e-05
 Quasisymmetry objective=0.0012455635407453173
 aspect=6.0137872391424025
 mean iota=0.419067947338916

fun#76 - J=3.1e-02, Jf=5.6e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.6e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.4e-09, J_MSC=7.1e-09, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 4.9, 5.0], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.16079807572594706, 0.01296609188494403, 0.0023362478625626177, 0.00033020422937166116, 0.002985613418617171, 0.03539218131205636, 0.17105910016839038, -0.11154072522933897, -0.012097813088117276, -0.0031559071041901586, -0.0007878380572495872, 0.0013614191695391926, 0.00264951127564472, 0.004320226564455302, 0.02736706390678223, 0.006996014269319871, -0.0004841742700456321, -0.00034311277369025793, -0.00028377595940877085, 6.941869784646344e-05, -0.0023115415575772967, -0.0016705471174665882, -0.00035895889319757107, 0.0003421113042774258, -0.13231300218663827, -0.009617871699951297, 0.00022312895428972565, 0.0001602990103574287, 0.002065250102220145, 0.03506903559852251, 0.21107490254870412, 0.07545326092438895, 0.016753093760436703, 0.0021320162455426566, -0.0008638222392486554, 0.00030251114334718296, 0.0037925485109494947, 0.004042056613352408, -0.01234244678936008, -0.0017378197407205717, -0.00032388514322341777, -0.0002201306299443564, -0.00011362602599084602, -0.00018141949797304818, -0.0024707209681932626, 0.0017271061978596913, 0.00120138397499775, -7.848059956632331e-05
 Quasisymmetry objective=0.0012824900859488566
 aspect=6.0137920624174654
 mean iota=0.41915298354790914

fun#77 - J=3.0e-02, Jf=5.5e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.5e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.0e-09, J_MSC=1.2e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.1e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.2, 4.9, 5.0], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.16047197798356772, 0.013003499246727217, 0.0023617904150331995, 0.00027919747741163357, 0.00294137816867708, 0.03533810241833071, 0.17125991363389007, -0.1116002904879228, -0.012029706718189006, -0.003111066252461811, -0.0008158802325380368, 0.001326021024440323, 0.0027277053624043227, 0.004357492672007084, 0.02733563656198189, 0.006984707582086675, -0.0005161181702411916, -0.0003476708327367649, -0.00030966320249864004, 6.445620891295033e-05, -0.0022889980196898357, -0.00163374772290805, -0.00036409396013712346, 0.00035765323970020574, -0.13240740331289538, -0.009522656916534162, 0.00024536907492206053, 0.0001395662257409654, 0.0020033990665491294, 0.034844547207534, 0.21090828136500675, 0.07547767311933513, 0.016650905379461928, 0.002138303361411964, -0.0008953170410442619, 0.00023706096123196903, 0.003811534762812213, 0.004115159849233704, -0.012268562049233765, -0.001683936286680541, -0.00031097251275130373, -0.0002238072022429659, -0.0001373036357493083, -0.00017339049032483322, -0.002461347686757925, 0.0017604584010751647, 0.0011961186580861434, -8.150580239642052e-05
 Quasisymmetry objective=0.0013236934380313568
 aspect=6.013540237904961
 mean iota=0.4192215187985683

fun#78 - J=3.0e-02, Jf=5.4e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.4e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.7e-09, J_MSC=1.3e-08, J_ALS=1.2e-07, J_LENGTH_PENALTY=1.3e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.3, 5.0, 5.1], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.1601269452042039, 0.013042864112472592, 0.002408678444393475, 0.00023395903454214592, 0.002826291518406592, 0.035350449443845494, 0.1714023397382856, -0.11165999484083972, -0.011877366514869616, -0.0031210644339553415, -0.0008416781489784141, 0.001333494774191858, 0.002773239353250499, 0.004404753702989154, 0.02724244436703701, 0.006961827938118402, -0.000504935701801763, -0.00035003100992886854, -0.00031872758816580945, 6.668525059525526e-05, -0.0022890587533749888, -0.0015675938807797902, -0.0003806554388316202, 0.0003633890156921844, -0.13255894112055558, -0.00951333228281973, 0.00026774005853668145, 0.00012025203587006203, 0.001894999684625068, 0.03462698188890354, 0.21068683266047328, 0.07544512399069936, 0.01659689804218931, 0.002165318946255576, -0.0009252356995232044, 0.00021568875752129706, 0.003861507161829217, 0.0041993017905423615, -0.012199452400132333, -0.0016513059581619014, -0.00031217599851012635, -0.00022862537595291893, -0.00014416762750020612, -0.00016536569980864978, -0.002463607232729201, 0.0017759838935465643, 0.0011848163307737083, -8.181627216300394e-05
 Quasisymmetry objective=0.001384837173619902
 aspect=6.01453042146887
 mean iota=0.4192209124870318

fun#79 - J=2.9e-02, Jf=5.3e-06, ⟨B·n⟩=2.2e-04, , C-C-Sep=0.13
Jf=5.3e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=5.9e-09, J_MSC=1.6e-08, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[4.8, 5.0, 5.1], mean squared curvature=[4.9, 5.0, 5.0]
 surface dofs=0.15980291869342308, 0.013082867563833393, 0.0024828848407209766, 0.0002082363957800433, 0.0026616402687073943, 0.0354194518438233, 0.1715073264106307, -0.11172445505500744, -0.011660780545688977, -0.0031767897110210994, -0.0008602740155918252, 0.0013852524606960024, 0.0027463698180193027, 0.004443209983128041, 0.027149379231608203, 0.0069008388278502045, -0.0004467928233955288, -0.0003526614801510408, -0.000307988516232261, 5.9956565448613916e-05, -0.0023574592971121935, -0.0014672866360622087, -0.0004088514610640508, 0.0003568377494432692, -0.13272663113170227, -0.00959698380707543, 0.00028361732907850105, 0.0001102904842546011, 0.0017805900857030032, 0.03443811548225541, 0.2104369890631288, 0.0753582123740274, 0.01656577790824341, 0.002204191022583443, -0.0009505673020502734, 0.000245393613939492, 0.0039109256806651935, 0.00422656083063529, -0.012166608637724213, -0.0016615570887331575, -0.00032978412690238743, -0.00023458877605621686, -0.0001300544836315006, -0.00016954483095757642, -0.0025391998336843674, 0.001776529612180584, 0.0011720540684813474, -7.385719835197419e-05
 Quasisymmetry objective=0.0014697314620783434
 aspect=6.015921755251006
 mean iota=0.41920045448090065

fun#80 - J=2.9e-02, Jf=5.2e-06, ⟨B·n⟩=2.1e-04, , C-C-Sep=0.13
Jf=5.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=4.5e-08, J_MSC=9.0e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.5e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.3, 4.9, 5.1], mean squared curvature=[4.9, 5.0, 5.0]
 surface dofs=0.15953376415144244, 0.013125486487723275, 0.0025331263465221228, 0.00018439283110030389, 0.0025263943729379457, 0.03548238609177509, 0.17157477606791188, -0.11174973192860393, -0.011499086337667093, -0.0032120787183837723, -0.0008787627616751727, 0.0014029522177685175, 0.0027217433680116416, 0.004477808370722852, 0.02709553414502161, 0.0068497465136457105, -0.00041046666639301657, -0.00035536166928790933, -0.00029956100208139376, 4.939675789064479e-05, -0.002399654447770108, -0.001407684707071704, -0.00041620274333820377, 0.0003527564864041417, -0.13282040391156977, -0.009623980136819785, 0.0003014607494391597, 0.00010142081508607822, 0.0016884311590157932, 0.03426249312505981, 0.21025764568748687, 0.07528813510851819, 0.01653425750366043, 0.0022338005386719185, -0.0009731338513274502, 0.00024430030010501894, 0.003935618080730331, 0.004249032596893463, -0.01213508169854892, -0.0016594799399498022, -0.00034001566481900545, -0.00024011902449639884, -0.00012030035405931554, -0.00017327630942081887, -0.002591288075655444, 0.001765006788148422, 0.0011645315898387908, -6.796927271291197e-05
 Quasisymmetry objective=0.001539960426222359
 aspect=6.01686480467081
 mean iota=0.4191791487410606

fun#81 - J=2.9e-02, Jf=5.2e-06, ⟨B·n⟩=2.1e-04, , C-C-Sep=0.13
Jf=5.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=6.6e-09, J_MSC=8.7e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 5.0, 5.1], mean squared curvature=[4.9, 5.0, 5.0]
 surface dofs=0.15967333159918382, 0.013103386862767949, 0.0025070741064828145, 0.00019675667769534713, 0.002596524805629646, 0.03544975215479035, 0.17153980070970878, -0.11173662485372872, -0.011582931283258989, -0.0031937799497481338, -0.0008691756037405433, 0.0013937741823466553, 0.002734513172114547, 0.004459867716193893, 0.027123454986531487, 0.00687623993203742, -0.0004293032388015104, -0.0003539615126957949, -0.00030393100688304233, 5.487244252394331e-05, -0.0023777745662676374, -0.0014385907027441311, -0.00041239080802000366, 0.00035487278532200735, -0.1327717789563399, -0.009609981454824387, 0.0002922082188283523, 0.00010602009503525402, 0.001736219266508492, 0.034353560375791466, 0.21035064243583626, 0.07532447298719504, 0.016550602100289004, 0.002218446814529217, -0.0009614321885437985, 0.00024486722727011474, 0.003922814078871993, 0.004237380082914637, -0.012151429683626244, -0.0016605570250776945, -0.00033471020118839635, -0.0002372513684111916, -0.00012535826227557932, -0.00017134138786391594, -0.0025642782286889325, 0.0017709818355286647, 0.0011684322973546468, -7.102239880132128e-05
 Quasisymmetry objective=0.0015031553058462166
 aspect=6.016375502092444
 mean iota=0.4191902738601122

fun#82 - J=2.9e-02, Jf=5.2e-06, ⟨B·n⟩=2.1e-04, , C-C-Sep=0.13
Jf=5.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=7.1e-09, J_MSC=7.8e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.0, 4.9, 5.1], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.1595168195185145, 0.013129980048600557, 0.0025265762441380553, 0.00017921487195842297, 0.0025258332373190064, 0.035479798967052105, 0.17157110021594163, -0.11173992775648564, -0.01150459341465497, -0.0032055121451693707, -0.0008803371924812795, 0.0013934522235060044, 0.0027358051872638186, 0.004482185161422138, 0.02710157619367417, 0.006849410183577883, -0.0004161142013442567, -0.00035465357054498096, -0.00030127353091469997, 4.808303504722892e-05, -0.0023877995376797205, -0.0014142913223355606, -0.0004123950308391755, 0.0003542591183746983, -0.13280594921816086, -0.009607019044954054, 0.0003047414448946578, 9.928512203551674e-05, 0.0016842674001435892, 0.034249214875876705, 0.21025800575266482, 0.07528829645698533, 0.01653449184220219, 0.00223366565288931, -0.0009743058207749807, 0.00023357411459091514, 0.003940228800087134, 0.004260680589187339, -0.012115365327753806, -0.001648892845797631, -0.00033791955143839164, -0.0002397332680032717, -0.00012209525970776204, -0.00017272975151017144, -0.0025836902385635878, 0.0017648455289183168, 0.0011622629815999496, -6.987382228206717e-05
 Quasisymmetry objective=0.001535705793048778
 aspect=6.016808154972302
 mean iota=0.41916279187901256

fun#83 - J=2.9e-02, Jf=5.1e-06, ⟨B·n⟩=2.1e-04, , C-C-Sep=0.13
Jf=5.1e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=9.9e-08, J_MSC=8.9e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.4e-07
 Coil lengths=sum([5.5, 5.5, 5.5])=16.5, curvature=[5.4, 4.9, 5.1], mean squared curvature=[4.8, 5.0, 5.0]
 surface dofs=0.1593651756497019, 0.013154704644978454, 0.0025252799292961644, 0.00014575802107734184, 0.0024979662554621544, 0.035485732108426045, 0.171623050685936, -0.11172239056058272, -0.011498348995062871, -0.003181633659619492, -0.0008906298119614304, 0.0013613077206815062, 0.002765505779759023, 0.004501368285418723, 0.027111393991874053, 0.006833268646589242, -0.0004303879320732392, -0.0003570896937138244, -0.00031753692091412994, 3.646746711820649e-05, -0.0023591383699830292, -0.0014178302026144102, -0.00039938379114530813, 0.0003587627484586796, -0.13279532818902345, -0.009561838247330449, 0.0003133844722450443, 8.624096880427743e-05, 0.0016377767686049764, 0.034107547669587485, 0.21020138592913026, 0.07529003234674084, 0.016504457395780534, 0.0022405324663905568, -0.000986825700162633, 0.00019342801118218966, 0.0039473582137166605, 0.0043031323243139805, -0.012051696458071918, -0.0016184169061202818, -0.0003309307540508425, -0.00024112517679160514, -0.00013796077098087294, -0.0001843714469563761, -0.0025736209608675374, 0.0017718847361567714, 0.0011607777945099344, -7.293053866828208e-05
 Quasisymmetry objective=0.001552474326069925
 aspect=6.016621983899017
 mean iota=0.41912937108404635

fun#84 - J=2.9e-02, Jf=5.2e-06, ⟨B·n⟩=2.1e-04, , C-C-Sep=0.13
Jf=5.2e-06, J_length=1.7e-06, J_CC=0.0e+00, J_CURVATURE=9.8e-09, J_MSC=7.7e-09, J_ALS=1.3e-07, J_LENGTH_PENALTY=1.4e-07
