
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 1.4950781826898709e-05
fun_coils_simple#1 - J=2.0e-03, Jf=1.9e-05, ⟨B·n⟩=6.8e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=3.5e-08, J_CURVATURE=4.1e-06, J_MSC=2.0e-03, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.3e-10 Coil lengths=sum([4.5, 4.5, 4.4, 4.2, 4.3, 4.4, 4.4, 4.5, 4.5, 4.5])=44.1, curvature=[6.9, 6.2, 7.8, 11.1, 8.3, 9.1, 11.2, 8.9, 10.2, 9.8], mean squared curvature=[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]
fun_coils_simple#12 - J=1.3e-04, Jf=3.5e-05, ⟨B·n⟩=9.0e-04, C-C-Sep=0.11 Jf=3.5e-05, J_length=4.4e-06, J_CC=3.3e-07, J_CURVATURE=4.2e-07, J_MSC=9.4e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.4e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.3, 5.7, 6.7, 8.2, 8.8, 10.6, 10.4, 8.8, 8.0, 7.4], mean squared curvature=[11.0, 10.8, 10.1, 8.9, 8.8, 9.5, 7.9, 10.1, 10.2, 10.3]
fun_coils#1 - J=1.3e-04, Jf=3.5e-05, ⟨B·n⟩=9.0e-04, C-C-Sep=0.11 Jf=3.5e-05, J_length=4.4e-06, J_CC=3.3e-07, J_CURVATURE=4.2e-07, J_MSC=9.4e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.4e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.3, 5.7, 6.7, 8.2, 8.8, 10.6, 10.4, 8.8, 8.0, 7.4], mean squared curvature=[11.0, 10.8, 10.1, 8.9, 8.8, 9.5, 7.9, 10.1, 10.2, 10.3]
fun_coils#2 - J=3.4e+01, Jf=3.3e-01, ⟨B·n⟩=7.5e-02, C-C-Sep=0.01 Jf=3.3e-01, J_length=1.2e-05, J_CC=5.9e-03, J_CURVATURE=5.0e-01, J_MSC=2.3e+01, J_ALS=2.6e-05, J_LENGTH_PENALTY=1.1e+01 Coil lengths=sum([11.2, 9.8, 7.1, 4.1, 4.3, 8.1, 6.8, 9.7, 9.5, 50.0])=120.6, curvature=[252.7, 197.2, 419.1, 8.8, 8.4, 824.5, 168.1, 263.2, 290.5, 66.2], mean squared curvature=[195.2, 136.1, 308.0, 10.5, 9.9, 426.2, 169.0, 214.7, 276.7, 12.6]
fun_coils#3 - J=1.3e-04, Jf=3.5e-05, ⟨B·n⟩=9.0e-04, C-C-Sep=0.11 Jf=3.5e-05, J_length=4.4e-06, J_CC=3.3e-07, J_CURVATURE=3.8e-07, J_MSC=9.3e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.4e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.3, 5.7, 6.7, 8.2, 8.8, 10.5, 10.4, 8.7, 8.0, 7.3], mean squared curvature=[11.0, 10.8, 10.1, 8.9, 8.8, 9.5, 7.9, 10.1, 10.2, 10.3]
fun_coils#4 - J=1.2e-04, Jf=3.4e-05, ⟨B·n⟩=8.9e-04, C-C-Sep=0.11 Jf=3.4e-05, J_length=4.4e-06, J_CC=3.3e-07, J_CURVATURE=5.4e-08, J_MSC=8.4e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.1e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.2, 5.7, 6.7, 8.2, 8.8, 10.2, 10.2, 8.6, 8.0, 6.8], mean squared curvature=[11.0, 10.8, 10.1, 8.9, 8.8, 9.5, 7.9, 10.0, 10.2, 10.0]
fun_coils#5 - J=1.1e-04, Jf=3.3e-05, ⟨B·n⟩=8.7e-04, C-C-Sep=0.11 Jf=3.3e-05, J_length=4.4e-06, J_CC=3.2e-07, J_CURVATURE=1.7e-10, J_MSC=8.0e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=8.5e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.2, 5.7, 6.7, 8.2, 8.8, 10.0, 10.0, 8.6, 7.9, 6.8], mean squared curvature=[11.0, 10.8, 10.1, 8.9, 8.8, 9.5, 7.9, 10.0, 10.2, 9.9]
fun_coils#6 - J=7.3e-05, Jf=2.3e-05, ⟨B·n⟩=7.3e-04, C-C-Sep=0.11 Jf=2.3e-05, J_length=4.4e-06, J_CC=2.3e-07, J_CURVATURE=4.2e-10, J_MSC=4.8e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=5.1e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.1, 5.7, 6.6, 8.2, 8.8, 10.0, 9.9, 8.5, 7.6, 6.7], mean squared curvature=[10.7, 10.6, 9.9, 8.9, 8.8, 9.5, 7.9, 9.9, 10.1, 9.6]
fun_coils#7 - J=1.9e-04, Jf=1.9e-05, ⟨B·n⟩=6.7e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.7e-07, J_CURVATURE=1.3e-07, J_MSC=1.7e-04, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.3e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.3, 5.4, 6.5, 8.2, 8.8, 8.6, 9.1, 8.2, 10.5, 9.8], mean squared curvature=[10.5, 10.4, 9.7, 9.0, 8.8, 9.4, 7.8, 9.7, 11.5, 10.9]
fun_coils#8 - J=5.6e-05, Jf=2.0e-05, ⟨B·n⟩=6.9e-04, C-C-Sep=0.11 Jf=2.0e-05, J_length=4.4e-06, J_CC=2.1e-07, J_CURVATURE=0.0e+00, J_MSC=3.4e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=5.4e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.2, 5.6, 6.5, 8.2, 8.8, 9.6, 9.6, 8.4, 7.5, 6.8], mean squared curvature=[10.6, 10.5, 9.8, 8.9, 8.8, 9.4, 7.9, 9.8, 10.2, 9.8]
fun_coils#9 - J=1.1e-04, Jf=1.9e-05, ⟨B·n⟩=6.8e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.5e-07, J_CURVATURE=5.6e-08, J_MSC=8.5e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=8.3e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.5, 6.4, 8.2, 8.8, 8.5, 8.9, 8.1, 7.2, 10.4], mean squared curvature=[10.4, 10.3, 9.7, 9.0, 8.8, 9.4, 7.8, 9.7, 10.1, 11.2]
fun_coils#10 - J=4.6e-05, Jf=1.9e-05, ⟨B·n⟩=6.7e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.9e-07, J_CURVATURE=0.0e+00, J_MSC=2.5e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=5.8e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[5.0, 5.6, 6.5, 8.2, 8.8, 9.2, 9.4, 8.3, 7.4, 7.9], mean squared curvature=[10.5, 10.4, 9.8, 8.9, 8.8, 9.4, 7.9, 9.8, 10.1, 10.1]
fun_coils#11 - J=3.0e-05, Jf=1.9e-05, ⟨B·n⟩=6.8e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=9.0e-06, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.7e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.5, 6.4, 8.2, 8.8, 8.2, 8.7, 8.0, 7.1, 6.8], mean squared curvature=[10.3, 10.3, 9.7, 9.0, 8.8, 9.4, 7.8, 9.6, 10.1, 10.0]
fun_coils#12 - J=3.4e-05, Jf=2.0e-05, ⟨B·n⟩=7.0e-04, C-C-Sep=0.11 Jf=2.0e-05, J_length=4.4e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=1.2e-05, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.4e-06 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.7, 8.3, 7.9, 7.1, 7.3], mean squared curvature=[10.2, 10.2, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.1, 10.4]
fun_coils#13 - J=2.8e-05, Jf=1.9e-05, ⟨B·n⟩=6.9e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.5e-07, J_CURVATURE=0.0e+00, J_MSC=6.9e-06, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.1e-06 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.5, 6.4, 8.2, 8.8, 8.0, 8.5, 8.0, 7.1, 7.0], mean squared curvature=[10.3, 10.2, 9.7, 9.0, 8.8, 9.4, 7.8, 9.6, 10.1, 10.1]
fun_coils#14 - J=2.4e-05, Jf=1.9e-05, ⟨B·n⟩=6.9e-04, C-C-Sep=0.11 Jf=1.9e-05, J_length=4.4e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=2.5e-06, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.4e-06 Coil lengths=sum([4.5, 4.5, 4.3, 4.2, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.5, 8.3, 7.9, 7.1, 6.4], mean squared curvature=[10.2, 10.1, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.1, 10.0]
fun_coils#15 - J=2.3e-05, Jf=1.8e-05, ⟨B·n⟩=6.9e-04, C-C-Sep=0.11 Jf=1.8e-05, J_length=4.4e-06, J_CC=1.6e-07, J_CURVATURE=0.0e+00, J_MSC=1.4e-06, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.6e-06 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.5, 8.1, 7.9, 7.1, 6.5], mean squared curvature=[10.1, 10.1, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.1, 10.0]
fun_coils#16 - J=1.9e-05, Jf=1.7e-05, ⟨B·n⟩=6.7e-04, C-C-Sep=0.11 Jf=1.7e-05, J_length=4.4e-06, J_CC=1.2e-07, J_CURVATURE=0.0e+00, J_MSC=2.8e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=7.0e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.6, 8.0, 7.9, 7.1, 6.7], mean squared curvature=[10.1, 10.0, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.0, 10.0]
fun_coils#17 - J=1.8e-05, Jf=1.6e-05, ⟨B·n⟩=6.4e-04, C-C-Sep=0.11 Jf=1.6e-05, J_length=4.4e-06, J_CC=9.2e-08, J_CURVATURE=0.0e+00, J_MSC=9.7e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=8.3e-08 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.6, 8.0, 7.9, 7.1, 6.4], mean squared curvature=[10.0, 10.0, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.0, 9.9]
fun_coils#18 - J=1.7e-05, Jf=1.6e-05, ⟨B·n⟩=6.3e-04, C-C-Sep=0.11 Jf=1.6e-05, J_length=4.4e-06, J_CC=7.7e-08, J_CURVATURE=0.0e+00, J_MSC=7.6e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.7e-09 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.4, 6.4, 8.2, 8.8, 7.6, 7.9, 7.9, 7.1, 6.4], mean squared curvature=[10.0, 10.0, 9.6, 9.0, 8.8, 9.4, 7.8, 9.6, 10.0, 9.9]
fun_coils#19 - J=1.5e-05, Jf=1.4e-05, ⟨B·n⟩=5.9e-04, C-C-Sep=0.11 Jf=1.4e-05, J_length=4.4e-06, J_CC=4.5e-08, J_CURVATURE=0.0e+00, J_MSC=4.6e-08, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.2, 6.4, 8.2, 8.7, 7.6, 7.9, 7.9, 7.1, 6.6], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.5, 7.8, 9.6, 10.0, 9.8]
fun_coils#20 - J=1.5e-05, Jf=1.3e-05, ⟨B·n⟩=5.7e-04, C-C-Sep=0.12 Jf=1.3e-05, J_length=4.4e-06, J_CC=1.9e-08, J_CURVATURE=0.0e+00, J_MSC=9.0e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.3, 6.4, 8.2, 8.7, 7.7, 7.6, 8.0, 7.3, 6.8], mean squared curvature=[10.0, 10.1, 9.7, 9.0, 8.8, 9.5, 7.8, 9.7, 10.1, 9.9]
fun_coils#21 - J=1.4e-05, Jf=1.3e-05, ⟨B·n⟩=5.6e-04, C-C-Sep=0.11 Jf=1.3e-05, J_length=4.4e-06, J_CC=3.1e-08, J_CURVATURE=0.0e+00, J_MSC=1.5e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.1, 6.4, 8.2, 8.7, 7.6, 7.7, 8.0, 7.2, 6.7], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.5, 7.8, 9.6, 10.0, 9.8]
fun_coils#22 - J=1.3e-05, Jf=1.2e-05, ⟨B·n⟩=5.4e-04, C-C-Sep=0.11 Jf=1.2e-05, J_length=4.4e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=1.9e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.3e-10 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.3, 6.4, 8.2, 8.7, 7.7, 7.6, 8.0, 7.2, 6.7], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.5, 7.8, 9.7, 10.0, 9.9]
fun_coils#23 - J=1.2e-05, Jf=1.0e-05, ⟨B·n⟩=5.1e-04, C-C-Sep=0.12 Jf=1.0e-05, J_length=4.4e-06, J_CC=1.9e-08, J_CURVATURE=0.0e+00, J_MSC=3.7e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=8.2e-08 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.4, 6.4, 8.2, 8.7, 7.7, 7.5, 8.0, 7.3, 6.8], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.6, 7.9, 9.7, 10.1, 10.1]
fun_coils#24 - J=1.2e-05, Jf=1.0e-05, ⟨B·n⟩=5.1e-04, C-C-Sep=0.11 Jf=1.0e-05, J_length=4.4e-06, J_CC=2.6e-08, J_CURVATURE=0.0e+00, J_MSC=1.6e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.3, 6.4, 8.2, 8.7, 7.7, 7.5, 8.0, 7.3, 6.7], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.6, 7.9, 9.7, 10.0, 9.9]
fun_coils#25 - J=1.2e-05, Jf=1.0e-05, ⟨B·n⟩=5.0e-04, C-C-Sep=0.11 Jf=1.0e-05, J_length=4.4e-06, J_CC=2.4e-08, J_CURVATURE=0.0e+00, J_MSC=2.1e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.4, 6.4, 8.2, 8.7, 7.7, 7.5, 8.0, 7.3, 6.7], mean squared curvature=[10.0, 10.0, 9.7, 9.0, 8.8, 9.6, 7.9, 9.7, 10.0, 9.9]
fun_coils#26 - J=1.1e-05, Jf=9.5e-06, ⟨B·n⟩=4.9e-04, C-C-Sep=0.12 Jf=9.5e-06, J_length=4.4e-06, J_CC=2.0e-08, J_CURVATURE=0.0e+00, J_MSC=2.5e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=1.2e-07 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.4, 6.4, 8.2, 8.7, 7.7, 7.4, 8.0, 7.4, 6.8], mean squared curvature=[10.1, 10.0, 9.7, 9.0, 8.8, 9.6, 7.9, 9.7, 10.0, 9.9]
fun_coils#27 - J=1.0e-05, Jf=9.0e-06, ⟨B·n⟩=4.8e-04, C-C-Sep=0.12 Jf=9.0e-06, J_length=4.4e-06, J_CC=1.6e-08, J_CURVATURE=0.0e+00, J_MSC=2.3e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=7.4e-08 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.8, 5.4, 6.4, 8.2, 8.7, 7.7, 7.4, 8.1, 7.4, 6.8], mean squared curvature=[10.1, 10.0, 9.8, 9.0, 8.8, 9.6, 7.9, 9.8, 10.0, 10.0]
fun_coils#28 - J=9.5e-06, Jf=8.1e-06, ⟨B·n⟩=4.5e-04, C-C-Sep=0.12 Jf=8.1e-06, J_length=4.4e-06, J_CC=1.2e-08, J_CURVATURE=0.0e+00, J_MSC=2.2e-07, J_ALS=1.1e-06, J_LENGTH_PENALTY=9.5e-08 Coil lengths=sum([4.5, 4.5, 4.3, 4.1, 4.3, 4.3, 4.3, 4.5, 4.5, 4.5])=43.8, curvature=[4.7, 5.3, 6.4, 8.2, 8.7, 7.8, 7.4, 8.1, 7.5, 6.9], mean squared curvature=[10.1, 10.0, 9.8, 9.0, 8.8, 9.7, 8.0, 9.8, 10.0, 10.0]
