
Aspect ratio at max_mode 3: 7.000779995541477
Mean iota at 3: 0.4676719270089491
Squared flux at max_mode 3: 0.001018332930600819
fun_coils_simple#1 - J=7.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=8.0e-07, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
 aspect=7.034586220246619
 mean iota=0.4669866810783482

fun#14 - J=1.3e-01, Jf=2.5e-05, ⟨B·n⟩=5.0e-04, , C-C-Sep=0.15
Jf=2.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.6e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.4e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.2, 7.7, 3.1, 2.7, 3.0, 5.2, 6.7, 6.5], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.7, 10.0, 10.0]
 surface dofs=0.17861440270884235, -0.20571545335092187, -0.00021367888688352433, 0.0007112225046821755, -0.006047122579038883, -0.04430108736724454, 0.13155993755682685, 0.011512795883311642, 0.08596606670603954, 0.0001045488231091758, -0.00014527207210459365, 0.002721030769504628, -0.003953315341139778, -0.0024551989823590266, 0.012062093161025057, -0.00041543327824866325, -0.00047583077658866745, -0.000337124182694919, -0.00025887147027604725, -0.00044715397334315764, -0.00026147570979129903, -0.0006879262090077947, -0.0005296093837223268, 0.00015630630456814587, -0.23385034940255395, 0.1737776711387909, 0.0003477808954368344, -0.0004336680425422809, -0.005853660294634671, -0.04901111889333682, 0.17470890296495897, 0.03205762033367173, -0.07741437810977335, -0.0001578234200747084, -0.00014995611132747914, 0.0005759865070664761, -0.010956298562901581, -0.00032650369558995674, -0.005479897093593544, -0.011228449078075827, 7.007033473524184e-05, 0.0002787157898852073, -8.102379509067399e-05, 0.00021353240921497202, 0.0008894052577876726, 0.000333585624236441, 0.0005266705360611762, -0.00023953395525915273
 aspect=7.038624600617392
 mean iota=0.46666413459686457

fun#15 - J=1.3e-01, Jf=2.5e-05, ⟨B·n⟩=5.0e-04, , C-C-Sep=0.15
Jf=2.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.0e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.4e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.2, 7.7, 3.1, 2.7, 3.0, 5.2, 6.7, 6.5], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.7, 10.0, 10.0]
 surface dofs=0.1785811850014551, -0.20568425297452167, -0.00023705160282225577, 0.0007024312116853977, -0.006109143998734748, -0.04434158300291541, 0.13140728820979466, 0.011464778590883112, 0.08590898348220095, 0.00013789869469143243, -0.00012266276933988756, 0.0027368154197605706, -0.003972078104179436, -0.002482538097252475, 0.011946123278913817, -0.0004514972617322419, -0.00048312589274671075, -0.00033226565199925135, -0.0002865231678453081, -0.0003667668749702771, -0.00022285418302348155, -0.0007091041722215891, -0.0005967388966587956, 0.0001501973756893884, -0.23385393767584087, 0.17375940771827225, 0.0003545916465275082, -0.0004456410921435932, -0.0059303384441008865, -0.04894631209757136, 0.17467073639481964, 0.032040328518538705, -0.07733136801603459, -0.00019088393732850757, -0.0001790119583227808, 0.0005720380273859816, -0.010910059886357008, -0.000365963408971182, -0.005481805796060517, -0.011242668832252696, 4.7041668955527635e-05, 0.00029307649459717417, -6.908680066823525e-05, 0.00020898104265810774, 0.0009188485411361152, 0.0003549622572198957, 0.0005285733196295599, -0.0002523247936513473
 aspect=7.041735289783884
 mean iota=0.4662773387435333

fun#16 - J=1.3e-01, Jf=2.5e-05, ⟨B·n⟩=5.0e-04, , C-C-Sep=0.15
Jf=2.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.3e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.3e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.2, 7.7, 3.1, 2.7, 3.0, 5.2, 6.7, 6.5], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.7, 10.0, 10.0]
 surface dofs=0.17853325646881568, -0.2056627666984782, -0.00023544803986628223, 0.0006931908654564161, -0.0061849075139892365, -0.044381771425513014, 0.13122647581376096, 0.01142278126542574, 0.08584803989185447, 0.00013261388264750813, -0.0001440091993094347, 0.002752091393154453, -0.003969878901910586, -0.0025190378813931547, 0.01180358036868626, -0.0004962827338092784, -0.0004914471624531753, -0.00033032445296926003, -0.00029580576220992994, -0.0003537076864893005, -0.00020083659555264688, -0.000703153247153664, -0.0006192185242304601, 0.00011925445515248193, -0.2338679731718569, 0.17373148439605537, 0.0003416939501501105, -0.0004673139412647357, -0.0059955170272818666, -0.04887591905220208, 0.17464021786290032, 0.032029774457630764, -0.0772184419173833, -0.00022351811969620225, -0.00016959289114456383, 0.0005885530801635618, -0.010872614404818157, -0.0004169406748789416, -0.005486820098860659, -0.011259792438660673, 4.462661969633127e-05, 0.0002854663500666303, -6.904680182804916e-05, 0.00022490130859113844, 0.0009359983159551463, 0.00033195504760921756, 0.0005418807149040519, -0.0003060544266573462
 aspect=7.044863378961191
 mean iota=0.4660238097447287

fun#17 - J=1.3e-01, Jf=2.5e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.5e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.7e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.2, 7.7, 3.1, 2.7, 3.0, 5.2, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17848928708500228, -0.2056804559333471, -0.0002710375887153471, 0.0006896803017631668, -0.006261718779019007, -0.044412715369627626, 0.13099383142775423, 0.011363224334928201, 0.08574580952919032, 0.00018172826749007282, -0.00013947226639179924, 0.0027426383330496763, -0.003968326724960403, -0.002546083384502257, 0.011623783750579856, -0.0005534514291331788, -0.0005621396666822276, -0.00036376079964591646, -0.0002892446131931995, -0.00035939594693571944, -0.00016088614269630232, -0.000671340732068167, -0.0006110280061535241, 9.008644347530089e-05, -0.23385510375822252, 0.17369278167675006, 0.0003904224604800747, -0.00047252964183435776, -0.0061081225770700815, -0.04881168659614095, 0.17459793283887592, 0.031997005989421574, -0.07706068504960403, -0.0002542293837109545, -0.000162169204818397, 0.0006043382464430476, -0.01083060104710423, -0.0005230320955374599, -0.005478705963036542, -0.011264908017554788, 5.4133078974599055e-05, 0.000252362424027525, -7.694048798835687e-05, 0.0002944705546756659, 0.0009839611656387226, 0.0002967197995573322, 0.0005775163270075106, -0.0003605767787906593
 aspect=7.0482019413212065
 mean iota=0.46583540217528346

fun#18 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.9e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.2, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.1784239722961829, -0.20565615686925962, -0.0003228290410996364, 0.0006825125702138434, -0.006402668747216542, -0.04441449777855563, 0.13074310493621918, 0.011290430901362019, 0.08561053482415246, 0.0002544925657819515, -0.00016365926472864173, 0.0027579943678516963, -0.003974076885375292, -0.002584977632372873, 0.011424301235088734, -0.0006270487254510453, -0.0006228540507025412, -0.00039012976275431903, -0.0003500660712915186, -0.0003846893751763732, -7.386715609915989e-05, -0.000607519802748171, -0.0006037007217283016, 9.055914448065208e-05, -0.23384861561366474, 0.17368652483918298, 0.0004452753275978552, -0.0004809612111657993, -0.006208896569007346, -0.04876715302548533, 0.1745397991523285, 0.03195135966898174, -0.07684394348681942, -0.00030911778887926365, -0.0001679084468191611, 0.0006128784583911786, -0.010792969859174883, -0.0006662795772757585, -0.005469324861299802, -0.011255799051494791, 0.00013673448625995663, 0.00021762407026260013, -9.680861051755678e-05, 0.0004088227903978949, 0.0010424578354167216, 0.00026556926943781245, 0.0006193344073056802, -0.00037953966955484784
 aspect=7.0510220121008995
 mean iota=0.4655658890957849

fun#19 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.3e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17833133802318293, -0.2055768732416376, -0.0003768907331123996, 0.0007196243594517379, -0.006535608689727606, -0.04439660962421969, 0.1304515816697296, 0.011235370920525178, 0.08543764424249414, 0.00029470599660767565, -0.00017830886360577897, 0.0027580051328515037, -0.004047096348986384, -0.0026611648693207015, 0.01117505904158222, -0.0007004858445787306, -0.0006777158013333398, -0.0004670106372730403, -0.00034890746593496766, -0.00035678040994610377, 2.6951735323432806e-05, -0.000516416393090199, -0.0005863938003239862, 8.061766710968649e-05, -0.23385654764361577, 0.17366900326726611, 0.0005428981561133965, -0.0005090011790172885, -0.006319368020951091, -0.04869472891772573, 0.1744802117301433, 0.0319288969719726, -0.07652983395882589, -0.0003597409702660483, -0.0001744307196375283, 0.0006424481068502182, -0.010709360260954134, -0.0008639702884933667, -0.0054701726691605956, -0.0112175374612049, 0.00030327149281159007, 0.000148981816491702, -0.00012164771301155806, 0.0005344589936710919, 0.001160545299342374, 0.00024376493173012878, 0.0006832468602297078, -0.0003907167702964485
 aspect=7.053222147381008
 mean iota=0.46523328076373593

fun#20 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.2e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.2e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17824854629914105, -0.20551953512213367, -0.0004926732957258592, 0.0007359788376904365, -0.006713357407651513, -0.04444926603195676, 0.1301965593521269, 0.011208379321610182, 0.08519747596281194, 0.0002825491563741441, -0.00022058336405387358, 0.002736842565113239, -0.004182100866284247, -0.002741271686008301, 0.010924507864985297, -0.0007373532624244222, -0.0007435087418909472, -0.0004995941713730215, -0.0004011058250182959, -0.0003401673832496582, 0.00012805450322508736, -0.0004030844862710575, -0.0005459163174775832, 4.213895788231524e-05, -0.23385897233685546, 0.17355431309175373, 0.0006328930566390365, -0.0005181774981602882, -0.0064187839436964204, -0.04864638553164858, 0.17439813475269358, 0.03187383189466036, -0.07620195188480619, -0.00043383101901568326, -0.00020085588323932022, 0.0006389499749378172, -0.010617842067057367, -0.0011216917009156308, -0.005502087264412841, -0.011141068926806993, 0.00048279746805359066, 9.820524380078181e-05, -8.255174943284066e-05, 0.000616384866995748, 0.0012952077563969833, 0.00020646285935812384, 0.0007640163031477289, -0.0004141797150032038
 aspect=7.053447119931896
 mean iota=0.4644892616783823

fun#21 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=4.1e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17818134013085862, -0.20547191917653107, -0.0005358065264866866, 0.0007516830222245668, -0.006831136122150528, -0.04455120134348636, 0.13002226534374403, 0.011184631954096023, 0.08496438375499388, 0.00032996154218488757, -0.0003344140033830342, 0.0028515102115689007, -0.004279467002913677, -0.0028593826704864877, 0.010723537094104979, -0.0008041605217334386, -0.0008058606097542447, -0.0005417997703601278, -0.00040731133247727584, -0.0003395123687328321, 0.00017610191009613096, -0.000320142762802199, -0.0005140975803704902, 4.9159314626465765e-05, -0.23385725289225848, 0.17345599526535269, 0.0007464360088196415, -0.0005055778124616736, -0.006505117043896198, -0.048614127256634165, 0.17432436608698895, 0.031782513408862775, -0.07592453945810092, -0.0004519442412391628, -0.00025316140345806097, 0.0006550617481699309, -0.010511495553494442, -0.0012942110787750479, -0.005527219794158582, -0.011067715840531372, 0.000615424861814327, 8.27615413116301e-05, -7.87681683985439e-05, 0.0006475168341964944, 0.001425673586798839, 0.00016730176754811945, 0.0008301216514798974, -0.00041942967750957587
 aspect=7.050630268327382
 mean iota=0.4636658190399375

fun#22 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.0e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17814266893568356, -0.20548228135512006, -0.0005699160654651212, 0.0007388994129073295, -0.006873802686076289, -0.04457516373768685, 0.1299331538480929, 0.011185389256184118, 0.08486141053259293, 0.0003324846927617247, -0.0003876230450160549, 0.0028766662530395966, -0.004330733908175953, -0.002936212054780736, 0.010611721583952658, -0.0008780388884592855, -0.0008534553039765325, -0.0005439506326611503, -0.000442251428354169, -0.00032685988792799424, 0.00021184413210501284, -0.0002950076542236969, -0.0004909791082334781, 7.735319830008973e-05, -0.23384771311103464, 0.17339856033976256, 0.0007884013089268937, -0.0005337742896445542, -0.00654243633742635, -0.04860544552727603, 0.1742774595772392, 0.031743957821824646, -0.07574848136022846, -0.0004483442263998813, -0.0003129547822635978, 0.0007191105145939215, -0.010441541270289493, -0.001377015223460592, -0.00554452319129703, -0.011029860002715702, 0.0006774862154361966, 7.555640906872774e-05, -9.207331951738869e-05, 0.000648751697275036, 0.0014919716688030034, 0.00015600260439336983, 0.000866393742679999, -0.0004094667767726788
 aspect=7.04870057150788
 mean iota=0.4633577238537331

fun#23 - J=1.3e-01, Jf=2.4e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.4e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.7e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.7e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.178080353458255, -0.20549233442480855, -0.000579382528533497, 0.0007479022133916769, -0.0069306774259301675, -0.04462369312268329, 0.12980602128588825, 0.011202075031333405, 0.08465026846323047, 0.00033535476545271727, -0.0004831162752401091, 0.0028782865401240187, -0.004361133820671554, -0.0030029532753149887, 0.010425188997277625, -0.0009990040136790411, -0.0008915529985367738, -0.0005484315907149329, -0.0005056493339354039, -0.00027906475267458345, 0.0002470932339833778, -0.0003155913835600263, -0.0004447502502047695, 0.0001080200837754242, -0.2338296648471941, 0.17330819612040937, 0.0008547571324787768, -0.0005924264311067396, -0.006633123723747228, -0.048613341079896434, 0.17417397731253012, 0.03168281614577426, -0.07555287802789033, -0.0004390530664688906, -0.0003624750397414634, 0.000803708254927681, -0.010351526058711707, -0.0015353163893613061, -0.005580753641234367, -0.010977857148543517, 0.0008014480899645472, 6.24185719935927e-05, -0.00012298702805707068, 0.0006623255917957162, 0.0015830167339894918, 0.00017758991825680886, 0.0008872512318645864, -0.0003755316797163396
 aspect=7.04735507801766
 mean iota=0.46305775699330115

fun#24 - J=1.3e-01, Jf=2.3e-05, ⟨B·n⟩=4.9e-04, , C-C-Sep=0.15
Jf=2.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.9e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.6e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17804705987534256, -0.20546735845508737, -0.0006021615842309773, 0.0007462392186091325, -0.006955035896461747, -0.04464582313504317, 0.12970030315344097, 0.01122691320439074, 0.0845174643977928, 0.0003235310550698433, -0.0005286753622926255, 0.0029051593640897835, -0.0043677290328308594, -0.0030467563381140757, 0.010275774965216889, -0.00107071980539356, -0.0009494875557662637, -0.0005516395592853845, -0.0005638806034907629, -0.00027048167564004824, 0.00025642302279294216, -0.00035459647946141165, -0.0004004359704403746, 0.00012565776820187908, -0.23380693129128147, 0.1732469303421189, 0.0009187130959824948, -0.0006135309030600217, -0.006654674397452264, -0.048583900698160876, 0.17410666269144473, 0.03166621975182345, -0.0754180429242369, -0.0004233841640965417, -0.000418779872696285, 0.0008362659673720211, -0.01028977504716586, -0.0016556128266104688, -0.005626357745487544, -0.010919428914992466, 0.0008688676716956072, 5.554005853692892e-05, -0.00014790056880780112, 0.0006796484906157706, 0.0016291709375494733, 0.00019524146308836098, 0.0008770297699021653, -0.00034758711178488
 aspect=7.047631184876611
 mean iota=0.4627468755630317

fun#25 - J=1.3e-01, Jf=2.3e-05, ⟨B·n⟩=4.8e-04, , C-C-Sep=0.15
Jf=2.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=3.4e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.4e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.7, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17797517522626344, -0.2054321202415958, -0.0006409408622235522, 0.0007291975836962845, -0.006962219129174623, -0.04468814732765987, 0.12954897742842, 0.01124930492382358, 0.08431544999871886, 0.0003249746942607677, -0.0005813122022270778, 0.002929447451927859, -0.004394565047068622, -0.00311803597709693, 0.010059817720803492, -0.0011786667390658151, -0.0010302356342893552, -0.0005601702854584349, -0.0006051319755039808, -0.00028955420642797413, 0.0002658483755561327, -0.00040781405014880866, -0.0003722941254355504, 0.00019500200445763522, -0.23378418807436113, 0.17313642023048206, 0.000979606573676239, -0.000640932427414346, -0.0066763358568892525, -0.04853909122021765, 0.1740044026364674, 0.03161056829190683, -0.07519705075323763, -0.00046402614255882307, -0.0004689424388194686, 0.000900933961474965, -0.010209647247795666, -0.0018546020328013115, -0.005739408963333273, -0.010814711281354925, 0.0009445995388196136, 5.031362274600357e-05, -0.00019720690285987796, 0.0007184312374783426, 0.001698281541448468, 0.00022687790166324909, 0.0008261256234957268, -0.00028122896351246454
 aspect=7.047017414589943
 mean iota=0.46185470007002194

fun#26 - J=1.2e-01, Jf=2.3e-05, ⟨B·n⟩=4.8e-04, , C-C-Sep=0.15
Jf=2.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.9e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.5e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.8, 6.6], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17785301848369775, -0.20539259232911264, -0.000688134367829494, 0.000721571794706183, -0.006951770129968916, -0.04471282621877645, 0.12938253190047705, 0.011291537110781165, 0.08398844123707919, 0.00033102564036764843, -0.0006416494274246304, 0.003015201922114124, -0.004447222924127665, -0.0032534407124005533, 0.009767614228826327, -0.001353422453412612, -0.0011848315026391294, -0.0005767353770133966, -0.0006737071297638455, -0.00029628651463376235, 0.00036662236414051086, -0.00047722373900701854, -0.00035270724315339885, 0.00021684753644518967, -0.2337552132964488, 0.1729953024074506, 0.0010240038100717804, -0.0006648751044291612, -0.006713686643943361, -0.04848867230913064, 0.17382115776399665, 0.031551905722112486, -0.07486521721900787, -0.00048373307975427987, -0.0005171475907422003, 0.0009732051224774854, -0.01010818124189559, -0.0021629195130358587, -0.00594632140973093, -0.010699855232263121, 0.0010041866264373514, 4.1614664447255976e-05, -0.0002603588787531007, 0.0007929952731962931, 0.0018042958717933376, 0.00031362147376839825, 0.0007704257577741028, -0.0002661455889514403
 aspect=7.045285142585977
 mean iota=0.46006388885871463

fun#27 - J=1.2e-01, Jf=2.3e-05, ⟨B·n⟩=4.8e-04, , C-C-Sep=0.15
Jf=2.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.1e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.7e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.8, 6.7], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.1777601943879166, -0.2052539791198146, -0.0007718748792462178, 0.0007504626844304005, -0.00697412427358342, -0.0447872610639722, 0.12921600975868813, 0.01132163234359419, 0.08357455980439041, 0.0002974053244014538, -0.0006926580178733576, 0.003071490114842364, -0.004394434054814665, -0.0034173253058855904, 0.009408826581660212, -0.0015937344861625036, -0.001369263730439384, -0.0005881704278657732, -0.0007301410602812968, -0.00032690559677460185, 0.0005162639070880008, -0.0005507936530939775, -0.0003362690114102706, 0.00024533961887308794, -0.23364908562556813, 0.17287989800587994, 0.001113123912570006, -0.0006629253442083606, -0.00676834047577467, -0.04841300024181053, 0.17352019870674756, 0.03145061487142344, -0.0744248510729766, -0.0005721043871344887, -0.0005924299853759383, 0.0011509849543498588, -0.009938084229399518, -0.0025414623341164146, -0.006214012892345957, -0.010574036320266515, 0.0010820046078471224, -2.1807770439102777e-07, -0.00030291343626644705, 0.0008164074967197867, 0.0019506149305682978, 0.00039165600874419297, 0.0007027182086325748, -0.000298368455121839
 aspect=7.043043146923104
 mean iota=0.4580840475766539

fun#28 - J=1.2e-01, Jf=2.3e-05, ⟨B·n⟩=4.8e-04, , C-C-Sep=0.15
Jf=2.3e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=1.4e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.1e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.8, 6.7], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17771006739226197, -0.2051789757231781, -0.0007806075337482306, 0.0007497194316387556, -0.006990795286162695, -0.04480563178274461, 0.12906572285721357, 0.011331423692077236, 0.0833369300194239, 0.00030916372964284494, -0.0007441925730786988, 0.0031193678668882826, -0.004322524475609901, -0.0035302937016701524, 0.009128673423726466, -0.001817564956510686, -0.0014734472259540418, -0.0005936871046678836, -0.0007541604051854748, -0.0003268274276834878, 0.000642540340919986, -0.0006239798823146662, -0.0003125333734161987, 0.0002894925979927814, -0.2335365053700364, 0.17272370879594448, 0.001180640441714271, -0.0006628828938236253, -0.0067814667407369664, -0.04833841048927552, 0.17324009384146966, 0.03138291096316845, -0.07401564454910096, -0.0006447549852043617, -0.0006331645423440438, 0.0011836576446691447, -0.009773258360411612, -0.002871787008069715, -0.006454200558463278, -0.010500479900880304, 0.0012063571194119947, -4.2162258624759685e-06, -0.00028892569956305277, 0.000815464322515805, 0.0020848576234927616, 0.00044340025234155877, 0.0006357344498997827, -0.000333058511225137
 aspect=7.042497096441866
 mean iota=0.45683696212347724

fun#29 - J=1.2e-01, Jf=2.2e-05, ⟨B·n⟩=4.8e-04, , C-C-Sep=0.15
Jf=2.2e-05, J_length=3.2e-06, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=2.2e-09, J_ALS=7.2e-07, J_LENGTH_PENALTY=3.4e-08
 Coil lengths=sum([4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0])=32.0, curvature=[5.1, 7.6, 3.1, 2.7, 3.0, 5.1, 6.8, 6.7], mean squared curvature=[10.0, 10.0, 4.2, 3.2, 3.7, 7.6, 10.0, 10.0]
 surface dofs=0.17767083152527943, -0.20502522421248598, -0.0008715393785756434, 0.0007404675105600543, -0.007057543063992293, -0.04479133003972232, 0.12886216316836602, 0.011296825733164583, 0.08309652633706718, 0.0003930517694287634, -0.0007848804893384234, 0.003212735670415328, -0.004309767832625813, -0.003694849496883569, 0.00884965650023449, -0.002040679199991436, -0.0016017437779388423, -0.0006020390963359289, -0.0007524370212697945, -0.0003181052021975974, 0.0007534021773904769, -0.0007573239142950008, -0.00021578622269296182, 0.000306815829280881, -0.23340285455924067, 0.17249403861644164, 0.0012035709068457165, -0.0006850731988728205, -0.006825898596710953, -0.048296210754508656, 0.17284096134604518, 0.031288904868053594, -0.07361840813176312, -0.0006967197370373166, -0.000654486386713855, 0.0012861843005292691, -0.009499363528117774, -0.00325263969288068, -0.006784514117784716, -0.010399490504404845, 0.0013875641307117314, -1.4048967435918581e-05, -0.00031359744988686874, 0.0008369261427703562, 0.0022166409871364565, 0.0004459346739689138, 0.0005269840874288713, -0.0003976100275881356
 aspect=7.046569514565524
 mean iota=0.45623821189033253

fun#30 - J=1.2e-01, Jf=2.2e-05, ⟨B·n⟩=4.7e-04, , C-C-Sep=0.15
