index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,7.479206527088194e-07,7.402584375682031e-07,1.0787078050583332e-06,0.0,0.0,7.662215140616378e-09,0.0,2.7077631541543633e-07,10.787078050583332,11.405877936010377,9.833484823561736,0.00013675676209521064,0.2630770401490865
1,2,0.5317950417424256,0.26175421868734927,1.5681104371019912e-06,0.0005803725959819671,0.01815196926735797,0.11981805986118056,0.1496423905979139,1.1587498922623093e-06,15.681104371019913,154.58535332766772,66.56426536492022,0.023676045128281132,0.023918579587252773
2,3,7.890101025626872e-07,7.812997699709236e-07,1.078708193146339e-06,0.0,0.0,7.710332591763545e-09,0.0,2.707905467696623e-07,10.78708193146339,11.390047068325659,9.831931625605051,0.00014501774435111156,0.26306160053669275
3,4,7.472558020167288e-07,7.395882814702148e-07,1.0787078479083788e-06,0.0,0.0,7.66752054651395e-09,0.0,2.707779111662547e-07,10.787078479083789,11.404103457343133,9.833310100881393,0.00013701142293443688,0.2630753100253024
4,5,7.470776309562096e-07,7.393465953066219e-07,1.0787083597527477e-06,0.0,0.0,7.731035649587744e-09,0.0,2.707783186564691e-07,10.787083597527477,11.404805302524114,9.833726823142955,0.0001370695011513623,0.26307481890769724
5,6,7.466321081968445e-07,7.386748279524861e-07,1.0787101661004062e-06,0.0,0.0,7.957280244358415e-09,0.0,2.707816029559107e-07,10.787101661004062,11.408135768945584,9.835430879321347,0.00013724815466171727,0.26307142259349986
6,7,7.463372364735787e-07,7.38203079706372e-07,1.0787115604746001e-06,0.0,0.0,8.13415676720663e-09,0.0,2.707866055977533e-07,10.787115604746003,11.411443908346879,9.837065904400385,0.0001373714987352556,0.2630671379347217
7,8,7.460465342307553e-07,7.377426756435522e-07,1.0787128841076277e-06,0.0,0.0,8.303858587203168e-09,0.0,2.707931628375313e-07,10.787128841076278,11.414103840477377,9.838883891873758,0.00013753863902147488,0.2630627282437938
8,9,7.453537272590136e-07,7.365586538634351e-07,1.0787166410261327e-06,0.0,0.0,8.795073395578503e-09,0.0,2.708133120508e-07,10.787166410261328,11.417906987338522,9.844530174719798,0.0001377053644662456,0.26304753144719045
9,10,7.448560048650595e-07,7.356626446484343e-07,1.0787196108170907e-06,0.0,0.0,9.19336021662521e-09,0.0,2.7083830253324127e-07,10.787196108170907,11.418415627149123,9.850634759136428,0.00013769967489577576,0.2630289227159782
10,11,7.445293408807568e-07,7.351791997006888e-07,1.0787207621511144e-06,0.0,0.0,9.350141180067905e-09,0.0,2.7084828355713845e-07,10.787207621511143,11.416483021471771,9.85326289708924,0.00013725315155892982,0.2630174166819978
11,12,7.443594195780901e-07,7.350636922387494e-07,1.0787203636600983e-06,0.0,0.0,9.295727339340718e-09,0.0,2.7085198516200137e-07,10.787203636600983,11.414167049701582,9.853837326795771,0.00013692349587509452,0.2630112296660393
12,13,7.441892544961815e-07,7.34950058438563e-07,1.078719948425111e-06,0.0,0.0,9.239196057618504e-09,0.0,2.708594374962212e-07,10.787199484251111,11.413154329646677,9.855062896733642,0.0001366230889138862,0.26299843604063794
13,1,1.0150486919924028e-06,7.34950058438563e-07,1.078719948425111e-06,0.0,0.0,9.239196057618504e-09,0.0,2.708594374962212e-07,10.787199484251111,11.413154329646677,9.855062896733642,0.0001366230889138862,0.26299843604063794
14,2,0.5999467066718586,0.13718855035747218,2.0333182336659767e-06,0.0015203627891662505,0.003912437920226913,0.4557587158878787,0.0015649586574086511,1.6810597058621126e-06,20.333182336659767,71.75745424287615,17.45190521531159,0.04721720668002258,0.031576436160541156
15,3,1.0157015350809037e-06,7.358991402361478e-07,1.0787177393519668e-06,0.0,0.0,8.941345150183674e-09,0.0,2.708610496945724e-07,10.787177393519668,11.419304154387703,9.85487203986994,0.00013692843761186856,0.2629866152776367
16,4,1.0150130731866027e-06,7.349697274207123e-07,1.078719538886614e-06,0.0,0.0,9.183609200653427e-09,0.0,2.7085973656523713e-07,10.787195388866142,11.41429389831442,9.855027266141988,0.00013665944098818094,0.26299624571013014
