index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,9.417265581500843e-07,9.320451351463688e-07,1.0787231636191872e-06,0.0,0.0,9.681423003715407e-09,0.0,2.709582389660715e-07,10.787231636191873,11.35904218800288,9.837217350888368,0.00016026285994474353,0.26317805574765846
1,2,0.6207889704521227,0.21551493960360502,1.9569605644409854e-06,0.000603441506615274,0.010573975848127654,0.3857726829066157,0.018897906435286715,5.748443963729859e-06,19.569605644409855,108.93155691619708,31.29848407220848,0.3336084666809674,0.025526708172022163
2,3,1.0306023563302971e-06,1.0212199844809997e-06,1.078720997640568e-06,0.0,0.0,9.382371849297394e-09,0.0,2.709095073305026e-07,10.78720997640568,11.330559320315643,9.825742486437196,0.000167214843023564,0.26319301424563246
3,4,9.395827986861209e-07,9.299431521813844e-07,1.0787228630691998e-06,0.0,0.0,9.639646504736442e-09,0.0,2.7095178053486173e-07,10.787228630691999,11.35526252543208,9.835677864724845,0.00015889179771677684,0.26318004596254146
4,5,9.381448350307298e-07,9.284068429894545e-07,1.078723569558562e-06,0.0,0.0,9.737992041275346e-09,0.0,2.7094440044900665e-07,10.787235695585622,11.356198541178872,9.835501334032456,0.00015820668578947977,0.26318430522284114
5,6,9.368273093646188e-07,9.270233637139644e-07,1.0787240413557782e-06,0.0,0.0,9.803945650654427e-09,0.0,2.7093400766406375e-07,10.787240413557782,11.357879259744715,9.83499668541301,0.0001574642419513586,0.2631909938528758
6,7,9.355476488150359e-07,9.256487017755572e-07,1.0787247181649267e-06,0.0,0.0,9.898947039478746e-09,0.0,2.709229299397116e-07,10.787247181649267,11.359588460606343,9.834529619676802,0.00015703567352864215,0.2631997526932043
7,8,9.339055009044972e-07,9.238171970590961e-07,1.0787260575617359e-06,0.0,0.0,1.0088303845401064e-08,0.0,2.709059613213489e-07,10.78726057561736,11.366925641503565,9.833989416779978,0.0001565151344323702,0.2632137516341971
8,9,9.326399927274937e-07,9.221994577713216e-07,1.0787285160124347e-06,0.0,0.0,1.0440534956172091e-08,0.0,2.708947879193443e-07,10.787285160124346,11.373998726531202,9.834408658320678,0.00015656691854942938,0.2632239620612549
9,10,9.31553045620404e-07,9.2078436475623e-07,1.0787307693055174e-06,0.0,0.0,1.0768680864173954e-08,0.0,2.70889251359696e-07,10.787307693055174,11.382994698690558,9.835164571927427,0.00015675558523013875,0.2632293051262293
10,11,9.296609756747036e-07,9.181146065250689e-07,1.078735976125812e-06,0.0,0.0,1.1546369149634688e-08,0.0,2.708750936602221e-07,10.78735976125812,11.407243815833684,9.83701099896852,0.0001570530916566304,0.26324213157122817
11,12,9.282470799325132e-07,9.16380636961679e-07,1.078738067990126e-06,0.0,0.0,1.186644297083424e-08,0.0,2.70859237938829e-07,10.787380679901261,11.429512699555495,9.838190580685836,0.00015721615139944128,0.26325592833360417
12,13,9.275814068844084e-07,9.161679964343029e-07,1.0787350986508728e-06,0.0,0.0,1.1413410450105522e-08,0.0,2.708359276082251e-07,10.787350986508729,11.44481691580567,9.84001678959935,0.0001572231835023831,0.26325878902581734
13,1,1.1984173344926333e-06,9.161679964343029e-07,1.0787350986508728e-06,0.0,0.0,1.1413410450105522e-08,0.0,2.708359276082251e-07,10.787350986508729,11.44481691580567,9.84001678959935,0.0001572231835023831,0.26325878902581734
14,2,0.6113360220584819,0.24688745931902842,1.928279681951434e-06,0.0004495531865152237,0.0007756477977602926,0.3609913647683798,0.002229197116557978,2.7998702402346566e-06,19.282796819514342,27.303932915399912,18.534459631786294,0.2703370976418028,0.02581022501925667
15,3,1.2009557566632709e-06,9.2019769406351e-07,1.0787249435740265e-06,0.0,0.0,9.930688629154199e-09,0.0,2.708273739706068e-07,10.787249435740266,11.437745256605478,9.836380704878767,0.00015727018714505736,0.26325583099245625
16,4,1.198187273157677e-06,9.162807659352872e-07,1.0787328250807361e-06,0.0,0.0,1.1072491585542588e-08,0.0,2.708340156368472e-07,10.787328250807361,11.443233376598844,9.839201452584561,0.00015712394465936989,0.2632581270653332
17,5,1.1982237087114268e-06,9.164765913760447e-07,1.0787317731371326e-06,0.0,0.0,1.0916503146265366e-08,0.0,2.708306141891167e-07,10.787317731371326,11.443850699094375,9.839249389009238,0.0001572140438824193,0.2632574466648158
18,6,1.198150089433373e-06,9.163099379647047e-07,1.0787323880311015e-06,0.0,0.0,1.1007548902891696e-08,0.0,2.708326025657767e-07,10.787323880311016,11.443489826322159,9.8392213146025,0.00015715704244642412,0.26325784439660427
