index,Nfeval,J,Jf,J_length,J_CC,J_CURVATURE,J_LENGTH_PENALTY,J_MSC,J_ALS,Lengths,curvatures,msc,B.n,C-C-Sep
0,1,1.1274077685165948e-06,1.111551830758717e-06,1.0787620914601913e-06,0.0,0.0,1.585593775787769e-08,0.0,2.708690295459447e-07,10.787620914601913,11.606258526123975,9.909722418495416,0.00017378348856215853,0.26345814998177947
1,2,0.6462865637358108,0.15487132575175105,1.664626395014831e-06,0.0,0.03190457651640869,0.17172283665601942,0.3196924013280403,3.052903026085948e-06,16.64626395014831,268.4293051565147,91.81887974192738,0.169261483663004,0.16981024095488761
2,3,1.1496414431062167e-06,1.133732276705816e-06,1.0787623901156114e-06,0.0,0.0,1.590916640040065e-08,0.0,2.7086208915420816e-07,10.787623901156115,11.619235261553847,9.914720950979438,0.00017614964880643928,0.2634586578769561
3,4,1.124554237006068e-06,1.1086852933579792e-06,1.0787621644798987e-06,0.0,0.0,1.5868943648088853e-08,0.0,2.708672845073346e-07,10.787621644798987,11.609534278204169,9.91098115397321,0.00017278500777275936,0.2634582779512283
4,5,1.123957421155939e-06,1.1082518403485126e-06,1.0787612451183822e-06,0.0,0.0,1.57055808074263e-08,0.0,2.708675153505004e-07,10.787612451183822,11.608242137653637,9.910884273501315,0.00017287641847516777,0.263456306596212
5,6,1.1231081203427387e-06,1.1077904208163513e-06,1.078759042884453e-06,0.0,0.0,1.53176995263873e-08,0.0,2.7086561129899723e-07,10.787590428844531,11.603916737371105,9.91073889243908,0.00017292620324360533,0.2634522522745203
6,7,1.1225301541413293e-06,1.1077293698481567e-06,1.0787560642392875e-06,0.0,0.0,1.4800784293172744e-08,0.0,2.708600411878315e-07,10.787560642392876,11.599180973789926,9.910153431082827,0.00017279283448868373,0.26344887431741476
7,8,1.121998547360052e-06,1.1082613161300036e-06,1.0787497673984491e-06,0.0,0.0,1.3737231230048383e-08,0.0,2.708501186945496e-07,10.787497673984491,11.593848731811885,9.907973063333221,0.0001726403420386474,0.2634447938641333
8,9,1.1215478716135721e-06,1.1099879886283509e-06,1.078736065028296e-06,0.0,0.0,1.1559882985221262e-08,0.0,2.7083607380604434e-07,10.78736065028296,11.584200262982167,9.902445758961722,0.00017263306087012675,0.2634396838428732
9,10,1.1211894592534498e-06,1.1101845567523781e-06,1.078732370194111e-06,0.0,0.0,1.100490250107154e-08,0.0,2.7083251203452226e-07,10.78732370194111,11.58376460786606,9.900531367418308,0.0001726365217733137,0.263437662314893
10,11,1.120920195769986e-06,1.1107036011897088e-06,1.0787269578820501e-06,0.0,0.0,1.021659458027716e-08,0.0,2.7082967754205433e-07,10.787269578820501,11.583241902149929,9.897566036443866,0.00017276825252916724,0.2634344657839985
11,12,1.1206751743622612e-06,1.111309961672624e-06,1.0787208723196982e-06,0.0,0.0,9.365212689637136e-09,0.0,2.7082815306351526e-07,10.787208723196983,11.582344927923554,9.894179490053045,0.00017293757255533302,0.2634286650599681
12,13,1.120272281560353e-06,1.112082107840521e-06,1.0787119989067865e-06,0.0,0.0,8.19017371983187e-09,0.0,2.708315799668309e-07,10.787119989067865,11.581947432390644,9.888355059479636,0.00017312039457222778,0.2634103475604226
13,1,1.3911038615271838e-06,1.112082107840521e-06,1.0787119989067865e-06,0.0,0.0,8.19017371983187e-09,0.0,2.708315799668309e-07,10.787119989067865,11.581947432390644,9.888355059479636,0.00017312039457222778,0.2634103475604226
14,2,1.8120936513473618,0.21598219031404053,2.1509965104029603e-06,0.0010300873571896022,0.0957053334410924,0.5750342821049309,0.9243388315058465,2.9266242616235402e-06,21.509965104029604,473.08729498611694,147.8234251437557,0.13483355931407356,0.022358592145561754
15,3,0.22394175420763396,0.1536570303340638,1.2845912591873602e-06,0.00032294932840086125,0.003519888922335837,0.021219492704717076,0.04522210185767712,2.910604392763649e-07,12.845912591873603,60.13268218607648,41.93128164716674,0.10253367722764016,0.014488569816567556
16,4,1.3910681018390763e-06,1.1120054372736796e-06,1.0787123139386392e-06,0.0,0.0,8.230542924444376e-09,0.0,2.7083212164095223e-07,10.787123139386392,11.581658276159182,9.88842662729227,0.00017309227055549147,0.2634096873283611
