
Aspect ratio at max_mode 2: 7.000939837356601
Mean iota at 2: 0.4633109103332647
Squared flux at max_mode 2: 0.001000073814318615
fun_coils_simple#1 - J=7.1e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-05, J_MSC=6.1e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.3, 14.0, 13.3, 16.1], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.5, 15.4, 15.9, 16.1]
fun_coils_simple#2 - J=2.3e+01, Jf=5.7e-01, ⟨B·n⟩=1.9e-01, C-C-Sep=0.02 Jf=5.7e-01, J_length=1.1e-05, J_CC=1.0e-02, J_CURVATURE=2.4e-01, J_MSC=1.4e+01, J_ALS=7.4e-04, J_LENGTH_PENALTY=8.2e+00 Coil lengths=sum([3.9, 3.0, 3.0, 3.0, 3.7, 23.5, 28.6, 37.0])=105.7, curvature=[80.5, 5.3, 3.6, 4.4, 283.7, 175.9, 247.2, 94.9], mean squared curvature=[231.1, 7.8, 5.9, 5.8, 474.7, 99.5, 72.2, 40.4]
fun_coils_simple#3 - J=6.0e+01, Jf=1.3e-03, ⟨B·n⟩=4.5e-03, C-C-Sep=0.19 Jf=1.3e-03, J_length=3.0e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-01, J_MSC=6.0e+01, J_ALS=9.3e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 4.3, 5.0, 5.5])=29.8, curvature=[9.1, 5.3, 3.6, 4.5, 16.1, 147.1, 183.6, 688.1], mean squared curvature=[17.5, 7.8, 5.9, 5.8, 14.7, 452.9, 344.3, 959.7]
fun_coils_simple#4 - J=3.7e-02, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=2.1e-03, J_MSC=3.6e-02, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.1, 11.8, 12.3, 98.6], mean squared curvature=[14.5, 7.8, 5.9, 5.8, 10.2, 12.2, 13.3, 36.3]
fun_coils_simple#5 - J=5.4e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=4.8e-05, J_MSC=4.4e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.2, 13.5, 10.4, 22.9], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.4, 14.3, 14.3, 15.5]
fun_coils_simple#6 - J=4.1e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=1.0e-05, J_MSC=3.1e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.2, 13.0, 8.5, 13.4], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.3, 13.4, 13.3, 14.2]
fun_coils_simple#7 - J=3.7e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=6.9e-06, J_MSC=2.7e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.2, 12.6, 8.7, 12.8], mean squared curvature=[14.6, 7.8, 5.9, 5.8, 10.3, 12.9, 12.9, 14.1]
fun_coils_simple#8 - J=3.2e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=1.3e-06, J_MSC=2.2e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.1, 11.7, 9.9, 10.7], mean squared curvature=[14.5, 7.8, 5.9, 5.8, 10.1, 12.0, 12.5, 13.7]
fun_coils_simple#9 - J=3.0e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=2.9e-05, J_MSC=2.0e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.0, 10.3, 10.6, 26.9], mean squared curvature=[14.4, 7.8, 5.9, 5.8, 9.9, 11.1, 12.3, 13.8]
fun_coils_simple#10 - J=2.7e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.20 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.4e-07, J_MSC=1.7e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.0, 5.3, 3.6, 4.5, 7.0, 10.4, 10.8, 7.9], mean squared curvature=[14.3, 7.8, 5.9, 5.8, 9.9, 11.0, 12.3, 13.1]
fun_coils_simple#11 - J=2.7e-03, Jf=1.0e-03, ⟨B·n⟩=4.1e-03, C-C-Sep=0.21 Jf=1.0e-03, J_length=2.4e-06, J_CC=0.0e+00, J_CURVATURE=3.2e-07, J_MSC=1.7e-03, J_ALS=9.6e-06, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.1])=24.2, curvature=[7.1, 5.3, 3.6, 4.5, 7.0, 10.5, 10.7, 7.9], mean squared curvature=[14.3, 7.8, 5.9, 5.8, 9.9, 10.8, 12.3, 13.0]
