
Aspect ratio at max_mode 2: 7.000824458564571
Mean iota at 2: -1.1787660705658396
Quasisymmetry objective at max_mode 2: 0.0040597396717392265
Squared flux at max_mode 2: 0.6489624158255295
fun_coils_simple#53 - J=3.3e-03, Jf=3.1e-03, ⟨B·n⟩=1.5e-02, C-C-Sep=0.03 Jf=3.1e-03, J_length=1.4e-06, J_CC=5.9e-07, J_CURVATURE=0.0e+00, J_MSC=6.8e-06, J_ALS=2.6e-07, J_LENGTH_PENALTY=2.4e-04 Coil lengths=sum([3.0, 2.9, 2.9, 2.9, 2.8])=14.4, curvature=[11.1, 15.4, 7.7, 8.2, 6.6], mean squared curvature=[16.4, 13.2, 10.4, 12.3, 13.7]
fun_coils_simple#54 - J=3.2e-03, Jf=3.0e-03, ⟨B·n⟩=1.5e-02, C-C-Sep=0.03 Jf=3.0e-03, J_length=1.4e-06, J_CC=5.4e-07, J_CURVATURE=0.0e+00, J_MSC=1.5e-05, J_ALS=2.6e-07, J_LENGTH_PENALTY=2.1e-04 Coil lengths=sum([3.0, 2.9, 2.9, 2.9, 2.8])=14.4, curvature=[11.3, 15.0, 6.6, 7.7, 7.0], mean squared curvature=[16.5, 12.9, 9.9, 12.0, 13.7]
fun_coils_simple#55 - J=3.1e-03, Jf=2.8e-03, ⟨B·n⟩=1.4e-02, C-C-Sep=0.03 Jf=2.8e-03, J_length=1.4e-06, J_CC=4.1e-07, J_CURVATURE=0.0e+00, J_MSC=1.5e-04, J_ALS=2.6e-07, J_LENGTH_PENALTY=1.7e-04 Coil lengths=sum([2.9, 2.9, 2.9, 2.9, 2.8])=14.3, curvature=[10.8, 13.5, 8.4, 6.7, 8.1], mean squared curvature=[17.7, 13.3, 9.8, 11.4, 14.4]
fun_coils_simple#56 - J=3.1e-03, Jf=2.9e-03, ⟨B·n⟩=1.5e-02, C-C-Sep=0.03 Jf=2.9e-03, J_length=1.4e-06, J_CC=4.8e-07, J_CURVATURE=0.0e+00, J_MSC=1.7e-06, J_ALS=2.6e-07, J_LENGTH_PENALTY=1.9e-04 Coil lengths=sum([2.9, 2.9, 2.9, 2.9, 2.8])=14.4, curvature=[10.9, 14.3, 6.8, 7.2, 7.4], mean squared curvature=[16.2, 12.8, 9.7, 11.7, 13.9]
fun_coils_simple#57 - J=3.3e-03, Jf=2.7e-03, ⟨B·n⟩=1.4e-02, C-C-Sep=0.04 Jf=2.7e-03, J_length=1.4e-06, J_CC=3.5e-07, J_CURVATURE=0.0e+00, J_MSC=3.9e-04, J_ALS=2.6e-07, J_LENGTH_PENALTY=1.3e-04 Coil lengths=sum([2.9, 2.9, 2.9, 2.8, 2.8])=14.3, curvature=[11.1, 14.6, 10.3, 7.0, 8.9], mean squared curvature=[18.8, 14.8, 10.5, 11.5, 16.0]
fun_coils_simple#58 - J=3.0e-03, Jf=2.8e-03, ⟨B·n⟩=1.4e-02, C-C-Sep=0.04 Jf=2.8e-03, J_length=1.4e-06, J_CC=4.2e-07, J_CURVATURE=0.0e+00, J_MSC=3.3e-05, J_ALS=2.6e-07, J_LENGTH_PENALTY=1.6e-04 Coil lengths=sum([2.9, 2.9, 2.9, 2.9, 2.8])=14.3, curvature=[10.9, 13.8, 8.1, 6.8, 7.9], mean squared curvature=[16.8, 13.2, 9.8, 11.5, 14.4]
fun_coils_simple#59 - J=2.9e-03, Jf=2.7e-03, ⟨B·n⟩=1.4e-02, C-C-Sep=0.04 Jf=2.7e-03, J_length=1.4e-06, J_CC=3.3e-07, J_CURVATURE=0.0e+00, J_MSC=7.5e-05, J_ALS=2.5e-07, J_LENGTH_PENALTY=1.2e-04 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.3, curvature=[10.5, 14.1, 10.5, 7.1, 8.8], mean squared curvature=[17.2, 14.8, 10.7, 11.4, 16.1]
fun_coils_simple#60 - J=2.7e-03, Jf=2.6e-03, ⟨B·n⟩=1.4e-02, C-C-Sep=0.04 Jf=2.6e-03, J_length=1.4e-06, J_CC=2.8e-07, J_CURVATURE=0.0e+00, J_MSC=3.2e-06, J_ALS=2.5e-07, J_LENGTH_PENALTY=9.7e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.3, curvature=[9.8, 13.5, 11.7, 7.9, 8.3], mean squared curvature=[16.3, 15.6, 11.5, 11.4, 15.6]
fun_coils_simple#61 - J=3.3e-03, Jf=2.4e-03, ⟨B·n⟩=1.3e-02, C-C-Sep=0.04 Jf=2.4e-03, J_length=1.4e-06, J_CC=2.3e-07, J_CURVATURE=2.4e-06, J_MSC=7.9e-04, J_ALS=2.5e-07, J_LENGTH_PENALTY=6.6e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[9.5, 18.4, 14.4, 9.8, 8.4], mean squared curvature=[17.6, 19.6, 14.4, 12.1, 16.7]
fun_coils_simple#62 - J=2.7e-03, Jf=2.6e-03, ⟨B·n⟩=1.3e-02, C-C-Sep=0.04 Jf=2.6e-03, J_length=1.4e-06, J_CC=2.7e-07, J_CURVATURE=0.0e+00, J_MSC=9.8e-06, J_ALS=2.5e-07, J_LENGTH_PENALTY=8.9e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.3, curvature=[9.5, 13.4, 12.2, 8.3, 8.3], mean squared curvature=[16.4, 16.3, 11.9, 11.5, 15.8]
fun_coils_simple#63 - J=2.5e-03, Jf=2.4e-03, ⟨B·n⟩=1.3e-02, C-C-Sep=0.04 Jf=2.4e-03, J_length=1.4e-06, J_CC=2.4e-07, J_CURVATURE=7.5e-08, J_MSC=9.7e-05, J_ALS=2.5e-07, J_LENGTH_PENALTY=6.1e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[8.9, 16.4, 14.2, 9.9, 8.0], mean squared curvature=[17.1, 16.8, 14.3, 12.1, 16.3]
fun_coils_simple#64 - J=2.4e-03, Jf=2.3e-03, ⟨B·n⟩=1.3e-02, C-C-Sep=0.04 Jf=2.3e-03, J_length=1.4e-06, J_CC=2.3e-07, J_CURVATURE=0.0e+00, J_MSC=7.5e-06, J_ALS=2.5e-07, J_LENGTH_PENALTY=5.6e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[8.7, 15.2, 14.2, 10.3, 7.4], mean squared curvature=[16.4, 15.8, 14.3, 12.2, 15.6]
fun_coils_simple#65 - J=2.3e-03, Jf=2.2e-03, ⟨B·n⟩=1.3e-02, C-C-Sep=0.04 Jf=2.2e-03, J_length=1.4e-06, J_CC=2.3e-07, J_CURVATURE=2.3e-07, J_MSC=5.9e-05, J_ALS=2.5e-07, J_LENGTH_PENALTY=4.9e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[8.7, 16.7, 15.2, 11.4, 6.8], mean squared curvature=[17.1, 15.9, 15.9, 13.0, 15.7]
fun_coils_simple#66 - J=2.3e-03, Jf=2.2e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.2e-03, J_length=1.4e-06, J_CC=2.6e-07, J_CURVATURE=5.4e-06, J_MSC=1.3e-04, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.4e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[9.7, 19.3, 16.3, 12.2, 6.8], mean squared curvature=[16.7, 16.9, 17.2, 13.7, 15.9]
fun_coils_simple#67 - J=2.3e-03, Jf=2.2e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.2e-03, J_length=1.4e-06, J_CC=2.4e-07, J_CURVATURE=1.8e-06, J_MSC=4.5e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.1e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[9.1, 18.0, 15.7, 11.8, 6.7], mean squared curvature=[16.7, 16.3, 16.5, 13.3, 15.7]
fun_coils_simple#68 - J=2.2e-03, Jf=2.2e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.2e-03, J_length=1.4e-06, J_CC=2.3e-07, J_CURVATURE=2.8e-06, J_MSC=2.6e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.0e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[10.6, 18.5, 13.6, 11.2, 6.5], mean squared curvature=[15.6, 16.7, 13.9, 12.7, 15.2]
fun_coils_simple#69 - J=2.2e-03, Jf=2.1e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.1e-03, J_length=1.4e-06, J_CC=2.4e-07, J_CURVATURE=1.3e-06, J_MSC=1.2e-06, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.7e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[11.6, 17.7, 13.3, 11.5, 6.5], mean squared curvature=[16.2, 15.9, 13.7, 12.9, 15.2]
fun_coils_simple#70 - J=2.2e-03, Jf=2.1e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.1e-03, J_length=1.4e-06, J_CC=2.6e-07, J_CURVATURE=2.5e-06, J_MSC=5.4e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.9e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.8])=14.2, curvature=[12.2, 18.3, 13.0, 11.9, 6.7], mean squared curvature=[17.0, 16.0, 13.6, 13.3, 15.4]
fun_coils_simple#71 - J=2.2e-03, Jf=2.1e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.1e-03, J_length=1.4e-06, J_CC=2.5e-07, J_CURVATURE=1.7e-06, J_MSC=1.1e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=5.8e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.8, 2.8])=14.2, curvature=[11.8, 18.0, 13.2, 11.7, 6.5], mean squared curvature=[16.5, 16.0, 13.7, 13.0, 15.3]
fun_coils_simple#72 - J=2.1e-03, Jf=2.1e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.1e-03, J_length=1.4e-06, J_CC=2.7e-07, J_CURVATURE=2.9e-06, J_MSC=1.7e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.5e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.8])=14.2, curvature=[10.4, 18.5, 13.1, 12.2, 7.1], mean squared curvature=[16.6, 15.9, 13.8, 13.6, 15.7]
fun_coils_simple#73 - J=2.2e-03, Jf=1.9e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.04 Jf=1.9e-03, J_length=1.4e-06, J_CC=4.5e-07, J_CURVATURE=1.8e-05, J_MSC=1.4e-04, J_ALS=2.5e-07, J_LENGTH_PENALTY=9.2e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[12.2, 21.4, 13.0, 13.8, 8.6], mean squared curvature=[16.8, 17.1, 14.3, 15.1, 17.0]
fun_coils_simple#74 - J=2.1e-03, Jf=2.0e-03, ⟨B·n⟩=1.2e-02, C-C-Sep=0.04 Jf=2.0e-03, J_length=1.4e-06, J_CC=3.4e-07, J_CURVATURE=8.4e-06, J_MSC=1.9e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=7.6e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.8])=14.3, curvature=[11.1, 19.9, 13.1, 13.0, 7.8], mean squared curvature=[16.5, 16.3, 14.0, 14.3, 16.2]
fun_coils_simple#75 - J=2.0e-03, Jf=1.9e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.04 Jf=1.9e-03, J_length=1.4e-06, J_CC=4.3e-07, J_CURVATURE=1.2e-05, J_MSC=1.0e-05, J_ALS=2.5e-07, J_LENGTH_PENALTY=9.2e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[13.0, 20.5, 13.3, 13.6, 7.4], mean squared curvature=[16.3, 16.3, 14.5, 14.8, 15.1]
fun_coils_simple#76 - J=1.9e-03, Jf=1.9e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.04 Jf=1.9e-03, J_length=1.4e-06, J_CC=5.4e-07, J_CURVATURE=4.4e-06, J_MSC=0.0e+00, J_ALS=2.4e-07, J_LENGTH_PENALTY=8.8e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[10.2, 18.8, 13.4, 14.4, 8.0], mean squared curvature=[15.8, 15.3, 15.0, 15.8, 15.4]
fun_coils_simple#77 - J=2.2e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.7e-03, J_length=1.4e-06, J_CC=9.6e-07, J_CURVATURE=3.0e-06, J_MSC=3.7e-04, J_ALS=2.4e-07, J_LENGTH_PENALTY=8.4e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[9.4, 18.2, 13.8, 16.1, 8.9], mean squared curvature=[17.4, 16.0, 15.8, 18.3, 16.3]
fun_coils_simple#78 - J=1.9e-03, Jf=1.8e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.8e-03, J_length=1.4e-06, J_CC=6.2e-07, J_CURVATURE=4.1e-06, J_MSC=5.8e-06, J_ALS=2.4e-07, J_LENGTH_PENALTY=8.6e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[9.8, 18.6, 13.5, 14.7, 8.2], mean squared curvature=[15.9, 15.3, 15.2, 16.3, 15.6]
fun_coils_simple#79 - J=1.9e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.7e-03, J_length=1.4e-06, J_CC=9.7e-07, J_CURVATURE=1.3e-06, J_MSC=1.5e-04, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.5e-05 Coil lengths=sum([2.8, 2.8, 2.9, 2.9, 2.9])=14.2, curvature=[10.2, 17.5, 13.4, 14.8, 9.2], mean squared curvature=[17.6, 16.4, 15.4, 16.5, 16.3]
fun_coils_simple#80 - J=1.9e-03, Jf=1.8e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.8e-03, J_length=1.4e-06, J_CC=7.8e-07, J_CURVATURE=2.5e-06, J_MSC=2.1e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=7.5e-05 Coil lengths=sum([2.9, 2.8, 2.9, 2.9, 2.9])=14.3, curvature=[9.3, 18.1, 13.4, 14.8, 8.7], mean squared curvature=[16.5, 15.7, 15.3, 16.4, 15.9]
fun_coils_simple#81 - J=2.3e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.02 Jf=1.7e-03, J_length=1.4e-06, J_CC=1.2e-06, J_CURVATURE=3.1e-08, J_MSC=5.5e-04, J_ALS=2.4e-07, J_LENGTH_PENALTY=3.2e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.2, curvature=[8.3, 16.3, 13.3, 14.6, 9.4], mean squared curvature=[17.6, 18.8, 15.2, 16.0, 16.9]
fun_coils_simple#82 - J=1.8e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.7e-03, J_length=1.4e-06, J_CC=8.7e-07, J_CURVATURE=1.3e-06, J_MSC=2.2e-05, J_ALS=2.4e-07, J_LENGTH_PENALTY=6.1e-05 Coil lengths=sum([2.8, 2.8, 2.9, 2.9, 2.9])=14.2, curvature=[8.6, 17.5, 13.4, 14.7, 8.9], mean squared curvature=[16.6, 16.2, 15.2, 16.3, 16.1]
fun_coils_simple#83 - J=1.8e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.7e-03, J_length=1.4e-06, J_CC=9.6e-07, J_CURVATURE=3.7e-09, J_MSC=2.8e-06, J_ALS=2.4e-07, J_LENGTH_PENALTY=3.1e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.2, curvature=[7.6, 16.1, 13.3, 14.4, 8.4], mean squared curvature=[16.2, 16.1, 14.9, 15.7, 15.9]
fun_coils_simple#84 - J=1.8e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.02 Jf=1.7e-03, J_length=1.4e-06, J_CC=1.3e-06, J_CURVATURE=0.0e+00, J_MSC=7.7e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.8e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[8.2, 14.9, 13.3, 14.2, 8.7], mean squared curvature=[17.1, 16.5, 15.1, 15.5, 16.2]
fun_coils_simple#85 - J=1.7e-03, Jf=1.7e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.03 Jf=1.7e-03, J_length=1.4e-06, J_CC=1.1e-06, J_CURVATURE=0.0e+00, J_MSC=2.1e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.4e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.6, 15.4, 13.3, 14.3, 8.5], mean squared curvature=[16.6, 16.3, 15.0, 15.6, 16.0]
fun_coils_simple#86 - J=1.7e-03, Jf=1.6e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.02 Jf=1.6e-03, J_length=1.4e-06, J_CC=1.3e-06, J_CURVATURE=0.0e+00, J_MSC=6.4e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.5e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[8.1, 14.4, 13.4, 13.8, 8.9], mean squared curvature=[17.1, 15.6, 15.2, 15.1, 16.3]
fun_coils_simple#87 - J=1.6e-03, Jf=1.6e-03, ⟨B·n⟩=1.1e-02, C-C-Sep=0.02 Jf=1.6e-03, J_length=1.4e-06, J_CC=1.3e-06, J_CURVATURE=0.0e+00, J_MSC=9.8e-06, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.6, 14.0, 13.4, 13.5, 8.4], mean squared curvature=[16.4, 15.5, 15.1, 14.8, 15.8]
fun_coils_simple#88 - J=1.6e-03, Jf=1.6e-03, ⟨B·n⟩=1.0e-02, C-C-Sep=0.02 Jf=1.6e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=1.3e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.6e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.7, 13.4, 13.4, 13.3, 8.4], mean squared curvature=[16.5, 15.8, 15.1, 14.5, 15.7]
fun_coils_simple#89 - J=2.0e-03, Jf=1.4e-03, ⟨B·n⟩=9.8e-03, C-C-Sep=0.02 Jf=1.4e-03, J_length=1.4e-06, J_CC=1.7e-06, J_CURVATURE=0.0e+00, J_MSC=5.7e-04, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[9.6, 14.0, 13.2, 12.1, 8.6], mean squared curvature=[17.6, 19.0, 14.9, 13.3, 15.8]
fun_coils_simple#90 - J=1.6e-03, Jf=1.5e-03, ⟨B·n⟩=1.0e-02, C-C-Sep=0.02 Jf=1.5e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=1.4e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=1.6e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.6, 12.7, 13.4, 12.9, 8.4], mean squared curvature=[16.4, 16.4, 15.0, 14.1, 15.6]
fun_coils_simple#91 - J=1.5e-03, Jf=1.4e-03, ⟨B·n⟩=9.9e-03, C-C-Sep=0.02 Jf=1.4e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.4e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.8, 11.8, 13.4, 12.3, 8.5], mean squared curvature=[16.6, 16.0, 14.9, 13.5, 15.6]
fun_coils_simple#92 - J=1.4e-03, Jf=1.4e-03, ⟨B·n⟩=9.8e-03, C-C-Sep=0.02 Jf=1.4e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=7.2e-06, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.5, 11.1, 13.4, 11.9, 8.7], mean squared curvature=[16.4, 16.1, 14.9, 13.1, 15.7]
fun_coils_simple#93 - J=1.4e-03, Jf=1.3e-03, ⟨B·n⟩=9.6e-03, C-C-Sep=0.02 Jf=1.3e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=6.3e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.6, 10.0, 13.4, 11.1, 9.1], mean squared curvature=[17.1, 16.3, 14.9, 12.6, 15.9]
fun_coils_simple#94 - J=1.4e-03, Jf=1.4e-03, ⟨B·n⟩=9.7e-03, C-C-Sep=0.02 Jf=1.4e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=2.2e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.2, 10.5, 13.4, 11.5, 8.9], mean squared curvature=[16.6, 16.2, 14.9, 12.8, 15.8]
fun_coils_simple#95 - J=1.4e-03, Jf=1.3e-03, ⟨B·n⟩=9.5e-03, C-C-Sep=0.02 Jf=1.3e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=8.1e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.7e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[8.3, 9.1, 13.4, 10.2, 9.6], mean squared curvature=[17.3, 15.0, 14.9, 12.1, 16.1]
fun_coils_simple#96 - J=1.4e-03, Jf=1.3e-03, ⟨B·n⟩=9.6e-03, C-C-Sep=0.02 Jf=1.3e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=1.8e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.6e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.4, 9.6, 13.4, 10.9, 9.2], mean squared curvature=[16.6, 15.4, 14.9, 12.4, 15.9]
fun_coils_simple#97 - J=1.3e-03, Jf=1.3e-03, ⟨B·n⟩=9.5e-03, C-C-Sep=0.02 Jf=1.3e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=7.7e-06, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.4e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.0, 9.3, 13.4, 10.5, 9.4], mean squared curvature=[16.4, 15.5, 14.9, 12.2, 16.1]
fun_coils_simple#98 - J=1.3e-03, Jf=1.2e-03, ⟨B·n⟩=9.1e-03, C-C-Sep=0.02 Jf=1.2e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=5.2e-05, J_ALS=2.3e-07, J_LENGTH_PENALTY=2.2e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[7.6, 9.2, 13.4, 9.5, 9.7], mean squared curvature=[17.0, 16.1, 15.0, 11.8, 16.0]
fun_coils_simple#99 - J=1.2e-03, Jf=1.2e-03, ⟨B·n⟩=9.1e-03, C-C-Sep=0.02 Jf=1.2e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=3.3e-06, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.8e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[8.0, 8.9, 13.5, 9.4, 9.1], mean squared curvature=[16.3, 15.8, 15.0, 11.8, 15.4]
fun_coils_simple#100 - J=1.2e-03, Jf=1.1e-03, ⟨B·n⟩=8.9e-03, C-C-Sep=0.02 Jf=1.1e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=1.5e-05, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.5e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.1, curvature=[8.0, 9.0, 13.5, 9.1, 9.2], mean squared curvature=[16.5, 16.2, 15.0, 11.8, 15.4]
fun_coils_simple#101 - J=1.1e-03, Jf=1.1e-03, ⟨B·n⟩=8.9e-03, C-C-Sep=0.03 Jf=1.1e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=3.5e-05, J_ALS=2.2e-07, J_LENGTH_PENALTY=1.2e-05 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[12.4, 8.4, 13.6, 9.0, 9.5], mean squared curvature=[16.8, 15.6, 14.8, 11.8, 15.7]
fun_coils_simple#102 - J=1.1e-03, Jf=1.1e-03, ⟨B·n⟩=8.9e-03, C-C-Sep=0.03 Jf=1.1e-03, J_length=1.4e-06, J_CC=1.4e-06, J_CURVATURE=0.0e+00, J_MSC=1.3e-06, J_ALS=2.2e-07, J_LENGTH_PENALTY=7.3e-06 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.6, 8.3, 13.6, 9.0, 9.7], mean squared curvature=[16.2, 15.3, 14.6, 11.9, 15.8]
fun_coils_simple#103 - J=1.1e-03, Jf=1.0e-03, ⟨B·n⟩=8.7e-03, C-C-Sep=0.03 Jf=1.0e-03, J_length=1.4e-06, J_CC=1.6e-06, J_CURVATURE=0.0e+00, J_MSC=5.6e-05, J_ALS=2.2e-07, J_LENGTH_PENALTY=4.3e-06 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.5, 8.4, 13.6, 8.4, 9.8], mean squared curvature=[17.1, 15.6, 14.5, 11.9, 16.0]
fun_coils_simple#104 - J=1.1e-03, Jf=1.0e-03, ⟨B·n⟩=8.8e-03, C-C-Sep=0.03 Jf=1.0e-03, J_length=1.4e-06, J_CC=1.5e-06, J_CURVATURE=0.0e+00, J_MSC=9.8e-06, J_ALS=2.2e-07, J_LENGTH_PENALTY=5.9e-06 Coil lengths=sum([2.8, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[8.4, 8.4, 13.6, 8.7, 9.7], mean squared curvature=[16.4, 15.4, 14.6, 11.9, 15.8]
fun_coils_simple#105 - J=1.1e-03, Jf=9.3e-04, ⟨B·n⟩=8.3e-03, C-C-Sep=0.02 Jf=9.3e-04, J_length=1.4e-06, J_CC=1.8e-06, J_CURVATURE=0.0e+00, J_MSC=1.9e-04, J_ALS=2.2e-07, J_LENGTH_PENALTY=4.1e-06 Coil lengths=sum([2.7, 2.8, 2.8, 2.8, 2.8])=14.0, curvature=[9.1, 10.3, 13.8, 7.7, 10.0], mean squared curvature=[17.8, 16.8, 14.7, 11.9, 16.1]
